Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,1,0.014084507042253521,1,0.014084507042253521,0.00036036036036036037,0.0019305019305019305
category,206,2.9014084507042255,49,0.6901408450704225,0.07423423423423424,0.0945945945945946
collective,33,0.4647887323943662,18,0.2535211267605634,0.011891891891891892,0.03474903474903475
datatype,64,0.9014084507042254,17,0.23943661971830985,0.023063063063063063,0.032818532818532815
enumeration,38,0.5352112676056338,4,0.056338028169014086,0.013693693693693694,0.007722007722007722
event,187,2.6338028169014085,32,0.4507042253521127,0.06738738738738739,0.06177606177606178
historicalRole,23,0.323943661971831,4,0.056338028169014086,0.008288288288288289,0.007722007722007722
historicalRoleMixin,9,0.1267605633802817,3,0.04225352112676056,0.003243243243243243,0.005791505791505791
kind,480,6.76056338028169,61,0.8591549295774648,0.17297297297297298,0.11776061776061776
mixin,12,0.16901408450704225,10,0.14084507042253522,0.004324324324324324,0.019305019305019305
mode,124,1.7464788732394365,34,0.4788732394366197,0.044684684684684686,0.06563706563706563
phase,143,2.0140845070422535,25,0.352112676056338,0.05153153153153153,0.04826254826254826
phaseMixin,20,0.28169014084507044,8,0.11267605633802817,0.007207207207207207,0.015444015444015444
quality,131,1.8450704225352113,32,0.4507042253521127,0.047207207207207204,0.06177606177606178
quantity,6,0.08450704225352113,5,0.07042253521126761,0.002162162162162162,0.009652509652509652
relator,218,3.0704225352112675,56,0.7887323943661971,0.07855855855855856,0.10810810810810811
role,284,4.0,48,0.676056338028169,0.10234234234234234,0.09266409266409266
roleMixin,171,2.408450704225352,29,0.4084507042253521,0.061621621621621624,0.055984555984555984
situation,56,0.7887323943661971,14,0.19718309859154928,0.02018018018018018,0.02702702702702703
subkind,503,7.084507042253521,52,0.7323943661971831,0.18126126126126127,0.10038610038610038
type,66,0.9295774647887324,16,0.22535211267605634,0.023783783783783784,0.03088803088803089
