Construct Pair,Jaccard Similarity,Mutual Information
derivation - mediation,0.4603174603174603,0.6084387900232935
derivation - memberOf,0.275,0.1860512030291147
derivation - participation,0.1836734693877551,0.1723516221588809
derivation - participational,0.0,0.0176333929709371
derivation - subCollectionOf,0.032258064516129,0.0434033706052151
derivation - subQuantityOf,0.032258064516129,0.0490908504287428
derivation - termination,0.064516129032258,0.0524031522692238
derivation - triggers,0.1428571428571428,0.0654118300967352
derivation - other,0.275,0.2278782578824408
derivation - none,0.3373493975903614,0.6337921936772073
externalDependence - historicalDependence,0.3333333333333333,0.2360108568085968
externalDependence - instantiation,0.48,0.3953245743628044
externalDependence - manifestation,0.3333333333333333,0.2479285340065205
externalDependence - material,0.074074074074074,0.1597730037936391
externalDependence - mediation,0.2058823529411764,0.4550048012448942
externalDependence - memberOf,0.1714285714285714,0.1668837144819368
externalDependence - participation,0.2972972972972973,0.3583961773339392
externalDependence - participational,0.1428571428571428,0.1094383142843087
externalDependence - subCollectionOf,0.0476190476190476,0.0417657277682693
externalDependence - subQuantityOf,0.0476190476190476,0.0417657277682693
externalDependence - termination,0.0454545454545454,0.0379196352060811
externalDependence - triggers,0.2,0.133526251624986
externalDependence - other,0.1714285714285714,0.130622254717707
externalDependence - none,0.216867469879518,0.6183323444008757
historicalDependence - instantiation,0.4347826086956521,0.3118207891009407
historicalDependence - manifestation,0.4,0.2245613139451946
historicalDependence - material,0.1489361702127659,0.1963561278367633
historicalDependence - mediation,0.1818181818181818,0.3959639902389577
historicalDependence - memberOf,0.1935483870967742,0.1338924911088178
historicalDependence - participation,0.4193548387096774,0.4820444680657103
historicalDependence - participational,0.1764705882352941,0.0972770381954215
historicalDependence - subCollectionOf,0.125,0.0802830849912254
historicalDependence - subQuantityOf,0.0588235294117647,0.0468615114253268
historicalDependence - termination,0.0555555555555555,0.0345394343967489
historicalDependence - triggers,0.238095238095238,0.1404225027032223
historicalDependence - other,0.088235294117647,0.1101565939326314
historicalDependence - none,0.1829268292682926,0.466077826891768
instantiation - manifestation,0.6111111111111112,0.4011350068591219
instantiation - material,0.1,0.1739420961017029
instantiation - mediation,0.1617647058823529,0.3988973672684084
instantiation - memberOf,0.1515151515151515,0.1585485320165309
instantiation - participation,0.3636363636363636,0.4328632386743425
instantiation - participational,0.1052631578947368,0.0672332688277178
instantiation - subCollectionOf,0.0555555555555555,0.0413189634324865
instantiation - subQuantityOf,0.0555555555555555,0.0413189634324865
instantiation - termination,0.0526315789473684,0.043459786587784
instantiation - triggers,0.1739130434782608,0.1143332811386036
instantiation - other,0.1875,0.1635685471169505
instantiation - none,0.1951219512195122,0.5503921311872777
manifestation - material,0.0638297872340425,0.0980085934036175
manifestation - mediation,0.1044776119402985,0.2489187717333634
manifestation - memberOf,0.1,0.0549250855877854
manifestation - participation,0.3333333333333333,0.3593766261829861
manifestation - participational,0.0,0.0062229619813064
manifestation - subCollectionOf,0.0,0.0030743094202774
manifestation - subQuantityOf,0.0,0.0030743094202774
manifestation - termination,0.0,0.0046391183823312
manifestation - triggers,0.2222222222222222,0.1250206744248028
manifestation - other,0.2222222222222222,0.1481791827431715
manifestation - none,0.1341463414634146,0.367850933452144
material - mediation,0.5151515151515151,0.9423492236192892
material - memberOf,0.3111111111111111,0.4025812189664257
material - participation,0.2222222222222222,0.4100221160288573
material - participational,0.024390243902439,0.0432324924599134
material - subCollectionOf,0.0526315789473684,0.0706075601639205
material - subQuantityOf,0.0526315789473684,0.085675977132615
material - termination,0.0512820512820512,0.110325551358946
material - triggers,0.1162790697674418,0.1219467608401738
material - other,0.2291666666666666,0.2476764553527041
material - none,0.3522727272727273,0.9988994578477952
mediation - memberOf,0.3174603174603174,0.5890074512824656
mediation - participation,0.2857142857142857,0.6504992038509129
mediation - participational,0.0476190476190476,0.176394268185356
mediation - subCollectionOf,0.032258064516129,0.1198008560737811
mediation - subQuantityOf,0.032258064516129,0.1198008560737811
mediation - termination,0.0317460317460317,0.0809721584235884
mediation - triggers,0.0909090909090909,0.1786990013993959
mediation - other,0.2388059701492537,0.3494150339553012
mediation - none,0.5888888888888889,1.4650675540253146
memberOf - participation,0.2564102564102564,0.2718333088121961
memberOf - participational,0.0416666666666666,0.0682082836572985
memberOf - subCollectionOf,0.0952380952380952,0.0904164294085867
memberOf - subQuantityOf,0.0952380952380952,0.0904164294085867
memberOf - termination,0.0909090909090909,0.0553658343679325
memberOf - triggers,0.0333333333333333,0.0377617042731506
memberOf - other,0.2,0.1677033764356088
memberOf - none,0.2289156626506024,0.5404329691992278
participation - participational,0.1428571428571428,0.1874734425898197
participation - subCollectionOf,0.0714285714285714,0.0990449592815584
participation - subQuantityOf,0.0714285714285714,0.0926050721858355
participation - termination,0.1071428571428571,0.1006798627010231
participation - triggers,0.2666666666666666,0.2198458333055234
participation - other,0.1951219512195122,0.2346579901311094
participation - none,0.3292682926829268,0.8757737510040124
participational - subCollectionOf,0.2,0.0603265805179831
participational - subQuantityOf,0.2,0.0603265805179831
participational - termination,0.1666666666666666,0.0456287567929438
participational - triggers,0.0769230769230769,0.0211522283135292
participational - other,0.0,0.0115548222140315
participational - none,0.0493827160493827,0.1882258498620148
subCollectionOf - subQuantityOf,0.3333333333333333,0.0600809275567874
subCollectionOf - termination,0.0,0.0007287845171328
subCollectionOf - triggers,0.0,0.002530774532931
subCollectionOf - other,0.0,0.0057038728920144
subCollectionOf - none,0.0246913580246913,0.119800856073781
subQuantityOf - termination,0.0,0.0007287845171328
subQuantityOf - triggers,0.0,0.002530774532931
subQuantityOf - other,0.0454545454545454,0.027339616286903
subQuantityOf - none,0.0246913580246913,0.1047324391050865
termination - triggers,0.0833333333333333,0.0199865021932854
termination - other,0.0,0.0086104876564468
termination - none,0.037037037037037,0.095550169874331
triggers - other,0.1071428571428571,0.071021733785356
triggers - none,0.1234567901234567,0.2813172532925657
other - none,0.2439024390243902,0.5602625120306384
