year,category,period,predicted,a (quad),b (linear),intercept
2019,none (occurrence),2019-2024,0.8327351046609692,-0.10289542946884467,415.81287365154776,-420086.4434023212
2020,none (occurrence),2019-2024,1.0509691315237433,-0.10289542946884467,415.81287365154776,-420086.4434023212
2021,none (occurrence),2019-2024,1.0634122993797064,-0.10289542946884467,415.81287365154776,-420086.4434023212
2022,none (occurrence),2019-2024,0.8700646084616892,-0.10289542946884467,415.81287365154776,-420086.4434023212
2023,none (occurrence),2019-2024,0.4709260585368611,-0.10289542946884467,415.81287365154776,-420086.4434023212
2024,none (occurrence),2019-2024,-0.13400335039477795,-0.10289542946884467,415.81287365154776,-420086.4434023212
2019,none (model-wise),2019-2024,0.15099789935629815,-0.07549894959208814,305.2159926964779,-308469.96459813544
2020,none (model-wise),2019-2024,0.42673319339519367,-0.07549894959208814,305.2159926964779,-308469.96459813544
2021,none (model-wise),2019-2024,0.551470588252414,-0.07549894959208814,305.2159926964779,-308469.96459813544
2022,none (model-wise),2019-2024,0.5252100839861669,-0.07549894959208814,305.2159926964779,-308469.96459813544
2023,none (model-wise),2019-2024,0.3479516804800369,-0.07549894959208814,305.2159926964779,-308469.96459813544
2024,none (model-wise),2019-2024,0.01969537779223174,-0.07549894959208814,305.2159926964779,-308469.96459813544
2019,other (occurrence),2019-2024,0.36491983725500177,-0.00777698014237771,31.37532904059528,-31644.645862961668
2020,other (occurrence),2019-2024,0.3290260827889142,-0.00777698014237771,31.37532904059528,-31644.645862961668
2021,other (occurrence),2019-2024,0.2775783680335735,-0.00777698014237771,31.37532904059528,-31644.645862961668
2022,other (occurrence),2019-2024,0.2105766929962556,-0.00777698014237771,31.37532904059528,-31644.645862961668
2023,other (occurrence),2019-2024,0.1280210576733225,-0.00777698014237771,31.37532904059528,-31644.645862961668
2024,other (occurrence),2019-2024,0.02991146206477424,-0.00777698014237771,31.37532904059528,-31644.645862961668
2019,other (model-wise),2019-2024,0.2823004201054573,-0.04923844538612343,199.00275738516754,-201072.60638760965
2020,other (model-wise),2019-2024,0.41097689073649235,-0.04923844538612343,199.00275738516754,-201072.60638760965
2021,other (model-wise),2019-2024,0.4411764705728274,-0.04923844538612343,199.00275738516754,-201072.60638760965
2022,other (model-wise),2019-2024,0.37289915967267007,-0.04923844538612343,199.00275738516754,-201072.60638760965
2023,other (model-wise),2019-2024,0.2061449579487089,-0.04923844538612343,199.00275738516754,-201072.60638760965
2024,other (model-wise),2019-2024,-0.059086134511744604,-0.04923844538612343,199.00275738516754,-201072.60638760965
