Group,DistanceFromOrigin
sortal,4687.083634841606
non_sortal,663.3324958118666
rigid,3265.1200590483654
non_rigid,1949.1734145529483
abstracts,33.95585369269929
temporal,139.51702405083043
rigid_sortal,2980.1315407209795
rigid_non_sortal,285.70089254323307
non_rigid_sortal,1571.1683550784746
non_rigid_non_sortal,378.38208202820596
