Group,DistanceFromOrigin,Rank
sortal,4687.994372376529,1
rigid,3266.4272891699284,2
rigid_sortal,2981.5637231885567,3
non_rigid,1951.061006206763,4
non_rigid_sortal,1573.0006773033094,5
non_sortal,666.942844201532,6
non_rigid_non_sortal,382.51847701208897,7
rigid_non_sortal,293.2255830727786,8
temporal,145.0284362620433,9
abstracts,43.01161251266171,10
