Group,x_value,y_value,quadrant
sortal,28,96.55172413793105,Q1
non_sortal,21,72.41379310344827,Q3
rigid,28,96.55172413793105,Q1
non_rigid,26,89.65517241379311,Q1
abstracts,8,27.58620689655172,Q3
temporal,12,41.37931034482759,Q3
rigid_sortal,28,96.55172413793105,Q1
rigid_non_sortal,20,68.96551724137932,Q3
non_rigid_sortal,23,79.3103448275862,Q1
non_rigid_non_sortal,17,58.620689655172406,Q3
