year,category,period,predicted,slope,intercept
2015,none (occurrence),2015-2018,1.7469879518071139,0.6055802155992388,-1218.497146480659
2016,none (occurrence),2015-2018,2.352568167406389,0.6055802155992388,-1218.497146480659
2017,none (occurrence),2015-2018,2.958148383005664,0.6055802155992388,-1218.497146480659
2018,none (occurrence),2015-2018,3.563728598604939,0.6055802155992388,-1218.497146480659
2015,none (model-wise),2015-2018,0.9357798165137865,0.20183486238532108,-405.7614678899082
2016,none (model-wise),2015-2018,1.1376146788991264,0.20183486238532108,-405.7614678899082
2017,none (model-wise),2015-2018,1.3394495412844094,0.20183486238532108,-405.7614678899082
2018,none (model-wise),2015-2018,1.5412844036697493,0.20183486238532108,-405.7614678899082
2019,none (occurrence),2019-2024,3.545761995349835,-0.294863665187064,598.875502008032
2020,none (occurrence),2019-2024,3.250898330162727,-0.294863665187064,598.875502008032
2021,none (occurrence),2019-2024,2.9560346649756184,-0.294863665187064,598.875502008032
2022,none (occurrence),2019-2024,2.6611709997886237,-0.294863665187064,598.875502008032
2023,none (occurrence),2019-2024,2.3663073346015153,-0.294863665187064,598.875502008032
2024,none (occurrence),2019-2024,2.0714436694145206,-0.294863665187064,598.875502008032
2019,none (model-wise),2019-2024,2.3066841415465547,-0.15203145478374835,309.25819134993446
2020,none (model-wise),2019-2024,2.1546526867628017,-0.15203145478374835,309.25819134993446
2021,none (model-wise),2019-2024,2.002621231979049,-0.15203145478374835,309.25819134993446
2022,none (model-wise),2019-2024,1.850589777195296,-0.15203145478374835,309.25819134993446
2023,none (model-wise),2019-2024,1.698558322411543,-0.15203145478374835,309.25819134993446
2024,none (model-wise),2019-2024,1.5465268676277901,-0.15203145478374835,309.25819134993446
2015,other (occurrence),2015-2018,3.5256816740643444,-1.4204185161699427,2865.668991756499
2016,other (occurrence),2015-2018,2.1052631578945693,-1.4204185161699427,2865.668991756499
2017,other (occurrence),2015-2018,0.6848446417243395,-1.4204185161699427,2865.668991756499
2018,other (occurrence),2015-2018,-0.7355738744454356,-1.4204185161699427,2865.668991756499
2015,other (model-wise),2015-2018,0.8807339449541587,-0.22018348623853198,444.5504587155961
2016,other (model-wise),2015-2018,0.6605504587156474,-0.22018348623853198,444.5504587155961
2017,other (model-wise),2015-2018,0.44036697247707934,-0.22018348623853198,444.5504587155961
2018,other (model-wise),2015-2018,0.2201834862385681,-0.22018348623853198,444.5504587155961
2019,other (occurrence),2019-2024,0.7179092309085604,-0.15717003351752878,318.0442069027992
2020,other (occurrence),2019-2024,0.560739197391058,-0.15717003351752878,318.0442069027992
2021,other (occurrence),2019-2024,0.4035691638735557,-0.15717003351752878,318.0442069027992
2022,other (occurrence),2019-2024,0.24639913035599648,-0.15717003351752878,318.0442069027992
2023,other (occurrence),2019-2024,0.08922909683849412,-0.15717003351752878,318.0442069027992
2024,other (occurrence),2019-2024,-0.06794093667906509,-0.15717003351752878,318.0442069027992
2019,other (model-wise),2019-2024,0.9523809523809064,-0.1730013106159895,350.24202708606373
2020,other (model-wise),2019-2024,0.7793796417649332,-0.1730013106159895,350.24202708606373
2021,other (model-wise),2019-2024,0.6063783311489601,-0.1730013106159895,350.24202708606373
2022,other (model-wise),2019-2024,0.43337702053293015,-0.1730013106159895,350.24202708606373
2023,other (model-wise),2019-2024,0.260375709916957,-0.1730013106159895,350.24202708606373
2024,other (model-wise),2019-2024,0.0873743993009839,-0.1730013106159895,350.24202708606373
