year,category,period,predicted,a (quad),b (linear),intercept
2019,none (occurrence),2019-2024,5.397309517487884,-0.9585534558295876,3874.6734932756544,-3915550.4618550753
2020,none (occurrence),2019-2024,8.473394697532058,-0.9585534558295876,3874.6734932756544,-3915550.4618550753
2021,none (occurrence),2019-2024,9.63237296557054,-0.9585534558295876,3874.6734932756544,-3915550.4618550753
2022,none (occurrence),2019-2024,8.87424432206899,-0.9585534558295876,3874.6734932756544,-3915550.4618550753
2023,none (occurrence),2019-2024,6.199008767493069,-0.9585534558295876,3874.6734932756544,-3915550.4618550753
2024,none (occurrence),2019-2024,1.606666300445795,-0.9585534558295876,3874.6734932756544,-3915550.4618550753
2019,none (model-wise),2019-2024,2.0112781948409975,-0.40413533848914085,1633.6635344139484,-1650963.1321646343
2020,none (model-wise),2019-2024,3.372180450707674,-0.40413533848914085,1633.6635344139484,-1650963.1321646343
2021,none (model-wise),2019-2024,3.924812030280009,-0.40413533848914085,1633.6635344139484,-1650963.1321646343
2022,none (model-wise),2019-2024,3.6691729326266795,-0.40413533848914085,1633.6635344139484,-1650963.1321646343
2023,none (model-wise),2019-2024,2.605263158213347,-0.40413533848914085,1633.6635344139484,-1650963.1321646343
2024,none (model-wise),2019-2024,0.7330827065743506,-0.40413533848914085,1633.6635344139484,-1650963.1321646343
2019,other (occurrence),2019-2024,2.59789771749638,0.2614236697904744,-1057.3138720184427,1069062.0534921854
2020,other (occurrence),2019-2024,1.1742279829923064,0.2614236697904744,-1057.3138720184427,1069062.0534921854
2021,other (occurrence),2019-2024,0.27340558799915016,0.2614236697904744,-1057.3138720184427,1069062.0534921854
2022,other (occurrence),2019-2024,-0.10456946794874966,0.2614236697904744,-1057.3138720184427,1069062.0534921854
2023,other (occurrence),2019-2024,0.04030281607992947,0.2614236697904744,-1057.3138720184427,1069062.0534921854
2024,other (occurrence),2019-2024,0.7080224398523569,0.2614236697904744,-1057.3138720184427,1069062.0534921854
2019,other (model-wise),2019-2024,1.4285714286233997,0.01879699250260103,-76.24436098875785,77315.46625283548
2020,other (model-wise),2019-2024,1.1052631578786531,0.01879699250260103,-76.24436098875785,77315.46625283548
2021,other (model-wise),2019-2024,0.8195488721248694,0.01879699250260103,-76.24436098875785,77315.46625283548
2022,other (model-wise),2019-2024,0.5714285713911522,0.01879699250260103,-76.24436098875785,77315.46625283548
2023,other (model-wise),2019-2024,0.36090225564839784,0.01879699250260103,-76.24436098875785,77315.46625283548
2024,other (model-wise),2019-2024,0.18796992492571007,0.01879699250260103,-76.24436098875785,77315.46625283548
