Stereotype,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers,none,other
bringsAbout,0.5742329752806306,0.31144211315611725,0.1257635701459582,0.1746674752331425,0.08404552210908248,0.07613955836621714,0.1392693832008729,0.13638166288677966,0.1359097584110372,0.12933353704996686,0.2680097091389242,0.2544710930742524,0.06954706435631217,0.3211504420603221,0.036967728703447764,0.0035600615736065544,0.0035600615736065544,0.07593734606306844,0.2531989359324305,0.34224131857334,0.054549460021172745
characterization,0.31144211315611725,2.344394782576822,0.16845757871064504,0.7554511987945276,0.4148457138940743,0.403354668065753,0.5207545022116836,0.35746908594217164,0.4429871741570846,0.31438812008065037,0.8951389432529187,1.047819653910219,0.428959239451232,0.6786851877512605,0.11464907379947473,0.06863994223121148,0.09192704594931442,0.074564876611748,0.28566463102344153,1.5469484234729525,0.30053954303415265
comparative,0.1257635701459582,0.16845757871064504,0.3108739808757952,0.2101833111436907,0.10750198015963527,0.10353973321182722,0.016660580999523326,0.06089110287763866,0.01370796992393946,0.04503359077708825,0.2770619232875059,0.1929086818377262,0.10543671526478107,0.1381777126799832,0.003148920914384748,0.001554128466437328,0.001554128466437328,0.11513438961806996,0.04055802791003096,0.14980615403470515,0.016660580999523333
componentOf,0.1746674752331425,0.7554511987945276,0.2101833111436907,1.523484293533161,0.31579919775511067,0.3268452225887181,0.27751649724314553,0.24209827991204186,0.39192713534862955,0.2217074972938448,0.7272653793455125,0.8063252845493795,0.4224128404368491,0.39978691879020634,0.0543174154701249,0.1041403283327198,0.08723429953857478,0.10281964825007422,0.0875436181831892,0.9830634343408897,0.23785431602236867
creation,0.08404552210908248,0.4148457138940743,0.10750198015963527,0.31579919775511067,0.9073896413315191,0.18646288230440375,0.188878998264707,0.21463768185463022,0.27148702450097256,0.19694479901777456,0.30472055571154444,0.5007036676917971,0.24383962481721472,0.6035890217287757,0.15229699686240694,0.1082842072789486,0.06875387718787558,0.10229249967259041,0.05040223051219959,0.6169057915967163,0.13416127041713463
derivation,0.07613955836621714,0.403354668065753,0.10353973321182722,0.3268452225887181,0.18646288230440375,1.1622702446230078,0.11233021270025206,0.0915397755781372,0.0844702780988872,0.04822308159392328,0.6610744930011658,0.6811405753914102,0.2185236421401696,0.19089824815379564,0.021968451012669254,0.05416774498305044,0.05416774498305044,0.05643907150471848,0.06772789630327128,0.669132403813747,0.22990363442544295
externalDependence,0.1392693832008729,0.5207545022116836,0.016660580999523326,0.27751649724314553,0.188878998264707,0.11233021270025206,0.9838133892452201,0.21914345656398565,0.4201926851849692,0.24370036828941463,0.1800035066506475,0.4986954944209322,0.18689734019378962,0.3561308978537237,0.11867852076779442,0.04566035496345019,0.04566035496345019,0.04156589957303143,0.13687070760542874,0.6702607902475963,0.15224111834889037
historicalDependence,0.13638166288677966,0.35746908594217164,0.06089110287763866,0.24209827991204186,0.21463768185463022,0.0915397755781372,0.21914345656398565,0.7386371926144683,0.2988576973546285,0.2034893379102966,0.20888401632639086,0.39655667501873143,0.143040062795467,0.4583220537885881,0.10494147212825777,0.0872342995385743,0.051284885551069324,0.037585338068267554,0.11360326892187314,0.46975211808455,0.11937839999882549
instantiation,0.1359097584110372,0.4429871741570846,0.01370796992393946,0.39192713534862955,0.27148702450097256,0.0844702780988872,0.4201926851849692,0.2988576973546285,0.8801666583130725,0.4242700203257411,0.19814606673820984,0.42998604089070885,0.18025037255362306,0.43299044504090123,0.0728489607837404,0.045088592272514265,0.045088592272514265,0.047638533989810966,0.11357233827182497,0.5838506011188218,0.18588594444481535
manifestation,0.12933353704996686,0.31438812008065037,0.04503359077708825,0.2217074972938448,0.19694479901777456,0.04822308159392328,0.24370036828941463,0.2034893379102966,0.4242700203257411,0.5911390040747755,0.10692071126687139,0.26707329943987423,0.05649537027181201,0.35217817769687804,0.0072173661358771735,0.0035600615736065544,0.0035600615736065544,0.005376226985560416,0.12488617820866478,0.38657833003181713,0.16890261302590998
