Stereotype,characterization,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,none,other
characterization,1.0,0.27133049907690077,0.185476329148566,0.009553543038237952,0.34170269586977486,0.2283291976178352,0.27626036470864934,0.3215989073268401,0.2737174508823673,0.25302838824999685,0.14803528526924017,0.3288466331780244,0.04402602336305859,0.02037503415333152
componentOf,0.27133049907690077,1.0,0.07695549623717901,0.08197067352152207,0.06227881409258363,0.13392741389723287,0.20161472873293726,0.09462607422493427,0.3593671337666575,0.2310186069215114,0.3717907794436385,0.06644296983917095,0.06268854286469197,0.11309645232607007
creation,0.185476329148566,0.07695549623717901,1.0,0.0028797076406101695,0.2615819604986969,0.41697299501828056,0.3598920896828078,0.4838984299031936,0.027077600270048397,0.15529618104869072,0.2229800429533332,0.7247633924242244,0.11435260205298714,0.022294727773162416
derivation,0.009553543038237952,0.08197067352152207,0.0028797076406101695,1.0,0.20260890774926169,0.1395964670562189,0.15523246709662059,0.23633899893822782,0.45973608717106795,0.4029064984362077,0.2522664870401872,0.056173905745617536,0.07323733910527007,0.19378639368341502
externalDependence,0.34170269586977486,0.06227881409258363,0.2615819604986969,0.20260890774926169,1.0,0.3174712370734239,0.4645970663178468,0.4457169441945227,0.20736202338045098,0.03285334287064182,0.10127203077911849,0.29221385999525357,0.07941819308511154,0.013582580269472323
historicalDependence,0.2283291976178352,0.13392741389723287,0.41697299501828056,0.1395964670562189,0.3174712370734239,1.0,0.5248688133878378,0.5513668029131744,0.06043846834697506,0.007679893147059519,0.10381561191148783,0.5836499485778497,0.07078211918468416,0.02577882213599525
instantiation,0.27626036470864934,0.20161472873293726,0.3598920896828078,0.15523246709662059,0.4645970663178468,0.5248688133878378,1.0,0.6846262935854155,0.12822425948969002,0.03456878008013153,0.09959154080578017,0.45981084063509575,0.03563917272307178,0.08346261140522443
manifestation,0.3215989073268401,0.09462607422493427,0.4838984299031936,0.23633899893822782,0.4457169441945227,0.5513668029131744,0.6846262935854155,1.0,0.11105702121801683,0.08473977137037751,0.0,0.5709839244413369,0.060198981416900735,0.18310888249582244
material,0.2737174508823673,0.3593671337666575,0.027077600270048397,0.45973608717106795,0.20736202338045098,0.06043846834697506,0.12822425948969002,0.11105702121801683,1.0,0.41902223955083273,0.3039940479125207,0.02504541859313054,0.16132902604151556,0.09510557782326803
mediation,0.25302838824999685,0.2310186069215114,0.15529618104869072,0.4029064984362077,0.03285334287064182,0.007679893147059519,0.03456878008013153,0.08473977137037751,0.41902223955083273,1.0,0.40479412262921516,0.03626244583698773,0.08377654845320251,0.02822327743552149
memberOf,0.14803528526924017,0.3717907794436385,0.2229800429533332,0.2522664870401872,0.10127203077911849,0.10381561191148783,0.09959154080578017,0.0,0.3039940479125207,0.40479412262921516,1.0,0.19642492283408408,0.055394214242375076,0.16303616647386227
participation,0.3288466331780244,0.06644296983917095,0.7247633924242244,0.056173905745617536,0.29221385999525357,0.5836499485778497,0.45981084063509575,0.5709839244413369,0.02504541859313054,0.03626244583698773,0.19642492283408408,1.0,0.1506051296668632,0.08073170623032666
none,0.04402602336305859,0.06268854286469197,0.11435260205298714,0.07323733910527007,0.07941819308511154,0.07078211918468416,0.03563917272307178,0.060198981416900735,0.16132902604151556,0.08377654845320251,0.055394214242375076,0.1506051296668632,1.0,0.08028767406019564
other,0.02037503415333152,0.11309645232607007,0.022294727773162416,0.19378639368341502,0.013582580269472323,0.02577882213599525,0.08346261140522443,0.18310888249582244,0.09510557782326803,0.02822327743552149,0.16303616647386227,0.08073170623032666,0.08028767406019564,1.0
