Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.00013614703880190606,0.009708737864077669,0.009709692421984847,43,Q3
category,0.037848876786929886,0.6699029126213593,0.6709712734630393,5,Q1
collective,0.006671204901293397,0.24271844660194175,0.24281010954178717,18,Q2
datatype,0.00966643975493533,0.20388349514563106,0.20411251713291462,20,Q1
enumeration,0.006535057862491491,0.06796116504854369,0.06827464343386574,36,Q3
event,0.041933287950987067,0.4368932038834951,0.4389009822704497,9,Q1
historicalRole,0.0031313818924438392,0.038834951456310676,0.03896099340584544,37,Q3
historicalRoleMixin,0.0012253233492171545,0.02912621359223301,0.029151976528710977,39,Q3
kind,0.08672566371681416,0.8058252427184466,0.810478662612018,2,Q1
mixin,0.002450646698434309,0.14563106796116504,0.14565168596604028,28,Q3
mode,0.024370319945541185,0.4368932038834951,0.4375723758349392,10,Q1
phase,0.022736555479918312,0.30097087378640774,0.30182845760935995,15,Q1
phaseMixin,0.002722940776038121,0.07766990291262135,0.07771761849751856,34,Q3
quality,0.019605173587474472,0.34951456310679613,0.3500639836588871,13,Q1
quantity,0.002178352620830497,0.07766990291262135,0.077700444262544,35,Q3
relator,0.041252552756977534,0.7475728155339806,0.7487101492796596,3,Q1
role,0.051599727705922395,0.6601941747572816,0.6622075809614183,6,Q1
roleMixin,0.03063308373042886,0.4077669902912621,0.40891601116858917,11,Q1
situation,0.00966643975493533,0.18446601941747573,0.18471911751972053,23,Q4
subkind,0.08863172226004085,0.7087378640776699,0.7142583161351072,4,Q1
type,0.00966643975493533,0.18446601941747573,0.18471911751972053,23,Q4
none_c,0.01592920353982301,0.14563106796116504,0.14649965010511998,26,Q4
other_c,0.012933968686181076,0.1650485436893204,0.165554550888644,25,Q4
bringsAbout,0.0035398230088495575,0.10679611650485436,0.10685476520704355,32,Q3
characterization,0.041660993873383255,0.5339805825242718,0.5356033055569007,8,Q1
comparative,0.0017699115044247787,0.038834951456310676,0.03887526258879163,38,Q3
componentOf,0.021511232130701156,0.3106796116504854,0.31142343232820063,14,Q1
creation,0.004628999319264806,0.13592233009708737,0.13600113033985908,30,Q3
derivation,0.009938733832539142,0.2815533980582524,0.2817287603144961,16,Q1
externalDependence,0.00966643975493533,0.1941747572815534,0.19441521654151964,21,Q1
historicalDependence,0.004765146358066712,0.13592233009708737,0.13600583237065747,29,Q3
instantiation,0.008577263444520082,0.14563106796116504,0.14588343772925758,27,Q3
manifestation,0.004628999319264806,0.11650485436893204,0.1165967783698324,31,Q3
material,0.03730428863172226,0.39805825242718446,0.3998024290517792,12,Q1
mediation,0.06140231449965963,0.6116504854368932,0.6147247844044538,7,Q1
memberOf,0.0062627637848876785,0.1941747572815534,0.19427572822042252,22,Q2
participation,0.015793056501021103,0.23300970873786409,0.23354431057028277,19,Q1
participational,0.0002722940776038121,0.019417475728155338,0.019419384843969694,42,Q3
subCollectionOf,0.0009530292716133424,0.019417475728155338,0.019440849478509253,40,Q3
subQuantityOf,0.0,0.0,0.0,44,Q3
termination,0.0004084411164057182,0.019417475728155338,0.019421770974838326,41,Q3
triggers,0.0020422055820285907,0.08737864077669903,0.08740250263935627,33,Q3
none_r,0.20857726344452007,0.8543689320388349,0.879460486240959,1,Q1
other_r,0.028046289993192648,0.27184466019417475,0.2732876024602444,17,Q1
