Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.0,0.0,0.0,37,Q3
category,0.037813598351714946,0.7105263157894737,0.7115318078973474,4,Q1
collective,0.008483820143012967,0.3157894736842105,0.3159034138688116,14,Q1
datatype,0.0012119743061447098,0.15789473684210525,0.15789938823236913,20,Q2
enumeration,0.0030299357653617745,0.10526315789473684,0.10530675629186627,22,Q4
event,0.01866440431462853,0.42105263157894735,0.4214661060488455,11,Q1
historicalRole,0.0,0.0,0.0,37,Q3
historicalRoleMixin,0.0,0.0,0.0,37,Q3
kind,0.08580778087504545,0.7631578947368421,0.7679667620137403,1,Q1
mixin,0.008241425281784027,0.23684210526315788,0.23698545085333822,17,Q1
mode,0.03587443946188341,0.4473684210526316,0.4488045003805432,9,Q1
phase,0.016604047994182525,0.23684210526315788,0.23742341341004655,16,Q1
phaseMixin,0.0,0.0,0.0,37,Q3
quality,0.0015755665979881226,0.10526315789473684,0.10527494868237644,24,Q3
quantity,0.003999515210277542,0.13157894736842105,0.13163971859776577,21,Q4
relator,0.11331959762453037,0.7368421052631579,0.7455049425016765,2,Q1
role,0.17513028723791055,0.6842105263157895,0.706268123186487,5,Q1
roleMixin,0.04144952127014907,0.5,0.5017151211728869,7,Q1
situation,0.0020603563204460067,0.15789473684210525,0.15790817898577916,19,Q2
subkind,0.12834807902072476,0.7105263157894737,0.7220255361257475,3,Q1
type,0.016846442855411464,0.21052631578947367,0.2111992714873085,18,Q1
bringsAbout,0.0003635922918434129,0.02631578947368421,0.026318301141562243,30,Q3
characterization,0.021330747788146892,0.39473684210526316,0.3953127563290072,12,Q1
comparative,0.0018179614592170646,0.02631578947368421,0.02637850942510716,28,Q3
componentOf,0.03975275724154648,0.42105263157894735,0.42292505277869513,10,Q1
creation,0.0,0.0,0.0,37,Q3
derivation,0.014422494243122046,0.2631578947368421,0.26355281425649724,15,Q1
externalDependence,0.0012119743061447098,0.07894736842105263,0.07895667079055557,25,Q3
historicalDependence,0.0006059871530723549,0.02631578947368421,0.026322765737151508,29,Q3
instantiation,0.00024239486122894195,0.02631578947368421,0.026316905800112953,32,Q3
manifestation,0.0003635922918434129,0.02631578947368421,0.026318301141562243,30,Q3
material,0.037813598351714946,0.5,0.5014278295231577,8,Q1
mediation,0.16264695188462006,0.5526315789473685,0.5760691738039968,6,Q1
memberOf,0.01624045570233911,0.3157894736842105,0.3162068058900224,13,Q1
participation,0.0018179614592170646,0.05263157894736842,0.05266296693465222,26,Q3
participational,0.0,0.0,0.0,37,Q3
subCollectionOf,0.0023027511816749485,0.10526315789473684,0.10528834253124608,23,Q3
subQuantityOf,0.0003635922918434129,0.05263157894736842,0.05263283482625425,27,Q3
termination,0.0,0.0,0.0,37,Q3
triggers,0.00024239486122894195,0.02631578947368421,0.026316905800112953,32,Q3
