stereotype,total_correlation,rank
category,2.2942620300648673,4
collective,1.8244969903362658,10
datatype,1.3716088164960283,14
event,2.8121121952077877,1
kind,2.5954514724905087,2
mixin,1.345949619222146,15
mode,2.0886613269677445,6
phase,1.801814809628714,11
quality,2.0778040033846703,7
relator,1.611059257390504,13
role,2.0565552922632064,8
roleMixin,1.9920264213342294,9
situation,2.5221901752568723,3
subkind,1.7272272478233153,12
type,2.2609736249130195,5
