Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,3,0.01694915254237288,3,0.01694915254237288,0.0002430527424451106,0.0024271844660194173
category,661,3.7344632768361583,111,0.6271186440677966,0.053552620918739365,0.08980582524271845
collective,200,1.1299435028248588,63,0.3559322033898305,0.016203516163007373,0.050970873786407765
datatype,127,0.7175141242937854,37,0.20903954802259886,0.010289232763509681,0.029935275080906147
enumeration,79,0.4463276836158192,11,0.062146892655367235,0.006400388884387912,0.00889967637540453
event,591,3.3389830508474576,62,0.3502824858757062,0.047881390261686786,0.05016181229773463
historicalRole,51,0.288135593220339,9,0.05084745762711865,0.00413189662156688,0.007281553398058253
historicalRoleMixin,18,0.1016949152542373,6,0.03389830508474576,0.0014583164546706636,0.0048543689320388345
kind,1972,11.141242937853107,154,0.8700564971751412,0.1597666693672527,0.12459546925566344
mixin,91,0.5141242937853108,27,0.15254237288135594,0.007372599854168355,0.021844660194174758
mode,596,3.367231638418079,73,0.4124293785310734,0.04828647816576197,0.05906148867313916
phase,450,2.542372881355932,65,0.3672316384180791,0.036457911366766585,0.052588996763754045
phaseMixin,20,0.11299435028248588,8,0.04519774011299435,0.0016203516163007373,0.006472491909385114
quality,284,1.6045197740112995,54,0.3050847457627119,0.02300899295147047,0.043689320388349516
quantity,47,0.2655367231638418,14,0.07909604519774012,0.0038078262983067324,0.011326860841423949
relator,1508,8.519774011299434,141,0.7966101694915254,0.12217451186907559,0.11407766990291263
role,2242,12.666666666666666,132,0.7457627118644068,0.18164141618731264,0.10679611650485436
roleMixin,653,3.689265536723164,75,0.423728813559322,0.05290448027221907,0.06067961165048544
situation,103,0.5819209039548022,24,0.13559322033898305,0.008344810823948797,0.019417475728155338
subkind,2373,13.40677966101695,132,0.7457627118644068,0.19225471927408247,0.10679611650485436
type,274,1.5480225988700564,35,0.1977401129943503,0.0221988171433201,0.02831715210355987
