stereotype1,stereotype2,geometric_mean_correlation
category,collective,0.00669990909131811
category,datatype,0.10866204135373043
category,event,0.2059487916913499
category,kind,0.12338993434630247
category,mode,0.37351793397609934
category,phase,0.05101546482412341
category,quality,0.26768169730416375
category,relator,0.035398012026071964
category,role,0.03232475711296858
category,roleMixin,0.27786583599011294
category,subkind,0.25193517536134497
category,type,0.2855455282092373
collective,datatype,0.07904318769912536
collective,event,0.1621938532271502
collective,kind,0.20297724087107186
collective,mode,0.08348488781935749
collective,phase,0.24840727193927126
collective,quality,0.13001284032209068
collective,relator,0.25734600629172766
collective,role,0.18439698717307645
collective,roleMixin,0.06270396489847613
collective,subkind,0.14798683953168035
collective,type,0.06309083708133188
datatype,event,0.07115114062697324
datatype,kind,0.1012258811869156
datatype,mode,0.06131476487790429
datatype,phase,0.09574391054449852
datatype,quality,0.15319310638277653
datatype,relator,0.06320247606573152
datatype,role,0.048893945051133134
datatype,roleMixin,0.08561615345470376
datatype,subkind,0.0598498811803094
datatype,type,0.08418831554403412
event,kind,0.2276464004587024
event,mode,0.25892119502324495
event,phase,0.020886568358304707
event,quality,0.20603592188808614
event,relator,0.12145715981948851
event,role,0.1443519795098999
event,roleMixin,0.2848159493242402
event,subkind,0.0047445292136040216
event,type,0.3270881820236063
kind,mode,0.04924805169611345
kind,phase,0.25053355889901313
kind,quality,0.010217454392738131
kind,relator,0.2169841587250443
kind,role,0.3783494506897878
kind,roleMixin,0.1360301591366346
kind,subkind,0.4508781828862933
kind,type,0.14074098242014194
mode,phase,0.059308240812872066
mode,quality,0.22484154758528133
mode,relator,0.005393966315438838
mode,role,0.03483679918587932
mode,roleMixin,0.26615124937945056
mode,subkind,0.11299997510426975
mode,type,0.3144669127874574
phase,quality,0.11257904992473158
phase,relator,0.19219581513786085
phase,role,0.29064082068578095
phase,roleMixin,0.016352779710994716
phase,subkind,0.3241294217698944
phase,type,0.0327380411112895
quality,relator,0.06898322650360902
quality,role,0.02834018545552495
quality,roleMixin,0.057255733884023274
quality,subkind,0.17279076423281478
quality,type,0.19161792894489696
relator,role,0.34444735335055626
relator,roleMixin,0.1376420759120704
relator,subkind,0.1784210698289016
relator,type,0.07095809712116886
role,roleMixin,0.06251476370669092
role,subkind,0.14891721751171924
role,type,0.030409692453356563
roleMixin,subkind,0.011179879171438204
roleMixin,type,0.29969227893710737
subkind,type,0.022158177963713204
