Stereotype,Total,Mean,Median,Mode,Standard Deviation,Variance,Skewness,Kurtosis,Q1,Q3,IQR,Min,Max,Range,Min Non-Zero,Range Non-Zero
abstract,1,0.0136986301369863,0.0,0,0.11704114719613055,0.013698630136986299,8.544003745317534,73.0,0.0,0.0,0.0,0,1,1,1.0,0.0
category,214,2.9315068493150687,1.0,0,3.9732744931440496,15.786910197869105,1.8919855280810485,3.1660582094104477,0.0,4.0,4.0,0,17,17,1.0,16.0
collective,33,0.4520547945205479,0.0,0,1.0279577365178838,1.0566971080669711,3.2481603213160017,12.822593918465955,0.0,0.0,0.0,0,6,6,1.0,5.0
datatype,64,0.8767123287671232,0.0,0,2.210738975744009,4.887366818873669,3.4908836718137275,14.217559440525033,0.0,0.0,0.0,0,13,13,1.0,12.0
enumeration,38,0.5205479452054794,0.0,0,2.7492907622850655,7.558599695585997,6.1432627697445685,39.54495560006994,0.0,0.0,0.0,0,20,20,2.0,18.0
event,208,2.8493150684931505,0.0,0,4.883848758000169,23.851978691019788,2.377651651465618,6.028205256701012,0.0,4.0,4.0,0,23,23,1.0,22.0
historicalRole,23,0.3150684931506849,0.0,0,2.0267428188048093,4.107686453576864,8.005521355903355,66.26294090392346,0.0,0.0,0.0,0,17,17,1.0,16.0
historicalRoleMixin,9,0.1232876712328767,0.0,0,0.6655241351215024,0.4429223744292238,5.671255610328565,31.67872983463539,0.0,0.0,0.0,0,4,4,1.0,3.0
kind,510,6.986301369863014,6.0,0,6.070175612243053,36.84703196347032,1.1415538922127237,1.5317413934166728,2.0,10.0,8.0,0,27,27,1.0,26.0
mixin,14,0.1917808219178082,0.0,0,0.49039480258753826,0.2404870624048706,2.606135492600207,6.1553273655714165,0.0,0.0,0.0,0,2,2,1.0,1.0
mode,124,1.6986301369863013,0.0,0,3.0672324274627685,9.407914764079148,3.4643018261901175,17.001272004975405,0.0,2.0,2.0,0,20,20,1.0,19.0
phase,153,2.095890410958904,0.0,0,3.9128150691798886,15.310121765601217,2.2202006805239014,4.417721390519166,0.0,3.0,3.0,0,17,17,1.0,16.0
phaseMixin,20,0.273972602739726,0.0,0,0.9896727008433246,0.9794520547945207,5.0756622436812675,30.518779293525654,0.0,0.0,0.0,0,7,7,1.0,6.0
quality,149,2.041095890410959,0.0,0,3.413365706895564,11.651065449010654,2.5363425923106546,7.993069679516747,0.0,4.0,4.0,0,18,18,1.0,17.0
quantity,6,0.0821917808219178,0.0,0,0.3228959523478391,0.10426179604261797,4.287748891011182,19.602902341321624,0.0,0.0,0.0,0,2,2,1.0,1.0
relator,227,3.1095890410958904,2.0,1,3.9389847953065282,15.515601217656013,2.1997958684836125,5.337674679610927,1.0,4.0,3.0,0,19,19,1.0,18.0
role,313,4.287671232876712,2.0,0,4.976275526197599,24.763318112633183,1.5385223348886226,2.3755980110544987,0.0,7.0,7.0,0,21,21,1.0,20.0
roleMixin,177,2.4246575342465753,0.0,0,6.289139245598933,39.55327245053272,4.3321745444217825,20.41374563287828,0.0,2.0,2.0,0,36,36,1.0,35.0
situation,56,0.7671232876712328,0.0,0,2.0105316319129063,4.042237442922374,3.5867070878953005,15.14315665436682,0.0,0.0,0.0,0,12,12,1.0,11.0
subkind,535,7.328767123287672,3.0,0,9.413428343654948,88.61263318112633,1.4007212469746086,0.8754084520733052,0.0,11.0,11.0,0,35,35,1.0,34.0
type,66,0.9041095890410958,0.0,0,2.3223813422723136,5.393455098934552,3.177118246217381,10.451141399283514,0.0,0.0,0.0,0,12,12,1.0,11.0
none,124,1.6986301369863013,0.0,0,7.797230511724534,60.79680365296804,6.428906315599245,45.36025078906965,0.0,0.0,0.0,0,60,60,1.0,59.0
other,40,0.547945205479452,0.0,0,1.8184325965146386,3.3066971080669707,4.03876189299899,17.725401601695037,0.0,0.0,0.0,0,11,11,1.0,10.0
