year,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type,none,other
2019,0,22,9,6,0,15,17,0,46,1,13,13,0,14,1,35,31,4,8,62,6,0,11
2020,0,25,3,8,0,14,2,0,99,3,17,23,3,20,3,33,59,60,16,41,4,87,9
2021,1,59,5,12,2,64,0,4,137,1,58,27,7,29,1,35,65,16,13,194,12,10,11
2022,0,74,7,21,16,43,3,5,70,1,11,42,7,14,1,53,57,44,8,75,32,6,2
2023,0,22,7,13,20,24,0,0,96,5,16,22,3,26,0,29,78,17,7,77,8,21,7
2024,0,12,2,4,0,48,1,0,62,3,9,26,0,46,0,42,23,36,4,86,4,0,0
