Stereotype,category,collective,datatype,event,kind,mixin,mode,phase,phaseMixin,quality,relator,role,roleMixin,situation,subkind,type,none,other
category,1.0,0.04549384226150925,0.16198710742207031,0.13399140248020486,0.037980626868866794,0.04836771377809711,0.22753540125716037,-0.23820272217849106,0.1716863805164357,0.27244345893871974,-0.15242812694918745,-0.2071728250913787,0.21349657980983702,0.27134054305361566,0.08159511460455032,0.3637713400039956,0.1471220330481153,-0.08999455981562558
collective,0.04549384226150925,1.0,0.07302677608683572,0.03762332896548647,0.24465057341448193,0.03579454841772518,0.03203237189521479,0.26186651614223383,0.08790807530213539,-0.08965733400643414,0.2036103139269957,0.07944926259793372,-0.07259930440583238,-0.2737516851289605,0.13568707211111572,0.02487343019471286,-0.09860062399389785,-0.024000557294007678
datatype,0.16198710742207031,0.07302677608683572,1.0,0.08781185633600828,0.039561756591948126,-0.12914976078534066,-0.0657453868644784,-0.06898264864458371,0.1362308765257861,0.10786742893878934,-0.08546219875072317,-0.2472939923385908,-0.04521656152332192,0.1754102030788717,-0.007148438403026952,0.11378940763196137,0.12403048429458634,0.06079754278553063
event,0.13399140248020486,0.03762332896548647,0.08781185633600828,1.0,-0.20833708397319356,-0.1336962526368473,0.1383985841908456,0.040452099814539545,-0.03432299867668191,0.21048550550737183,0.054845999513627154,-0.17750015475551678,0.24645555641059974,0.519903137860098,-0.023613120534687674,0.36474510229148477,-0.021393456110571814,-0.007259125716620956
kind,0.037980626868866794,0.24465057341448193,0.039561756591948126,-0.20833708397319356,1.0,0.06807822001874907,-0.018317195033651056,0.2710807562344187,0.016155146638560547,0.18644932902853764,0.4018013441540947,0.2813041316191212,-0.264130201046061,-0.2268788374006673,0.5427478484698994,-0.29065301467862137,-0.07210545054850992,0.08691411863844556
mixin,0.04836771377809711,0.03579454841772518,-0.12914976078534066,-0.1336962526368473,0.06807822001874907,1.0,0.10758213646461905,0.17073698071138976,-0.03970547269434276,0.16880903245552975,0.10498496513688102,0.30015793605886104,0.10396184884220191,-0.11209934724298394,-0.01987600205738442,0.04378193145924588,0.16176991432333476,-0.15710446368912054
mode,0.22753540125716037,0.03203237189521479,-0.0657453868644784,0.1383985841908456,-0.018317195033651056,0.10758213646461905,1.0,-0.05305472459800826,0.07982105131544555,0.22910852256613215,0.04163867002353209,0.07839805905126551,0.08375567034333632,-0.0772298139028277,0.11088088174551904,0.2483051036268581,0.056131433473725616,-0.1646772747471823
phase,-0.23820272217849106,0.26186651614223383,-0.06898264864458371,0.040452099814539545,0.2710807562344187,0.17073698071138976,-0.05305472459800826,1.0,0.1661518845455926,0.086336074726295,0.2542187561033871,0.3437260643021576,-0.07864310218019699,-0.1258842372663247,0.29103422347377633,-0.1234754756278502,-0.0942769413678023,0.12030045673970924
phaseMixin,0.1716863805164357,0.08790807530213539,0.1362308765257861,-0.03432299867668191,0.016155146638560547,-0.03970547269434276,0.07982105131544555,0.1661518845455926,1.0,0.09317838606938351,-0.015169966774841705,-0.09581564154629217,0.3352448332426143,-0.038446309079549885,-0.05727905845332813,0.35744850493978164,-0.013350425503987148,-0.005755032877387299
quality,0.27244345893871974,-0.08965733400643414,0.10786742893878934,0.21048550550737183,0.18644932902853764,0.16880903245552975,0.22910852256613215,0.086336074726295,0.09317838606938351,1.0,0.20170439242468827,0.03954358512868097,0.011995405142600436,0.1657406941903087,0.36731326606594883,0.12513085661869283,0.19124573038116946,-0.13579669399516897
relator,-0.15242812694918745,0.2036103139269957,-0.08546219875072317,0.054845999513627154,0.4018013441540947,0.10498496513688102,0.04163867002353209,0.2542187561033871,-0.015169966774841705,0.20170439242468827,1.0,0.3609971042419954,0.0888664820979932,-0.2245119103642373,0.3831431379153233,-0.011614938000824462,-0.1558690103850064,-0.07600364400676031
role,-0.2071728250913787,0.07944926259793372,-0.2472939923385908,-0.17750015475551678,0.2813041316191212,0.30015793605886104,0.07839805905126551,0.3437260643021576,-0.09581564154629217,0.03954358512868097,0.3609971042419954,1.0,0.0062456798749614606,-0.2581306009380535,0.10260333447539254,-0.23809424431610557,-0.026947060177442923,0.04096300182003088
roleMixin,0.21349657980983702,-0.07259930440583238,-0.04521656152332192,0.24645555641059974,-0.264130201046061,0.10396184884220191,0.08375567034333632,-0.07864310218019699,0.3352448332426143,0.011995405142600436,0.0888664820979932,0.0062456798749614606,1.0,0.2145559826706451,-0.1784439774706017,0.3953641677270425,0.10415175192049562,-0.123320406727763
situation,0.27134054305361566,-0.2737516851289605,0.1754102030788717,0.519903137860098,-0.2268788374006673,-0.11209934724298394,-0.0772298139028277,-0.1258842372663247,-0.038446309079549885,0.1657406941903087,-0.2245119103642373,-0.2581306009380535,0.2145559826706451,1.0,-0.07410742814027317,0.14655466260997527,0.10727639330023593,0.14312579916291274
subkind,0.08159511460455032,0.13568707211111572,-0.007148438403026952,-0.023613120534687674,0.5427478484698994,-0.01987600205738442,0.11088088174551904,0.29103422347377633,-0.05727905845332813,0.36731326606594883,0.3831431379153233,0.10260333447539254,-0.1784439774706017,-0.07410742814027317,1.0,-0.09978568259227953,-0.17478274526017096,0.05066906754150428
type,0.3637713400039956,0.02487343019471286,0.11378940763196137,0.36474510229148477,-0.29065301467862137,0.04378193145924588,0.2483051036268581,-0.1234754756278502,0.35744850493978164,0.12513085661869283,-0.011614938000824462,-0.23809424431610557,0.3953641677270425,0.14655466260997527,-0.09978568259227953,1.0,0.049001918944084566,-0.1962158791119931
none,0.1471220330481153,-0.09860062399389785,0.12403048429458634,-0.021393456110571814,-0.07210545054850992,0.16176991432333476,0.056131433473725616,-0.0942769413678023,-0.013350425503987148,0.19124573038116946,-0.1558690103850064,-0.026947060177442923,0.10415175192049562,0.10727639330023593,-0.17478274526017096,0.049001918944084566,1.0,0.06050680517071805
