model_id,stereotype,count
castro2012cloudvulnerability,kind,11
castro2012cloudvulnerability,subkind,10
castro2012cloudvulnerability,relator,6
castro2012cloudvulnerability,role,3
castro2012cloudvulnerability,category,2
cgts2021sebim,subkind,15
cgts2021sebim,kind,5
cgts2021sebim,role,4
cgts2021sebim,quality,2
cgts2021sebim,category,1
cgts2021sebim,mode,1
cgts2021sebim,relator,1
cmpo2017,event,22
cmpo2017,role,7
cmpo2017,phase,6
cmpo2017,subkind,5
cmpo2017,kind,5
cmpo2017,category,4
cmpo2017,roleMixin,2
cmpo2017,mode,1
cmpo2017,mixin,1
core-o2023,category,8
core-o2023,type,8
core-o2023,mode,5
core-o2023,situation,4
core-o2023,event,2
core-o2023,subkind,2
core-o2023,kind,1
dcat-mlt-ufo2023,category,5
dcat-mlt-ufo2023,subkind,4
dcat-mlt-ufo2023,datatype,4
dcat-mlt-ufo2023,relator,3
dcat-mlt-ufo2023,kind,3
dcat-mlt-ufo2023,type,1
dcat-mlt-ufo2023,mode,1
dcat-mlt-ufo2023,quality,1
dcat-mlt-ufo2023,roleMixin,1
dcat-mlt-ufo2023,role,1
demori2023miscon,kind,9
demori2023miscon,quality,8
demori2023miscon,role,7
demori2023miscon,category,4
demori2023miscon,relator,1
demori2023miscon,mixin,1
demori2023miscon,mode,1
derave2019dpo,event,81
derave2019dpo,subkind,79
derave2019dpo,roleMixin,44
derave2019dpo,kind,10
derave2019dpo,role,9
derave2019dpo,collective,8
derave2019dpo,mode,7
derave2019dpo,type,5
derave2019dpo,relator,5
derave2019dpo,phase,4
derave2019dpo,category,3
derave2019dpo,quality,2
dpo2017,event,18
dpo2017,subkind,11
dpo2017,kind,5
dpo2017,category,3
dpo2017,role,2
dpo2017,roleMixin,1
duarte2020jogabilidade,kind,5
duarte2020jogabilidade,quality,4
duarte2020jogabilidade,datatype,4
duarte2020jogabilidade,role,2
duarte2020jogabilidade,situation,2
duarte2020jogabilidade,relator,1
duarte2020jogabilidade,event,1
elghosh2020cargos,roleMixin,2
elghosh2020cargos,role,2
elghosh2020cargos,mode,2
elghosh2020cargos,relator,1
elghosh2020cargos,kind,1
elghosh2020cargos,subkind,1
elghosh2020cargos,event,1
elghosh2024eucaim,subkind,12
elghosh2024eucaim,event,11
elghosh2024eucaim,quality,4
elghosh2024eucaim,kind,3
elghosh2024eucaim,phase,2
elghosh2024eucaim,role,2
elghosh2024eucaim,mode,2
elghosh2024eucaim,situation,1
elghosh2024eucaim,category,1
elikan2018brand-identity,kind,10
elikan2018brand-identity,mode,8
elikan2018brand-identity,collective,6
elikan2018brand-identity,category,3
elikan2018brand-identity,subkind,2
elikan2018brand-identity,relator,1
eu-rent-refactored2022,role,21
eu-rent-refactored2022,phase,15
eu-rent-refactored2022,relator,14
eu-rent-refactored2022,subkind,10
eu-rent-refactored2022,kind,4
eu-rent-refactored2022,roleMixin,1
eu-rent-refactored2022,mixin,1
falduci2022non-consensual-pornography,role,9
falduci2022non-consensual-pornography,relator,4
falduci2022non-consensual-pornography,mode,4
falduci2022non-consensual-pornography,event,3
falduci2022non-consensual-pornography,category,3
falduci2022non-consensual-pornography,kind,2
falduci2022non-consensual-pornography,roleMixin,2
fernandez-cejas2022curie-o,phase,12
fernandez-cejas2022curie-o,event,7
fernandez-cejas2022curie-o,kind,4
fernandez-cejas2022curie-o,relator,2
fernandez-cejas2022curie-o,subkind,2
fernandez-cejas2022curie-o,mode,1
fernandez-cejas2022curie-o,collective,1
ferreira2015ontoemergeplan,category,32
ferreira2015ontoemergeplan,type,24
ferreira2015ontoemergeplan,mode,18
ferreira2015ontoemergeplan,role,15
ferreira2015ontoemergeplan,roleMixin,14
ferreira2015ontoemergeplan,kind,9
ferreira2015ontoemergeplan,relator,9
ferreira2015ontoemergeplan,disposition,5
ferreira2015ontoemergeplan,proposition,4
ferreira2015ontoemergeplan,mixin,4
ferreira2015ontoemergeplan,materialrelation,3
ferreira2015ontoemergeplan,event,3
ferreira2015ontoemergeplan,situation,2
ferreira2015ontoemergeplan,subkind,2
ferreira2015ontoemergeplan,datatype,2
ferreira2015ontoemergeplan,collective,1
fischer2018ontorea,kind,5
fischer2018ontorea,phase,4
fischer2018ontorea,subkind,4
fischer2018ontorea,relator,2
fischer2018ontorea,event,2
fischer2018ontorea,collective,1
fonseca2022incorporating,kind,10
fonseca2022incorporating,phase,10
fonseca2022incorporating,role,7
fonseca2022incorporating,relator,6
fonseca2022incorporating,subkind,5
fonseca2022incorporating,roleMixin,4
fonseca2022incorporating,type,3
fonseca2022incorporating,category,2
fonseca2022incorporating,phaseMixin,2
fonseca2022incorporating,mode,1
fonseca2022incorporating,quality,1
formula-one2023,kind,8
formula-one2023,role,7
formula-one2023,subkind,2
formula-one2023,phaseMixin,2
formula-one2023,phase,2
formula-one2023,relator,1
formula-one2023,collective,1
formula-one2023,category,1
formula-one2023,roleMixin,1
formula-one2023,mode,1
fraller2019abc,subkind,19
fraller2019abc,kind,10
fraller2019abc,relator,6
fraller2019abc,phase,4
franco2018rpg,kind,8
franco2018rpg,category,4
franco2018rpg,mode,3
franco2018rpg,UFO-C,2
franco2018rpg,collective,2
franco2018rpg,UFO-B,1
franco2018rpg,role,1
franco2018rpg,relator,1
franco2018rpg,subkind,1
fumagalli2022criminal-investigation,role,7
fumagalli2022criminal-investigation,relator,2
fumagalli2022criminal-investigation,kind,1
gailly2016value,Agent,2
gailly2016value,relator,2
gailly2016value,object,1
gailly2016value,disposition,1
gailly2016value,event,1
gailly2016value,situation,1
gailly2016value,goal,1
gailly2016value,intention,1
gailly2016value,belief,1
gailly2016value,proposition,1
garcia2022human-genome-events,event,5
garcia2022human-genome-events,historicalRoleMixin,4
garcia2022human-genome-events,phaseMixin,2
garcia2022human-genome-events,datatype,2
garcia2022human-genome-events,category,1
garcia2022human-genome-events,type,1
gomes2022digital-technology,category,15
gomes2022digital-technology,collective,3
gomes2022digital-technology,relator,1
goncalves2011ecg,kind,33
goncalves2011ecg,subkind,24
goncalves2011ecg,role,20
goncalves2011ecg,relator,12
goncalves2011ecg,phase,8
goncalves2011ecg,event,8
goncalves2011ecg,datatype,8
goncalves2011ecg,collective,7
goncalves2011ecg,mode,4
goncalves2011ecg,category,3
goncalves2011ecg,quantity,3
goncalves2011ecg,roleMixin,3
grueau2013towards,MentalMode,1
grueau2013towards,Activity,1
grueau2013towards,agent,1
grueau2013towards,InstitutionalAgent,1
grueau2013towards,HumanAgent,1
grueau2013towards,Organization,1
guarino2016value,quality,7
guarino2016value,relator,4
guarino2016value,category,3
guarino2016value,role,2
guarino2016value,roleMixin,1
guarino2016value,mixin,1
guarino2018rea,roleMixin,3
guarino2018rea,mode,2
guarino2018rea,event,2
guarino2018rea,subkind,2
guarino2018rea,category,1
guarino2018rea,relator,1
guizzardi2005ontological,kind,9
guizzardi2005ontological,category,7
guizzardi2005ontological,role,7
guizzardi2005ontological,mode,4
guizzardi2005ontological,phase,4
guizzardi2005ontological,relator,3
guizzardi2005ontological,subkind,3
guizzardi2005ontological,datatype,2
guizzardi2005ontological,mixin,2
guizzardi2005ontological,quantity,1
guizzardi2005ontological,collective,1
guizzardi2020decision-making,mode,8
guizzardi2020decision-making,relator,4
guizzardi2020decision-making,quality,4
guizzardi2020decision-making,event,3
guizzardi2020decision-making,kind,3
guizzardi2020decision-making,role,3
guizzardi2020decision-making,roleMixin,3
guizzardi2020decision-making,mixin,1
guizzardi2020decision-making,type,1
guizzardi2022ufo,role,17
guizzardi2022ufo,kind,11
guizzardi2022ufo,subkind,7
guizzardi2022ufo,event,7
guizzardi2022ufo,relator,6
guizzardi2022ufo,phase,4
guizzardi2022ufo,mode,3
guizzardi2022ufo,enumeration,2
guizzardi2022ufo,type,2
guizzardi2022ufo,quantity,1
guizzardi2022ufo,collective,1
guizzardi2022ufo,quality,1
haridy2021egyptian-e-government,subkind,14
haridy2021egyptian-e-government,relator,8
haridy2021egyptian-e-government,kind,6
haridy2021egyptian-e-government,role,2
haridy2021egyptian-e-government,quality,2
heirbrant2023boekbazaar,event,17
heirbrant2023boekbazaar,roleMixin,9
heirbrant2023boekbazaar,kind,8
heirbrant2023boekbazaar,subkind,5
heirbrant2023boekbazaar,relator,3
jacobs2022sdpontology,kind,14
jacobs2022sdpontology,enumeration,12
jacobs2022sdpontology,quality,2
jacobs2022sdpontology,role,2
jacobs2022sdpontology,category,1
jacobs2022sdpontology,subkind,1
jacobs2022sdpontology,relator,1
jacobs2022sdpontology,datatype,1
junior2018o4c,relator,4
junior2018o4c,kind,3
junior2018o4c,enumeration,2
junior2018o4c,subkind,2
khantong2020ontology,kind,13
khantong2020ontology,role,10
khantong2020ontology,subkind,4
khantong2020ontology,phase,3
kostov2017towards,event,23
kostov2017towards,role,8
kostov2017towards,kind,7
kostov2017towards,trope,4
kostov2017towards,object,3
kostov2017towards,commitment,2
kostov2017towards,type,2
kostov2017towards,service,1
kostov2017towards,category,1
kostov2017towards,subkind,1
kritz2020ontobg,kind,126
kritz2020ontobg,subkind,47
kritz2020ontobg,category,6
laurier2018rea,relator,11
laurier2018rea,roleMixin,6
laurier2018rea,role,4
laurier2018rea,kind,2
lindeberg2022full-ontorights,subkind,66
lindeberg2022full-ontorights,kind,20
lindeberg2022full-ontorights,category,17
lindeberg2022full-ontorights,event,16
lindeberg2022full-ontorights,mode,12
lindeberg2022full-ontorights,role,12
lindeberg2022full-ontorights,relator,10
lindeberg2022full-ontorights,phase,9
lindeberg2022full-ontorights,roleMixin,8
lindeberg2022full-ontorights,situation,6
lindeberg2022full-ontorights,quality,5
lindeberg2022simple-ontorights,enumeration,20
lindeberg2022simple-ontorights,kind,10
lindeberg2022simple-ontorights,datatype,9
lindeberg2022simple-ontorights,role,5
lindeberg2022simple-ontorights,relator,5
lindeberg2022simple-ontorights,event,3
lindeberg2022simple-ontorights,situation,3
lindeberg2022simple-ontorights,roleMixin,2
lindeberg2022simple-ontorights,subkind,2
lindeberg2022simple-ontorights,category,1
lindeberg2022simple-ontorights,phase,1
machacova2023gym,kind,8
machacova2023gym,quality,7
machacova2023gym,phase,7
machacova2023gym,role,6
machacova2023gym,subkind,5
machacova2023gym,relator,3
machacova2023gym,category,1
machacova2023gym,mixin,1
machacova2023gym,roleMixin,1
machacova2023gym,phaseMixin,1
machacova2023gym,mode,1
maddalena2021ontocovid,subkind,27
maddalena2021ontocovid,role,14
maddalena2021ontocovid,kind,8
maddalena2021ontocovid,mode,6
maddalena2021ontocovid,NormativeDescription,6
maddalena2021ontocovid,phase,5
maddalena2021ontocovid,relator,3
maddalena2021ontocovid,event,3
maddalena2021ontocovid,category,1
maddalena2021ontocovid,quality,1
martinez2013human-genome,collective,4
martinez2013human-genome,role,3
martinez2013human-genome,relator,2
martinez2013human-genome,kind,1
mgic-antt2011,role,1052
mgic-antt2011,subkind,782
mgic-antt2011,relator,758
mgic-antt2011,kind,429
mgic-antt2011,roleMixin,219
mgic-antt2011,mode,171
mgic-antt2011,phase,109
mgic-antt2011,category,98
mgic-antt2011,collective,48
mgic-antt2011,mixin,37
mgic-antt2011,type,22
mgic-antt2011,quantity,20
mgic-antt2011,enumeration,15
moreira2018saref4health,kind,4
moreira2018saref4health,subkind,4
moreira2018saref4health,quality,2
moreira2018saref4health,datatype,1
moreira2018saref4health,category,1
moreira2018saref4health,ComplexEvent,1
moreira2018saref4health,quantity,1
moreira2018saref4health,role,1
moreira2018saref4health,ComplexAction,1
moreira2018saref4health,collective,1
moreira2018saref4health,phase,1
nardi2015ufo-s,roleMixin,8
nardi2015ufo-s,event,6
nardi2015ufo-s,mode,6
nardi2015ufo-s,category,3
nardi2015ufo-s,relator,3
nardi2015ufo-s,collective,1
nascimento2023spacecon,kind,4
nascimento2023spacecon,Role,4
nascimento2023spacecon,datatype,4
nascimento2023spacecon,SubKind,2
nascimento2023spacecon,role,1
nascimento2023spacecon,Kind,1
neves2020nwpontology,kind,13
neves2020nwpontology,subkind,11
neves2020nwpontology,role,4
neves2020nwpontology,TimePoint,2
neves2020nwpontology,situation,2
neves2020nwpontology,category,1
neves2020nwpontology,datatype,1
neves2020nwpontology,event,1
neves2021grain-production,category,7
neves2021grain-production,datatype,5
neves2021grain-production,kind,4
neves2021grain-production,subkind,2
niederkofler2019dssapple,category,13
niederkofler2019dssapple,event,9
niederkofler2019dssapple,quality,7
niederkofler2019dssapple,type,6
niederkofler2019dssapple,datatype,6
niederkofler2019dssapple,mode,5
niederkofler2019dssapple,kind,5
niederkofler2019dssapple,role,5
niederkofler2019dssapple,subkind,4
niederkofler2019dssapple,relator,4
niederkofler2019dssapple,collective,2
niederkofler2019dssapple,phase,1
niederkofler2019dssapple,mixin,1
o3ontology2015,type,60
o3ontology2015,category,32
o3ontology2015,role,31
o3ontology2015,relator,25
o3ontology2015,mode,18
o3ontology2015,roleMixin,17
o3ontology2015,subkind,13
o3ontology2015,event,13
o3ontology2015,mixin,13
o3ontology2015,kind,9
o3ontology2015,Proposition,3
o3ontology2015,phase,2
oliveira2007collaboration,kind,4
oliveira2007collaboration,atomicevent,4
oliveira2007collaboration,subkind,4
oliveira2007collaboration,category,3
oliveira2007collaboration,event,2
oliveira2007collaboration,roleMixin,1
oliveira2007collaboration,datatype,1
oliveira2007collaboration,mode,1
oliveira2022rose,roleMixin,16
oliveira2022rose,event,14
oliveira2022rose,type,12
oliveira2022rose,situation,6
oliveira2022rose,category,5
oliveira2022rose,quality,4
oliveira2022rose,subkind,4
oliveira2022rose,relator,2
pereira2015doacao-orgaos,phase,8
pereira2015doacao-orgaos,kind,4
pereira2015doacao-orgaos,role,4
pereira2015doacao-orgaos,category,3
pereira2015doacao-orgaos,subkind,2
pereira2015doacao-orgaos,relator,2
pereira2015doacao-orgaos,roleMixin,2
pereira2020ontotrans,roleMixin,35
piest2024dsr-kb,subkind,35
piest2024dsr-kb,kind,13
piest2024dsr-kb,quality,9
piest2024dsr-kb,relator,8
piest2024dsr-kb,mode,7
piest2024dsr-kb,role,5
piest2024dsr-kb,phase,4
piest2024dsr-kb,mixin,2
piest2024dsr-kb,category,1
pinheiro2024api,kind,7
pinheiro2024api,relator,6
pinheiro2024api,event,5
pinheiro2024api,datatype,4
pinheiro2024api,subkind,2
pinheiro2024api,role,2
pinheiro2024api,historicalRole,1
pinheiro2024api,collective,1
plato-ontology2019,kind,27
plato-ontology2019,subkind,24
plato-ontology2019,role,5
plato-ontology2019,mode,4
plato-ontology2019,collective,4
plato-ontology2019,relator,3
plato-ontology2019,category,2
plato-ontology2019,phase,2
plato-ontology2019,datatype,2
porello2020coex,mode,5
porello2020coex,event,4
porello2020coex,type,3
porello2020coex,relator,2
porello2020coex,roleMixin,2
porello2020coex,category,1
ppo-o2021,subkind,30
ppo-o2021,kind,15
ppo-o2021,quality,3
ppo-o2021,situation,3
ppo-o2021,category,2
ppo-o2021,ComplexEvent,2
ppo-o2021,ProcessualRole,1
ppo-o2021,relator,1
ppo-o2021,event,1
ppo-o2021,disposition,1
public-expense-ontology2020,relator,17
public-expense-ontology2020,kind,16
public-expense-ontology2020,role,7
public-expense-ontology2020,category,1
public-expense-ontology2020,roleMixin,1
quality-assurance-process-ontology2017,event,9
quality-assurance-process-ontology2017,role,4
quality-assurance-process-ontology2017,subkind,3
ramirez2015userfeedback,mode,22
ramirez2015userfeedback,kind,9
ramirez2015userfeedback,role,6
ramirez2015userfeedback,relator,4
ramirez2015userfeedback,enumeration,3
ramirez2015userfeedback,subkind,3
ramirez2015userfeedback,roleMixin,2
ramirez2015userfeedback,category,1
ramos2021bias,mode,20
ramos2021bias,event,6
ramos2021bias,roleMixin,6
ramos2021bias,quality,6
ramos2021bias,subkind,4
ramos2021bias,category,3
ramos2021bias,role,2
ramos2021bias,kind,1
ramos2021bias,type,1
repa2021public-administration,phase,13
repa2021public-administration,role,7
repa2021public-administration,subkind,2
repa2021public-administration,kind,1
repa2021public-administration,viewpoint,1
repa2021public-administration,relator,1
rocha2023ciencia-aberta,kind,9
rocha2023ciencia-aberta,role,6
rocha2023ciencia-aberta,phase,2
rocha2023ciencia-aberta,collective,2
rocha2023ciencia-aberta,mixin,2
rocha2023ciencia-aberta,subkind,1
rocha2023ciencia-aberta,category,1
rocha2023ciencia-aberta,relator,1
rodrigues2017urinary-profiles,event,11
rodrigues2017urinary-profiles,role,10
rodrigues2017urinary-profiles,processualrole,7
rodrigues2017urinary-profiles,participation,7
rodrigues2017urinary-profiles,roleMixin,6
rodrigues2017urinary-profiles,relator,6
rodrigues2017urinary-profiles,situation,4
rodrigues2017urinary-profiles,quantity,3
rodrigues2017urinary-profiles,mode,3
rodrigues2017urinary-profiles,category,2
rodrigues2017urinary-profiles,subkind,1
rodrigues2017urinary-profiles,phase,1
rodrigues2017urinary-profiles,object,1
rodrigues2017urinary-profiles,kind,1
rodrigues2019ontocrime,role,21
rodrigues2019ontocrime,phase,7
rodrigues2019ontocrime,kind,6
rodrigues2019ontocrime,roleMixin,6
rodrigues2019ontocrime,category,4
rodrigues2019ontocrime,mixin,2
rodrigues2019turbidite,historicalRole,17
rodrigues2019turbidite,participation,11
rodrigues2019turbidite,role,9
rodrigues2019turbidite,situation,8
rodrigues2019turbidite,relator,6
rodrigues2019turbidite,phase,4
rodrigues2019turbidite,event,4
rodrigues2019turbidite,roleMixin,4
rodrigues2019turbidite,kind,2
rodrigues2019turbidite,subkind,2
rodrigues2019turbidite,quantity,1
rodrigues2019turbidite,category,1
romanenko2023what,subkind,18
romanenko2023what,phase,10
romanenko2023what,role,7
romanenko2023what,quality,5
romanenko2023what,relator,5
romanenko2023what,kind,4
romanenko2023what,event,2
romanenko2023what,mode,2
romanenko2023what,roleMixin,1
romanenko2023what,collective,1
sales2018competition,roleMixin,8
sales2018competition,relator,4
sales2018competition,category,2
sales2018competition,mode,2
sales2018competition,phase,2
sales2018competition,collective,2
sales2018competition,subkind,2
sales2018competition,role,2
sales2018competition,mixin,1
sales2018competition,type,1
sales2018competition,quality,1
sales2018cover,event,15
sales2018cover,roleMixin,13
sales2018cover,category,12
sales2018cover,subkind,12
sales2018cover,situation,4
sales2018cover,quality,3
sales2018cover,type,2
sales2018cover,relator,2
santos2020valuenetworks,subkind,6
santos2020valuenetworks,kind,5
santos2020valuenetworks,category,4
sariev2024maritime,relator,19
sariev2024maritime,phase,17
sariev2024maritime,kind,15
sariev2024maritime,quality,15
sariev2024maritime,role,6
sariev2024maritime,subkind,5
sariev2024maritime,event,4
sariev2024maritime,category,1
sariev2024maritime,collective,1
schoonderbeek2024eamon,relator,30
schoonderbeek2024eamon,kind,12
schoonderbeek2024eamon,role,2
schoonderbeek2024eamon,collective,2
schoonderbeek2024eamon,quality,1
services2015,roleMixin,10
services2015,mode,8
services2015,relator,5
services2015,kind,5
services2015,category,4
services2015,collective,1
sikora2021online-education,kind,25
sikora2021online-education,subkind,16
sikora2021online-education,category,12
sikora2021online-education,mode,5
sikora2021online-education,quality,4
sikora2021online-education,relator,2
silva2012itarchitecture,subkind,32
silva2012itarchitecture,kind,27
silva2012itarchitecture,relator,10
silva2012itarchitecture,category,9
silva2012itarchitecture,role,6
silva2021sebim,subkind,18
silva2021sebim,kind,14
silva2021sebim,role,4
silva2021sebim,mode,2
silva2021sebim,quality,2
silva2021sebim,category,1
silva2021sebim,relator,1
silva2023onto4caal,subkind,72
silva2023onto4caal,mode,42
silva2023onto4caal,kind,29
silva2023onto4caal,quality,27
silva2023onto4caal,category,10
silva2023onto4caal,role,6
silva2023onto4caal,datatype,4
silva2023onto4caal,mixin,1
silva2023onto4caal,roleMixin,1
silva2023onto4elev,kind,59
silva2023onto4elev,subkind,48
silva2023onto4elev,mode,42
silva2023onto4elev,quality,25
silva2023onto4elev,role,12
silva2023onto4elev,category,6
silva2023onto4elev,roleMixin,1
silveira2021oap,role,9
silveira2021oap,kind,8
silveira2021oap,category,7
silveira2021oap,mode,3
silveira2021oap,roleMixin,2
silveira2021oap,subkind,2
silveira2021oap,relator,1
spmo2017,mode,8
spmo2017,event,6
spmo2017,subkind,1
spmo2017,roleMixin,1
spmo2017,relator,1
spo2017,type,19
spo2017,event,17
spo2017,kind,11
spo2017,mode,10
spo2017,category,7
spo2017,role,5
spo2017,roleMixin,3
spo2017,subkind,2
spo2017,relator,1
tesolin2023hint,role,13
tesolin2023hint,kind,3
tesolin2023hint,mode,3
tesolin2023hint,relator,1
valaski2020medical-appointment,kind,4
valaski2020medical-appointment,role,2
valaski2020medical-appointment,relator,1
van-ee2021modular,subkind,25
van-ee2021modular,event,23
van-ee2021modular,kind,15
van-ee2021modular,category,12
van-ee2021modular,quality,7
van-ee2021modular,datatype,4
van-ee2021modular,situation,3
van-ee2021modular,phase,3
van-ee2021modular,relator,2
van-ee2021modular,mode,1
van-wingerde2020smart-contracts,kind,15
van-wingerde2020smart-contracts,NonPerceivableQuality,5
van-wingerde2020smart-contracts,role,4
van-wingerde2020smart-contracts,event,3
van-wingerde2020smart-contracts,collective,2
van-wingerde2020smart-contracts,roleMixin,2
van-wingerde2020smart-contracts,category,2
van-wingerde2020smart-contracts,relator,2
van-wingerde2020smart-contracts,phase,1
van-wingerde2020smart-contracts,phaseMixin,1
van-wingerde2020smart-contracts,mode,1
van-wingerde2020smart-contracts,subkind,1
vieira2020weathering,situation,12
vieira2020weathering,category,6
vieira2020weathering,event,5
vieira2020weathering,quality,5
vieira2020weathering,quantity,2
vieira2020weathering,kind,2
vieira2020weathering,historicalRole,2
vieira2020weathering,role,1
vieira2020weathering,roleMixin,1
vieira2020weathering,relator,1
weigand2021artifact,category,9
weigand2021artifact,event,9
weigand2021artifact,phaseMixin,7
weigand2021artifact,type,6
weigand2021artifact,roleMixin,5
weigand2021artifact,historicalRoleMixin,4
