Percentage,Top k Stereotypes,Coverage
10.0,1,0.2748460861917326
20.0,3,0.5795954265611257
30.0,5,0.7638522427440633
40.0,7,0.8381706244503079
50.0,9,0.8970976253298153
60.0,11,0.9406332453825857
70.0,13,0.9661389621811786
80.0,15,0.9832893579595426
90.0,17,0.9942832014072119
100.0,19,1.0
