Percentage,Top k Stereotypes,Coverage
10.0,1,0.15426997245179064
20.0,3,0.39669421487603307
30.0,5,0.5564738292011019
40.0,7,0.6831955922865014
50.0,9,0.7851239669421488
60.0,11,0.8705234159779615
70.0,13,0.931129476584022
80.0,15,0.9696969696969697
90.0,17,0.9889807162534435
100.0,19,1.0
