stereotype,total_correlation,rank
category,1.8290128363499298,12
collective,1.805139935338564,13
datatype,1.9837262767577668,10
kind,1.9084905219900605,11
phase,2.4474788350531758,8
relator,3.5176774705110834,2
role,2.55325993776525,6
roleMixin,1.8032974759288312,14
subkind,2.507491817306088,7
componentOf,3.0660678394737513,4
derivation,2.7314188852159687,5
material,3.112176296161728,3
mediation,3.5705694304354276,1
memberOf,2.000870705534418,9
