Stereotype,characterization,componentOf,derivation,material,mediation,memberOf,none,other
characterization,1.0,0.382677558442071,0.21310420668955146,0.06730738152083446,0.6598034848475057,0.38469934556539837,-0.10702103398871562,0.5254447756072418
componentOf,0.382677558442071,1.0,0.4269202111692246,0.3757965783007417,0.4371290621903509,0.5697231605778025,-0.2399284854101287,0.29097581133089856
derivation,0.21310420668955146,0.4269202111692246,1.0,0.6954209711401158,0.5118405754373725,0.32750449729333714,-0.14710512954965652,0.5732194472918014
material,0.06730738152083446,0.3757965783007417,0.6954209711401158,1.0,0.4024654226054859,0.24596879363801735,0.1680038388830101,0.4243152568123752
mediation,0.6598034848475057,0.4371290621903509,0.5118405754373725,0.4024654226054859,1.0,0.4627200892653107,-0.33846880927077644,0.5818633841691614
memberOf,0.38469934556539837,0.5697231605778025,0.32750449729333714,0.24596879363801735,0.4627200892653107,1.0,-0.3172614785407002,0.41561530852483924
none,-0.10702103398871562,-0.2399284854101287,-0.14710512954965652,0.1680038388830101,-0.33846880927077644,-0.3172614785407002,1.0,-0.18635478661578284
other,0.5254447756072418,0.29097581133089856,0.5732194472918014,0.4243152568123752,0.5818633841691614,0.41561530852483924,-0.18635478661578284,1.0
