year,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers,none,other
2005,0.0,0.006329113924050633,0.0,0.006329113924050633,0.0,0.006329113924050633,0.0,0.0,0.0,0.0,0.006329113924050633,0.006329113924050633,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.006329113924050633
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0
2011,0.0,0.0,0.0,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633
2012,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.0,0.0,0.0,0.012658227848101266,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.006329113924050633
2013,0.0,0.0,0.0,0.006329113924050633,0.0,0.006329113924050633,0.0,0.0,0.0,0.0,0.006329113924050633,0.006329113924050633,0.012658227848101266,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.006329113924050633
2014,0.0,0.0,0.0,0.006329113924050633,0.0,0.006329113924050633,0.0,0.0,0.0,0.0,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050633,0.0
2015,0.0,0.0379746835443038,0.0,0.0379746835443038,0.0,0.02531645569620253,0.006329113924050633,0.0,0.0,0.0,0.03164556962025317,0.04430379746835443,0.03164556962025317,0.0,0.0,0.012658227848101266,0.012658227848101266,0.0,0.0,0.04430379746835443,0.0379746835443038
2016,0.0,0.0189873417721519,0.006329113924050633,0.006329113924050633,0.0,0.0,0.006329113924050633,0.0,0.0,0.0,0.006329113924050633,0.0189873417721519,0.012658227848101266,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0189873417721519,0.012658227848101266
2017,0.0,0.006329113924050633,0.0,0.012658227848101266,0.0,0.006329113924050633,0.0,0.0,0.0,0.0,0.03164556962025317,0.006329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05063291139240506,0.012658227848101266
2018,0.006329113924050633,0.02531645569620253,0.0,0.0189873417721519,0.0,0.006329113924050633,0.006329113924050633,0.006329113924050633,0.006329113924050633,0.006329113924050633,0.0189873417721519,0.0379746835443038,0.012658227848101266,0.006329113924050633,0.0,0.0,0.0,0.0,0.006329113924050633,0.056962025316455694,0.012658227848101266
