Stereotype,characterization,componentOf,derivation,material,mediation,memberOf,subCollectionOf,none,other
characterization,1.0,0.2926976883388273,0.2509608863142369,0.05383819020581655,0.6183239636408276,0.3779504272457185,0.07386538757544653,0.20204270845206798,0.40174192517093943
componentOf,0.2926976883388273,1.0,0.3376412643274269,0.31980107453341566,0.23131745879431767,0.4526292652361884,0.22852263253972832,-0.21541010921383227,0.13636363636363635
derivation,0.2509608863142369,0.3376412643274269,1.0,0.5976143046671968,0.4175041603260449,0.3653990743235176,0.37921302853198935,-0.06900655593423542,0.5797236802602991
material,0.05383819020581655,0.31980107453341566,0.5976143046671968,1.0,0.26462806201248157,0.22645540682891915,0.17149858514250882,0.0,0.31980107453341566
mediation,0.6183239636408276,0.23131745879431767,0.4175041603260449,0.26462806201248157,1.0,0.38352931482486374,0.13615001467243404,-0.09930900384472288,0.33851335433314783
memberOf,0.3779504272457185,0.4526292652361884,0.3653990743235176,0.22645540682891915,0.38352931482486374,1.0,0.5048781642974013,-0.3268602252303067,0.33796318470968734
subCollectionOf,0.07386538757544653,0.22852263253972832,0.37921302853198935,0.17149858514250882,0.13615001467243404,0.5048781642974013,1.0,-0.3217979514674192,0.22852263253972832
none,0.20204270845206798,-0.21541010921383227,-0.06900655593423542,0.0,-0.09930900384472288,-0.3268602252303067,-0.3217979514674192,1.0,-0.21541010921383227
other,0.40174192517093943,0.13636363636363635,0.5797236802602991,0.31980107453341566,0.33851335433314783,0.33796318470968734,0.22852263253972832,-0.21541010921383227,1.0
