year,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type,none,other
2005,0.0,0.0006196335310259361,8.851907586084801e-05,0.00017703815172169602,0.0,0.0,0.0,0.0,0.0007966716827476321,0.00017703815172169602,0.00035407630344339204,0.00035407630344339204,0.0,0.0,8.851907586084801e-05,0.00026555722758254404,0.0006196335310259361,0.0,0.0,0.00026555722758254404,0.0,0.0,0.0
2007,0.0,0.00026555722758254404,0.0,8.851907586084801e-05,0.0,0.00017703815172169602,0.0,0.0,0.00035407630344339204,0.0,8.851907586084801e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.851907586084801e-05,0.0,0.00035407630344339204,0.0,0.0,0.00035407630344339204
2011,0.0,0.00035407630344339204,0.0,0.0,0.0,0.0,0.0,0.0,0.0004425953793042401,0.0,0.0,0.00026555722758254404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026555722758254404,0.0,0.0,0.0
2012,0.0,0.0009737098344693282,0.0,0.0,0.0,0.0,0.0,0.0,0.0033637248827122243,0.0,0.0,0.0,0.0,0.0,0.0,0.0014163052137735682,0.0007966716827476321,0.0,0.0,0.0037178011861556167,0.0,0.0,0.0
2013,0.0,0.0,0.0007966716827476321,0.00026555722758254404,0.0,0.0,0.0,0.0,0.0009737098344693282,0.0,0.0,0.0,0.0,0.0,0.0,0.00017703815172169602,0.00026555722758254404,0.0,0.0,0.0023900150482428963,0.0,0.0,0.0
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006196335310259361,0.0,0.0,0.0,0.0,0.0,0.0,0.0004425953793042401,0.0004425953793042401,0.0,0.0,0.0,0.0,0.0,0.0
2015,0.0,0.017880853323891298,0.004514472868903248,0.00026555722758254404,0.0020359387447995043,0.0016818624413561121,0.0,0.0,0.048508453571744714,0.004868549172346641,0.02097902097902098,0.010710808179162609,0.0,0.00017703815172169602,0.0023014959723820483,0.07479861910241657,0.11914667610870143,0.025582012923785077,0.0005311144551650881,0.07727715322652032,0.00938302204124989,0.013986013986013986,0.0013277861379127202
2016,0.0,0.0036292821102947687,0.00035407630344339204,8.851907586084801e-05,0.0,0.0006196335310259361,0.0,0.0,0.0007966716827476321,0.0007966716827476321,0.0019474196689386564,0.0,0.0,0.0006196335310259361,0.00026555722758254404,0.0016818624413561121,0.0012392670620518722,0.0007966716827476321,8.851907586084801e-05,0.0036292821102947687,0.0007966716827476321,0.0,0.0007081526068867841
2017,0.0,0.0015048242896344162,0.0,0.0,0.0,0.008851907586084801,0.0,0.0,0.0038063202620164647,8.851907586084801e-05,0.0012392670620518722,0.0006196335310259361,0.0,0.0,0.00026555722758254404,0.0013277861379127202,0.004602991944764097,0.0010622289103301762,0.00035407630344339204,0.0020359387447995043,0.0018589005930778084,0.005576701779233425,0.0022129768965212003
2018,0.0,0.0023900150482428963,0.0004425953793042401,0.0,0.00017703815172169602,0.0023014959723820483,0.0,0.0,0.0030096485792688323,8.851907586084801e-05,0.0015933433654952641,0.00017703815172169602,0.0,0.00035407630344339204,0.0,0.0026555722758254403,0.0007966716827476321,0.0027440913516862883,0.0005311144551650881,0.0038063202620164647,0.00026555722758254404,0.0015048242896344162,0.0010622289103301762
