Stereotype,Shannon Entropy,Gini Coefficient,Simpson Index
abstract,0.99999999711461,0.9849624060150376,0.5
category,5.507746389729393,0.7087604444827289,0.04507916779393604
collective,3.949834243588044,0.8882280327684884,0.1494764981064825
datatype,4.352860341159301,0.8796992481203008,0.06345679012345679
enumeration,2.8357553877737383,0.9585964912280702,0.16871111111111112
event,5.314499063976951,0.7620828721550068,0.038533444418677225
historicalRole,2.5156284014267953,0.9659442724458205,0.23106497500961168
historicalRoleMixin,2.4613201315548383,0.9640768588137009,0.19135802469135804
kind,5.250681585373938,0.6917662253793995,0.08444954646392411
mixin,3.191730922556171,0.9335407484227811,0.2183908045977011
mode,4.5561172112632615,0.8311735861392612,0.1086820415879017
phase,4.413273318861079,0.8507824182304501,0.11056187180754656
phaseMixin,2.7016094855174675,0.9593984962406015,0.18999999999999997
quality,4.99385405083893,0.8106732997908305,0.046271694273277174
quantity,2.866757602333182,0.9535796011768551,0.2268431001890359
relator,3.397536951118476,0.8410941348680536,0.3553322113824021
role,3.3128152644063924,0.8577469042585322,0.32649041921252947
roleMixin,4.1833989585192874,0.8660155211179074,0.1438622429462061
situation,4.239234658416246,0.8866340608803562,0.06645301159392968
subkind,4.547840461711749,0.7997025373705304,0.14887886313259885
type,4.221730932125645,0.8892941308495118,0.08526397861439074
none,3.321914000141299,0.9434981555766091,0.13887111960842097
other,3.8463233740133256,0.9154135338345865,0.08136094674556213
