year,category,period,predicted,a (quad),b (linear),intercept
2019,none (occurrence),2019-2024,0.510204081714619,-0.07294143070004111,294.7953779285784,-297855.7544438677
2020,none (occurrence),2019-2024,0.6951434129150584,-0.07294143070004111,294.7953779285784,-297855.7544438677
2021,none (occurrence),2019-2024,0.7341998826013878,-0.07294143070004111,294.7953779285784,-297855.7544438677
2022,none (occurrence),2019-2024,0.6273734908318147,-0.07294143070004111,294.7953779285784,-297855.7544438677
2023,none (occurrence),2019-2024,0.3746642378391698,-0.07294143070004111,294.7953779285784,-297855.7544438677
2024,none (occurrence),2019-2024,-0.023927876725792885,-0.07294143070004111,294.7953779285784,-297855.7544438677
2019,none (model-wise),2019-2024,0.055978504358790815,-0.0839677564088106,339.50403056243,-343175.69424466614
2020,none (model-wise),2019-2024,0.41424093168461695,-0.0839677564088106,339.50403056243,-343175.69424466614
2021,none (model-wise),2019-2024,0.6045678461086936,-0.0839677564088106,339.50403056243,-343175.69424466614
2022,none (model-wise),2019-2024,0.6269592476892285,-0.0839677564088106,339.50403056243,-343175.69424466614
2023,none (model-wise),2019-2024,0.48141513648442924,-0.0839677564088106,339.50403056243,-343175.69424466614
2024,none (model-wise),2019-2024,0.16793551249429584,-0.0839677564088106,339.50403056243,-343175.69424466614
2019,other (occurrence),2019-2024,0.23541943254167563,-0.005017135449538301,20.2410540709265,-20414.797471552658
2020,other (occurrence),2019-2024,0.21226342278896482,-0.005017135449538301,20.2410540709265,-20414.797471552658
2021,other (occurrence),2019-2024,0.1790731421278906,-0.005017135449538301,20.2410540709265,-20414.797471552658
2022,other (occurrence),2019-2024,0.13584859056936693,-0.005017135449538301,20.2410540709265,-20414.797471552658
2023,other (occurrence),2019-2024,0.08258976810975582,-0.005017135449538301,20.2410540709265,-20414.797471552658
2024,other (occurrence),2019-2024,0.01929667475997121,-0.005017135449538301,20.2410540709265,-20414.797471552658
2019,other (model-wise),2019-2024,0.24070756838773377,-0.04198387819758409,169.68260190835605,-171447.48883202038
2020,other (model-wise),2019-2024,0.35042543668532744,-0.04198387819758409,169.68260190835605,-171447.48883202038
2021,other (model-wise),2019-2024,0.3761755486484617,-0.04198387819758409,169.68260190835605,-171447.48883202038
2022,other (model-wise),2019-2024,0.3179579041607212,-0.04198387819758409,169.68260190835605,-171447.48883202038
2023,other (model-wise),2019-2024,0.17577250328031369,-0.04198387819758409,169.68260190835605,-171447.48883202038
2024,other (model-wise),2019-2024,-0.050380653963657096,-0.04198387819758409,169.68260190835605,-171447.48883202038
