Stereotype,Total,Mean,Median,Mode,Standard Deviation,Variance,Skewness,Kurtosis,Q1,Q3,IQR,Min,Max,Range,Min Non-Zero,Range Non-Zero
abstract,1,0.012195121951219513,0.0,0.0,0.11043152607484655,0.012195121951219513,9.055385138137416,82.00000000000001,0.0,0.0,0.0,0,1,1,1.0,0.0
category,270,3.292682926829268,1.0,0.0,4.238238059481877,17.962661848840707,1.703155505017889,2.3418575374845756,0.0,5.0,5.0,0,17,17,1.0,16.0
collective,62,0.7560975609756098,0.0,0.0,1.809173985243782,3.2731105088828683,3.4003024477614563,12.402268166761003,0.0,1.0,1.0,0,10,10,1.0,9.0
datatype,78,0.9512195121951219,0.0,0.0,2.271141764439744,5.158084914182474,3.1727254523625077,11.49351844543586,0.0,0.0,0.0,0,13,13,1.0,12.0
enumeration,38,0.4634146341463415,0.0,0.0,2.597221316464344,6.745558566696779,6.523890373374582,44.67422735194535,0.0,0.0,0.0,0,20,20,2.0,18.0
event,320,3.902439024390244,0.0,0.0,9.93262457836571,98.65703101475458,6.117512905174958,45.553481178920315,0.0,4.0,4.0,0,81,81,1.0,80.0
historicalRole,23,0.2804878048780488,0.0,0.0,1.9133990841967596,3.661096055404998,8.486005947992005,74.4600340212324,0.0,0.0,0.0,0,17,17,1.0,16.0
historicalRoleMixin,9,0.10975609756097561,0.0,0.0,0.6286591170548534,0.39521228545618786,6.0278863560250615,35.931213844897954,0.0,0.0,0.0,0,4,4,1.0,3.0
kind,878,10.707317073170731,7.5,0.0,16.566728373741586,274.4564890093346,4.8060659879216905,29.738278141923637,3.0,12.75,9.75,0,126,126,1.0,125.0
mixin,16,0.1951219512195122,0.0,0.0,0.48276529558710646,0.23306233062330628,2.512576001654968,5.729477103600303,0.0,0.0,0.0,0,2,2,1.0,1.0
mode,247,3.0121951219512195,0.5,0.0,7.0509502072880155,49.71589882565491,4.4743223177313896,22.277581772186082,0.0,3.0,3.0,0,42,42,1.0,41.0
phase,195,2.3780487804878048,0.0,0.0,4.194765238365372,17.5960554049985,2.0449696865718017,3.5829740815906423,0.0,3.75,3.75,0,17,17,1.0,16.0
phaseMixin,20,0.24390243902439024,0.0,0.0,0.9370425713316364,0.8780487804878049,5.394895673092213,34.480673882782604,0.0,0.0,0.0,0,7,7,1.0,6.0
quality,238,2.902439024390244,0.0,0.0,5.5301859770427715,30.582956940680514,3.0210292639087917,9.589214079123627,0.0,4.0,4.0,0,27,27,1.0,26.0
quantity,11,0.13414634146341464,0.0,0.0,0.49096013571673325,0.24104185486299312,4.164359826993117,18.387952700302105,0.0,0.0,0.0,0,3,3,1.0,2.0
relator,312,3.8048780487804876,2.0,0.0,5.292526816975148,28.010840108401084,2.5591273014544718,8.046444615900455,1.0,5.0,4.0,0,30,30,1.0,29.0
role,400,4.878048780487805,3.0,0.0,5.41007346633771,29.26889491117133,1.3190408301361929,1.2946842691104385,0.0,7.0,7.0,0,21,21,1.0,20.0
roleMixin,234,2.8536585365853657,0.0,0.0,7.552486224963244,57.040048178259546,4.156085808191643,18.055854229241632,0.0,2.0,2.0,0,44,44,1.0,43.0
situation,62,0.7560975609756098,0.0,0.0,1.9972881343458977,3.989159891598917,3.4808237033419287,14.118305290879203,0.0,0.0,0.0,0,12,12,1.0,11.0
subkind,964,11.75609756097561,4.0,0.0,17.629633425185382,310.80397470641367,2.2033838181456873,4.834991146091221,0.25,17.0,16.75,0,79,79,1.0,78.0
type,74,0.9024390243902439,0.0,0.0,2.2641039766812234,5.126166817223729,3.1200334414566697,10.289636817308713,0.0,0.0,0.0,0,12,12,1.0,11.0
bringsAbout,27,0.32926829268292684,0.0,0.0,0.9169848343291407,0.8408611863896417,2.835828598267267,7.192773347618244,0.0,0.0,0.0,0,4,4,1.0,3.0
characterization,382,4.658536585365853,2.0,0.0,6.35225149585139,40.351099066546226,1.8077715877195266,2.8665538987474695,0.0,6.0,6.0,0,28,28,1.0,27.0
comparative,22,0.2682926829268293,0.0,0.0,1.3612701085166241,1.8530563083408615,5.757034113955913,33.447652269879875,0.0,0.0,0.0,0,9,9,1.0,8.0
componentOf,223,2.7195121951219514,0.0,0.0,5.969623497121097,35.63640469738031,3.1080078898061747,10.322629422258764,0.0,2.75,2.75,0,32,32,1.0,31.0
creation,60,0.7317073170731707,0.0,0.0,1.8859374358775969,3.556760012044565,3.590892060442822,14.696936824693466,0.0,0.0,0.0,0,11,11,1.0,10.0
derivation,100,1.2195121951219512,0.0,0.0,3.705266156428294,13.728997289972902,6.246068039906956,46.0608853339164,0.0,1.0,1.0,0,30,30,1.0,29.0
externalDependence,67,0.8170731707317073,0.0,0.0,1.96969665384297,3.8797049081601935,3.093201927670099,10.622725990860786,0.0,0.0,0.0,0,11,11,1.0,10.0
historicalDependence,39,0.47560975609756095,0.0,0.0,1.326143669070118,1.7586570310147547,3.618626477825987,14.074357185597606,0.0,0.0,0.0,0,7,7,1.0,6.0
instantiation,67,0.8170731707317073,0.0,0.0,2.0675508788311,4.274766636555255,2.888605215733623,8.159498896163923,0.0,0.0,0.0,0,10,10,1.0,9.0
manifestation,31,0.3780487804878049,0.0,0.0,1.3299980869051407,1.7688949111713343,5.368415335658775,34.706650378183696,0.0,0.0,0.0,0,10,10,1.0,9.0
material,311,3.792682926829268,0.0,0.0,8.247315769654772,68.01821740439628,3.489327676565612,14.783210360368642,0.0,3.0,3.0,0,51,51,1.0,50.0
mediation,625,7.621951219512195,2.0,0.0,11.139563840900248,124.08988256549229,2.5008522894067293,7.637860923017788,0.0,12.0,12.0,0,60,60,1.0,59.0
memberOf,69,0.8414634146341463,0.0,0.0,2.4061111095467913,5.789370671484492,4.344441564210181,21.914138793193178,0.0,0.0,0.0,0,16,16,1.0,15.0
participation,196,2.3902439024390243,0.0,0.0,6.908138155775648,47.72237277928336,5.315317514271119,33.05921417927752,0.0,2.0,2.0,0,51,51,1.0,50.0
participational,17,0.2073170731707317,0.0,0.0,1.1731334518094225,1.376242095754291,6.167888632469772,37.72111176615769,0.0,0.0,0.0,0,8,8,1.0,7.0
subCollectionOf,8,0.0975609756097561,0.0,0.0,0.6404041181220482,0.41011743450767824,6.851400661045851,48.154252944943686,0.0,0.0,0.0,0,5,5,3.0,2.0
subQuantityOf,11,0.13414634146341464,0.0,0.0,1.1084656854637616,1.228696175850647,8.926521967275464,80.32409638755013,0.0,0.0,0.0,0,10,10,1.0,9.0
termination,5,0.06097560975609756,0.0,0.0,0.3276388020106241,0.10734718458295694,5.537517959462566,30.402982872677114,0.0,0.0,0.0,0,2,2,1.0,1.0
triggers,14,0.17073170731707318,0.0,0.0,0.5398874608103609,0.291478470340259,3.497916773477389,12.549018980046933,0.0,0.0,0.0,0,3,3,1.0,2.0
