Percentage,Top k Constructs,Coverage
10.0,2,0.22023809523809523
20.0,4,0.4211309523809524
30.0,6,0.5818452380952381
40.0,8,0.7053571428571429
50.0,10,0.8139880952380952
60.0,12,0.8824404761904762
70.0,14,0.9375
80.0,16,0.9702380952380952
90.0,18,0.9880952380952381
100.0,21,1.0
