Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,1,0.012195121951219513,1,0.012195121951219513,0.00011690437222352116,0.0009157509157509158
category,270,3.292682926829268,59,0.7195121951219512,0.031564180500350716,0.05402930402930403
collective,62,0.7560975609756098,23,0.2804878048780488,0.007248071077858312,0.021062271062271064
datatype,78,0.9512195121951219,20,0.24390243902439024,0.00911854103343465,0.018315018315018316
enumeration,38,0.4634146341463415,4,0.04878048780487805,0.004442366144493804,0.003663003663003663
event,320,3.902439024390244,37,0.45121951219512196,0.03740939911152677,0.03388278388278388
historicalRole,23,0.2804878048780488,4,0.04878048780487805,0.002688800561140987,0.003663003663003663
historicalRoleMixin,9,0.10975609756097561,3,0.036585365853658534,0.0010521393500116905,0.0027472527472527475
kind,878,10.707317073170731,72,0.8780487804878049,0.10264203881225158,0.06593406593406594
mixin,16,0.1951219512195122,13,0.15853658536585366,0.0018704699555763386,0.011904761904761904
mode,247,3.0121951219512195,41,0.5,0.028875379939209727,0.037545787545787544
phase,195,2.3780487804878048,32,0.3902439024390244,0.022796352583586626,0.029304029304029304
phaseMixin,20,0.24390243902439024,8,0.0975609756097561,0.002338087444470423,0.007326007326007326
quality,238,2.902439024390244,40,0.4878048780487805,0.027823240589198037,0.03663003663003663
quantity,11,0.13414634146341464,7,0.08536585365853659,0.0012859480944587328,0.00641025641025641
relator,312,3.8048780487804876,63,0.7682926829268293,0.0364741641337386,0.057692307692307696
role,400,4.878048780487805,58,0.7073170731707317,0.04676174888940846,0.05311355311355311
roleMixin,234,2.8536585365853657,35,0.4268292682926829,0.02735562310030395,0.03205128205128205
situation,62,0.7560975609756098,15,0.18292682926829268,0.007248071077858312,0.013736263736263736
subkind,964,11.75609756097561,61,0.7439024390243902,0.11269581482347439,0.055860805860805864
type,74,0.9024390243902439,18,0.21951219512195122,0.008650923544540565,0.016483516483516484
none_c,135,1.646341463414634,15,0.18292682926829268,0.015782090250175358,0.013736263736263736
other_c,40,0.4878048780487805,9,0.10975609756097561,0.004676174888940846,0.008241758241758242
bringsAbout,27,0.32926829268292684,11,0.13414634146341464,0.0031564180500350714,0.010073260073260074
characterization,382,4.658536585365853,53,0.6463414634146342,0.04465747018938508,0.048534798534798536
comparative,22,0.2682926829268293,5,0.06097560975609756,0.0025718961889174656,0.004578754578754579
componentOf,223,2.7195121951219514,29,0.35365853658536583,0.026069675005845217,0.026556776556776556
creation,60,0.7317073170731707,18,0.21951219512195122,0.007014262333411269,0.016483516483516484
derivation,100,1.2195121951219512,29,0.35365853658536583,0.011690437222352116,0.026556776556776556
externalDependence,67,0.8170731707317073,19,0.23170731707317074,0.007832592938975917,0.0173992673992674
historicalDependence,39,0.47560975609756095,15,0.18292682926829268,0.004559270516717325,0.013736263736263736
instantiation,67,0.8170731707317073,16,0.1951219512195122,0.007832592938975917,0.014652014652014652
manifestation,31,0.3780487804878049,11,0.13414634146341464,0.003624035538929156,0.010073260073260074
material,311,3.792682926829268,35,0.4268292682926829,0.03635725976151508,0.03205128205128205
mediation,625,7.621951219512195,56,0.6829268292682927,0.07306523263970073,0.05128205128205128
memberOf,69,0.8414634146341463,19,0.23170731707317074,0.00806640168342296,0.0173992673992674
participation,196,2.3902439024390243,27,0.32926829268292684,0.022913256955810146,0.024725274725274724
participational,17,0.2073170731707317,4,0.04878048780487805,0.00198737432779986,0.003663003663003663
subCollectionOf,8,0.0975609756097561,2,0.024390243902439025,0.0009352349777881693,0.0018315018315018315
subQuantityOf,11,0.13414634146341464,2,0.024390243902439025,0.0012859480944587328,0.0018315018315018315
termination,5,0.06097560975609756,3,0.036585365853658534,0.0005845218611176058,0.0027472527472527475
triggers,14,0.17073170731707318,9,0.10975609756097561,0.0016366612111292963,0.008241758241758242
none_r,1492,18.195121951219512,72,0.8780487804878049,0.17442132335749358,0.06593406593406594
other_r,161,1.9634146341463414,19,0.23170731707317074,0.018821603927986905,0.0173992673992674
