Stereotype,category,collective,datatype,event,kind,mixin,mode,phase,quality,relator,role,roleMixin,situation,subkind,type,none_c,other_c,bringsAbout,characterization,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,triggers,none_r,other_r
role,-0.04365577565045806,0.10331866903941743,-0.009133785027086162,-0.0630586249714243,0.4974431752910861,0.20583157482326028,0.16081688022566923,0.2398851796699566,0.19879219318187574,0.1549399112349379,1.0,0.0674058520771445,-0.1809302256522757,0.052420825712749954,-0.17688954350174413,0.09638339123532445,0.054375221766999035,-0.2973148210985527,0.02871393672427763,0.027346606404073933,-0.047381127723681464,0.19552823578912862,-0.027889184022288818,-0.25025862987417574,-0.22434548169838714,-0.1400256899367377,0.0674058520771445,0.1952740307258305,0.16268690679668477,-0.23369877339019604,-0.20286140428457333,-0.15782333673893895,-0.09141454762861335
roleMixin,0.2094939389683706,-0.044843750513996264,-0.030807672065635464,0.2084630199600717,-0.13047855698605987,0.0979642885260697,0.22190115272469207,-0.03328517290870381,0.04571681857218246,0.06485020689503411,0.0674058520771445,1.0,0.1656584606406125,-0.058554652736518005,0.25715446613443743,0.22943307929098913,-0.14524838471612228,0.16674519812377922,0.12263508218717778,0.08364341503022894,0.31672131987179303,0.032073790725877266,0.3442049442890272,0.22943307929098913,0.2594843655196922,0.16674519812377922,0.00303951367781155,0.1111385709672622,0.11045914361242073,0.18234702494353083,0.17025804036260692,0.020214987702065614,-0.006413756725882494
situation,0.22520747107319813,-0.2954242491264386,0.17199164696269356,0.5218114722634221,-0.2092525327047175,-0.11901431219412714,-0.03154401489382559,-0.05520202606419478,0.16931093539785705,-0.11396720747188956,-0.1809302256522757,0.1656584606406125,1.0,-0.08372709237312645,0.05390371819007769,0.10248756218905472,0.1366020645427715,0.8318766611359661,0.1520694024989109,-0.02011500033054377,0.1301124232174289,0.11183940183782336,0.03920471937033001,0.18407960199004975,0.08542159614461593,0.18398357634350404,0.1656584606406125,-0.1521087175116275,-0.1103202568327891,0.4739497581865505,0.6411682488899455,0.07993916979730781,-0.035557768731229546
subkind,0.19340856012286198,0.24195031638899206,0.07299656430919774,-0.029443319507663792,0.4644019617342553,-0.05130880537769624,0.13969968905677813,0.3548372102042165,0.18132280586605826,0.20754462154654565,0.052420825712749954,-0.058554652736518005,-0.08372709237312645,1.0,-0.09384346758861495,-0.15599679315835138,0.11663436467372269,-0.014996543694971564,0.033495491844670086,0.20026028102877222,-0.09384346758861495,-0.033495491844670086,-0.14132415864064393,-0.08372709237312645,-0.06362461915678758,-0.09697764922748278,0.05442138313158732,0.08054478615314309,0.32221908170066815,-0.12398190889065014,-0.06213232510656255,-0.04789796017886938,0.05733723007706125
type,0.1999511219238379,0.06238475004023743,0.04183434004700515,0.28881958050557577,-0.3425800798515744,0.01180480411624714,0.23570226039551584,-0.06187184335382291,0.1897680288191474,-0.12773736239270123,-0.17688954350174413,0.25715446613443743,0.05390371819007769,-0.09384346758861495,1.0,0.05390371819007769,-0.18621132493553277,0.13705396232917388,0.26904185787655727,0.22395104370730184,0.2881944444444444,-0.20741774517857486,0.5467159110407612,0.4349472433268338,0.9284141650970551,0.6557504966826627,-0.15981351002705152,-0.08184627871466325,0.057907604284691216,0.318056198814282,0.09655402033694292,0.10760528149184069,0.12773736239270123
none_c,0.08477391496671717,-0.08477391496671717,0.09853688107237651,-0.04870240407791939,0.07993916979730781,0.14007879222848593,0.15772007446912795,-0.05520202606419478,0.2955245417853505,-0.1887296955734491,0.09638339123532445,0.22943307929098913,0.10248756218905472,-0.15599679315835138,0.05390371819007769,1.0,0.0356888276733367,0.09142742137315231,0.1520694024989109,-0.02011500033054377,0.1301124232174289,-0.08609220141472733,-0.035557768731229546,-0.06069651741293532,0.005824199737132905,-0.0011287335971994113,0.038109223339859215,-0.01653355625126386,-0.035557768731229546,0.07121524863942987,-0.06522440919609811,0.07993916979730781,-0.1103202568327891
other_c,0.04554029577781239,-0.04554029577781239,0.07312239510828453,0.0736208659555847,0.13085598064755344,-0.15240771624629626,-0.1950685786602176,0.11899183298273275,-0.10850944088234964,-0.08457295464858736,0.054375221766999035,-0.14524838471612228,0.1366020645427715,0.11663436467372269,-0.18621132493553277,0.0356888276733367,1.0,-0.023732348637027622,-0.14827456202464742,-0.09652773500933423,-0.18621132493553277,-0.014926969331340346,-0.10035990618299033,-0.1661376460655329,-0.1728812317716391,-0.1382060302979844,-0.14524838471612228,-0.26378878873821976,-0.19282633659877915,-0.1629971325779801,0.0015220700152207,0.13085598064755344,0.08457295464858736
bringsAbout,0.24575653798190158,-0.24575653798190158,0.10974567044040444,0.4340827852889383,-0.2907131844979106,-0.0728799551244821,0.10734844004467697,-0.021469688008935395,0.1885704308469207,-0.12307628229440667,-0.2973148210985527,0.16674519812377922,0.8318766611359661,-0.014996543694971564,0.13705396232917388,0.09142742137315231,-0.023732348637027622,1.0,0.21631463112829202,0.08305751659356361,0.13705396232917388,0.008214479663099697,0.12307628229440667,0.2765397313138558,0.1673732741657941,0.26504481434058896,0.16674519812377922,-0.19317949033820742,-0.04654145128780084,0.48563831669359603,0.6631097413287129,0.03733930810064907,-0.1313503180789046
characterization,0.27627783120070354,0.1779533900215058,0.004346137619603593,0.209411609330949,-0.041826304469030455,0.11156761273764977,0.5356515438674897,0.01657969064351754,0.5177638818711321,0.25877547087515695,0.02871393672427763,0.12263508218717778,0.1520694024989109,0.033495491844670086,0.26904185787655727,0.1520694024989109,-0.14827456202464742,0.21631463112829202,1.0,0.33376707872478856,0.0841695197826101,0.013662979830839297,0.2853165448110705,0.1520694024989109,0.23547909707153844,0.21631463112829202,0.2773439551002328,0.26337745730234774,0.16440720799190883,0.2468929399675718,0.259729266365322,-0.041826304469030455,-0.016956797236833646
componentOf,0.34829009797983423,0.33305673385347967,0.1144482906495613,-0.0043757649710944565,0.11977532643404176,0.028104818475896506,0.2295649473717813,0.24486927719656673,0.09459147841876452,0.16440720799190883,0.027346606404073933,0.08364341503022894,-0.02011500033054377,0.20026028102877222,0.22395104370730184,-0.02011500033054377,-0.09652773500933423,0.08305751659356361,0.33376707872478856,1.0,0.10070281831133708,-0.013662979830839297,0.016956797236833646,0.17781660292200693,0.27943519519155896,0.23274359045449142,0.28992191224763564,0.17513932439902313,0.37968480769431856,0.07876745269742907,-0.09652773500933423,0.041826304469030455,0.07741146564641446
creation,0.0031992179507814066,0.06238475004023743,-0.026773977630083295,0.5848596505237909,-0.07246886304552536,-0.14952751880579712,0.11785113019775792,-0.001473139127471974,-0.046004370622823615,0.01192215382331878,-0.047381127723681464,0.31672131987179303,0.1301124232174289,-0.09384346758861495,0.2881944444444444,0.1301124232174289,-0.18621132493553277,0.13705396232917388,0.0841695197826101,0.10070281831133708,1.0,0.039078705613354685,0.1975671205007112,0.3587385382994826,0.33364884058175415,0.3099528071136702,0.01888705118501518,0.10809885867974392,0.26739687860872124,0.6942188185657885,0.0022989052461176887,0.19764235376052372,-0.01192215382331878
derivation,-0.10594112324237503,0.10594112324237503,-0.004346137619603593,0.09814215720883282,0.27567337036406436,-0.04173139713087663,0.0765216491239271,0.08799989649251616,-0.05849736165370964,0.3457712132206513,0.19552823578912862,0.032073790725877266,0.11183940183782336,-0.033495491844670086,-0.20741774517857486,-0.08609220141472733,-0.014926969331340346,0.008214479663099697,0.013662979830839297,-0.013662979830839297,0.039078705613354685,1.0,-0.16440720799190883,-0.1520694024989109,-0.17111481053865127,-0.21631463112829202,0.4962004094650424,0.4492123129623799,0.25877547087515695,-0.029786011524237887,0.14827456202464742,0.11977532643404176,0.19832080246557612
externalDependence,0.08552429422078031,-0.02118491691707402,-0.04268206529468576,0.31521423134229426,-0.3253071580104213,-0.08010042043767597,0.317940322158844,-0.1430731449714798,0.1001351674307037,0.02756892230576441,-0.027889184022288818,0.3442049442890272,0.03920471937033001,-0.14132415864064393,0.5467159110407612,-0.035557768731229546,-0.10035990618299033,0.12307628229440667,0.2853165448110705,0.016956797236833646,0.1975671205007112,-0.16440720799190883,1.0,0.3382546717765682,0.5318903973089757,0.3775028826677179,-0.24015955740248895,0.0015149637213708995,0.10944026733500417,0.2302650756601806,0.1770393850643762,0.02800657651745349,0.10944026733500417
historicalDependence,0.15499069301995766,0.19609319724624477,0.2454464128530106,0.3950306108542351,-0.402047001039401,0.053714424087614905,0.09463204468147678,0.009463204468147676,0.04309732901036361,0.035557768731229546,-0.25025862987417574,0.22943307929098913,0.18407960199004975,-0.08372709237312645,0.4349472433268338,-0.06069651741293532,-0.1661376460655329,0.2765397313138558,0.1520694024989109,0.17781660292200693,0.3587385382994826,-0.1520694024989109,0.3382546717765682,1.0,0.4834085781820311,0.4616520412545592,0.038109223339859215,0.05125402437891796,0.1887296955734491,0.4739497581865505,0.2375153014122063,0.07993916979730781,-0.035557768731229546
instantiation,0.170415182699606,0.10358569928799581,0.006991126899682785,0.2956289691428893,-0.28670931383498977,0.039044099961877035,0.1846372364689991,-0.01538643637241659,0.19670467935519703,-0.09428157544272814,-0.22434548169838714,0.2594843655196922,0.08542159614461593,-0.06362461915678758,0.9284141650970551,0.005824199737132905,-0.1728812317716391,0.1673732741657941,0.23547909707153844,0.27943519519155896,0.33364884058175415,-0.17111481053865127,0.5318903973089757,0.4834085781820311,1.0,0.7091341352813908,-0.11380893224547903,-0.061291598173485465,0.09428157544272814,0.37532083340382283,0.12245753917157771,0.0894533059165168,0.16721637908710274
manifestation,0.08645190466557012,-0.006799588007404392,-0.14023057889607235,0.3621741218673364,-0.2907131844979106,0.22102937209883916,0.17891406674112828,-0.094824455372798,0.11698350802540453,-0.12307628229440667,-0.1400256899367377,0.16674519812377922,0.18398357634350404,-0.09697764922748278,0.6557504966826627,-0.0011287335971994113,-0.1382060302979844,0.26504481434058896,0.21631463112829202,0.23274359045449142,0.3099528071136702,-0.21631463112829202,0.3775028826677179,0.4616520412545592,0.7091341352813908,1.0,-0.12263271184764715,-0.11628280000940641,0.03826741550330291,0.4094961714376211,0.2052150146848859,0.03733930810064907,0.2926940158766142
material,-0.01003964563746185,0.1746898340918362,0.026606625874866993,0.05981982311897709,0.24625530473425383,0.0979642885260697,0.17258978545253828,0.16889143290712674,0.09504285966322143,0.3570324577407922,0.0674058520771445,0.00303951367781155,0.1656584606406125,0.05442138313158732,-0.15981351002705152,0.038109223339859215,-0.14524838471612228,0.16674519812377922,0.2773439551002328,0.28992191224763564,0.01888705118501518,0.4962004094650424,-0.24015955740248895,0.038109223339859215,-0.11380893224547903,-0.12263271184764715,1.0,0.42904657629222154,0.3442049442890272,0.024952750781746323,0.09138143409292462,-0.13047855698605987,0.11045914361242073
mediation,-0.13374798196047882,0.3087586392066373,-0.040188540060762674,-0.01412976290141486,0.3066780635722658,0.15225527193006244,0.20965696734438366,0.22276052780340763,0.08823558269414442,0.7438471871931117,0.1952740307258305,0.1111385709672622,-0.1521087175116275,0.08054478615314309,-0.08184627871466325,-0.01653355625126386,-0.26378878873821976,-0.19317949033820742,0.26337745730234774,0.17513932439902313,0.10809885867974392,0.4492123129623799,0.0015149637213708995,0.05125402437891796,-0.061291598173485465,-0.11628280000940641,0.42904657629222154,1.0,0.37419603917861216,0.03128339781179434,-0.09610909357128937,-0.09376144618769909,0.12574198887378465
memberOf,0.02118491691707402,0.6865482334236951,0.09193060217316933,0.1990453910273813,0.2046634437813909,-0.0009650653064780237,0.260132990857236,0.3309469717017058,-0.07333843248445905,0.30158730158730157,0.16268690679668477,0.11045914361242073,-0.1103202568327891,0.32221908170066815,0.057907604284691216,-0.035557768731229546,-0.19282633659877915,-0.04654145128780084,0.16440720799190883,0.37968480769431856,0.26739687860872124,0.25877547087515695,0.10944026733500417,0.1887296955734491,0.09428157544272814,0.03826741550330291,0.3442049442890272,0.37419603917861216,1.0,0.2302650756601806,-0.10035990618299033,0.02800657651745349,0.17794486215538846
participation,0.09087335444624514,0.08242001914892001,0.14591203713417603,0.7205424370749083,-0.2939978189474008,-0.019928214432484003,0.0778498944161523,0.024652466565114894,0.14688252077020003,0.015751031234084015,-0.23369877339019604,0.18234702494353083,0.4739497581865505,-0.12398190889065014,0.318056198814282,0.07121524863942987,-0.1629971325779801,0.48563831669359603,0.2468929399675718,0.07876745269742907,0.6942188185657885,-0.029786011524237887,0.2302650756601806,0.4739497581865505,0.37532083340382283,0.4094961714376211,0.024952750781746323,0.03128339781179434,0.2302650756601806,1.0,0.3351059061075243,0.18181444066483998,0.1072570222130483
triggers,0.04554029577781239,-0.21922886572109684,0.07312239510828453,0.3872266326235299,-0.22681703312242593,-0.045592051868550164,0.03901371573204352,-0.20092063602002413,0.12564251049535222,0.007893475767201487,-0.20286140428457333,0.17025804036260692,0.6411682488899455,-0.06213232510656255,0.09655402033694292,-0.06522440919609811,0.0015220700152207,0.6631097413287129,0.259729266365322,-0.09652773500933423,0.0022989052461176887,0.14827456202464742,0.1770393850643762,0.2375153014122063,0.12245753917157771,0.2052150146848859,0.09138143409292462,-0.09610909357128937,-0.10035990618299033,0.3351059061075243,1.0,0.13085598064755344,0.08457295464858736
none_r,0.0991447914665039,0.06677098200805365,0.21166687833365083,0.2630383796885717,-0.025,-0.1443429309126253,0.0,-0.007453559924999299,-0.08365019125713041,-0.1163350101494222,-0.15782333673893895,0.020214987702065614,0.07993916979730781,-0.04789796017886938,0.10760528149184069,0.07993916979730781,0.13085598064755344,0.03733930810064907,-0.041826304469030455,0.041826304469030455,0.19764235376052372,0.11977532643404176,0.02800657651745349,0.07993916979730781,0.0894533059165168,0.03733930810064907,-0.13047855698605987,-0.09376144618769909,0.02800657651745349,0.18181444066483998,0.13085598064755344,1.0,0.1163350101494222
other_r,-0.17183321499404483,0.10749383769033855,-0.04268206529468576,0.1990453910273813,0.1163350101494222,0.07817028982471992,-0.086710996952412,-0.0245681158031834,-0.1311629657895133,0.02756892230576441,-0.09141454762861335,-0.006413756725882494,-0.035557768731229546,0.05733723007706125,0.12773736239270123,-0.1103202568327891,0.08457295464858736,-0.1313503180789046,-0.016956797236833646,0.07741146564641446,-0.01192215382331878,0.19832080246557612,0.10944026733500417,-0.035557768731229546,0.16721637908710274,0.2926940158766142,0.11045914361242073,0.12574198887378465,0.17794486215538846,0.1072570222130483,0.08457295464858736,0.1163350101494222,1.0
