stereotype,total_correlation,rank
category,2.522984761486297,7
collective,1.878045709802958,13
datatype,1.7112276711706704,15
event,2.405729883368747,10
kind,3.3524552942827825,1
mode,2.071439797869006,12
phase,2.573615893809708,6
quality,2.494002160370097,8
relator,2.59887930154164,5
role,2.486438914925934,9
roleMixin,2.3134250197275787,11
situation,3.0126242867422337,3
subkind,2.634007680983311,4
type,3.053876018701443,2
none,1.6303222848556365,16
other,1.7163549490435985,14
