Stereotype,Total,Mean,Median,Mode,Standard Deviation,Variance,Skewness,Kurtosis,Q1,Q3,IQR,Min,Max,Range,Min Non-Zero,Range Non-Zero
abstract,1,0.014084507042253521,0.0,0,0.11867816581938534,0.014084507042253521,8.426149773176359,71.0,0.0,0.0,0.0,0,1,1,1.0,0.0
category,206,2.9014084507042255,1.0,0,4.025472215697946,16.204426559356136,1.8953353006530704,3.086893036310359,0.0,4.0,4.0,0,17,17,1.0,16.0
collective,33,0.4647887323943662,0.0,0,1.0396563431592325,1.0808853118712276,3.19661756570123,12.417904012062586,0.0,0.5,0.5,0,6,6,1.0,5.0
datatype,64,0.9014084507042254,0.0,0,2.237057567287023,5.004426559356134,3.435820670491159,13.762830636149362,0.0,0.0,0.0,0,13,13,1.0,12.0
enumeration,38,0.5352112676056338,0.0,0,2.78686196242037,7.766599597585517,6.055420348348307,38.40483629990164,0.0,0.0,0.0,0,20,20,2.0,18.0
event,187,2.6338028169014085,0.0,0,4.43440908165006,19.663983903420522,2.4156848935600737,6.868728891434843,0.0,4.0,4.0,0,23,23,1.0,22.0
historicalRole,23,0.323943661971831,0.0,0,2.0547829074577884,4.2221327967806825,7.894777196420822,64.44136751903805,0.0,0.0,0.0,0,17,17,1.0,16.0
historicalRoleMixin,9,0.1267605633802817,0.0,0,0.6746338152718476,0.4551307847082494,5.588899989937703,30.733275985961328,0.0,0.0,0.0,0,4,4,1.0,3.0
kind,480,6.76056338028169,5.0,0,5.805083458812862,33.6989939637827,1.0936557167846714,1.6341043979633794,2.0,10.0,8.0,0,27,27,1.0,26.0
mixin,12,0.16901408450704225,0.0,0,0.4467634558836237,0.19959758551307857,2.7319758778349286,7.158822847444178,0.0,0.0,0.0,0,2,2,1.0,1.0
mode,124,1.7464788732394365,0.0,0,3.0970876174660558,9.59195171026157,3.421127436459951,16.6049689479007,0.0,2.0,2.0,0,20,20,1.0,19.0
phase,143,2.0140845070422535,0.0,0,3.9224371350565734,15.38551307847082,2.3041519661103624,4.734583171639984,0.0,2.0,2.0,0,17,17,1.0,16.0
phaseMixin,20,0.28169014084507044,0.0,0,1.0026122821559589,1.0052313883299802,5.001971556409061,29.63871076999161,0.0,0.0,0.0,0,7,7,1.0,6.0
quality,131,1.8450704225352113,0.0,0,2.8717734059235624,8.247082494969817,2.0777451243544256,5.476555736931122,0.0,3.5,3.5,0,15,15,1.0,14.0
quantity,6,0.08450704225352113,0.0,0,0.32717312469261095,0.10704225352112677,4.2215274203672495,18.97559553750441,0.0,0.0,0.0,0,2,2,1.0,1.0
relator,218,3.0704225352112675,2.0,1,3.9145295052515454,15.32354124748491,2.2953204503690388,5.827351723930818,1.0,4.0,3.0,0,19,19,1.0,18.0
role,284,4.0,2.0,0,4.604345773288535,21.2,1.4818441329934313,2.2692808607647557,0.0,6.5,6.5,0,21,21,1.0,20.0
roleMixin,171,2.408450704225352,0.0,0,6.357397187054132,40.416498993963785,4.323454990230332,20.159293922787235,0.0,2.0,2.0,0,36,36,1.0,35.0
situation,56,0.7887323943661971,0.0,0,2.034807768791837,4.140442655935614,3.530330251038452,14.663003296518847,0.0,0.0,0.0,0,12,12,1.0,11.0
subkind,503,7.084507042253521,3.0,0,9.034452278240604,81.62132796780683,1.4230348371986332,1.0193190331355053,0.0,11.0,11.0,0,35,35,1.0,34.0
type,66,0.9295774647887324,0.0,0,2.350221531576313,5.5235412474849115,3.1238560830907454,10.07208565550562,0.0,0.0,0.0,0,12,12,1.0,11.0
none,64,0.9014084507042254,0.0,0,3.6455645440823603,13.290140845070429,5.313226108090179,29.580671835825953,0.0,0.0,0.0,0,24,24,1.0,23.0
other,40,0.5633802816901409,0.0,0,1.8418344455320872,3.392354124748491,3.9758924603382573,17.154651781702846,0.0,0.0,0.0,0,11,11,1.0,10.0
