year,num_class,ontouml_class,none_class,other_class,num_relation,ontouml_relation,none_relation,other_relation,ratio_class,cumulative_class,cumulative_ratio_class,ratio_ontouml_class,cumulative_ontouml_class,cumulative_ratio_ontouml_class,ratio_none_class,cumulative_none_class,cumulative_ratio_none_class,ratio_other_class,cumulative_other_class,cumulative_ratio_other_class,ratio_relation,cumulative_relation,cumulative_ratio_relation,ratio_ontouml_relation,cumulative_ontouml_relation,cumulative_ratio_ontouml_relation,ratio_none_relation,cumulative_none_relation,cumulative_ratio_none_relation,ratio_other_relation,cumulative_other_relation,cumulative_ratio_other_relation,ratio_ontouml_to_total_class,ratio_none_to_total_class,ratio_other_to_total_class,ratio_ontouml_to_total_relation,ratio_none_to_total_relation,ratio_other_to_total_relation,cumulative_ratio_ontouml_to_total_class,cumulative_ratio_none_to_total_class,cumulative_ratio_other_to_total_class,cumulative_ratio_ontouml_to_total_relation,cumulative_ratio_none_to_total_relation,cumulative_ratio_other_to_total_relation
2005,43,43,0,0,25,16,4,5,0.007855316039459262,43,0.007855316039459262,0.008266051518646674,43,0.008266051518646674,0.0,0,0.0,0.0,0,0.0,0.005474052988832932,25,0.005474052988832932,0.006056018168054504,16,0.006056018168054504,0.0024390243902439024,4,0.0024390243902439024,0.017543859649122806,5,0.017543859649122806,0.007855316039459262,0.0,0.0,0.0035033939128530766,0.0008758484782132691,0.0010948105977665863,0.007855316039459262,0.0,0.0,0.0035033939128530766,0.0008758484782132691,0.0010948105977665863
2007,20,16,0,4,20,0,20,0,0.003653635367190354,63,0.011508951406649617,0.0030757400999615533,59,0.011341791618608228,0.0,0,0.0,0.042105263157894736,4,0.042105263157894736,0.004379242391066345,45,0.009853295379899277,0.0,16,0.006056018168054504,0.012195121951219513,24,0.014634146341463415,0.0,5,0.017543859649122806,0.0029229082937522835,0.0,0.0007307270734380709,0.0,0.004379242391066345,0.0,0.010778224333211546,0.0,0.0007307270734380709,0.0035033939128530766,0.005255090869279615,0.0010948105977665863
2011,15,15,0,0,7,2,0,5,0.002740226525392766,78,0.014249177932042383,0.0028835063437139563,74,0.014225297962322183,0.0,0,0.0,0.0,4,0.042105263157894736,0.001532734836873221,52,0.011386030216772498,0.000757002271006813,18,0.006813020439061317,0.0,24,0.014634146341463415,0.017543859649122806,10,0.03508771929824561,0.002740226525392766,0.0,0.0,0.0004379242391066346,0.0,0.0010948105977665863,0.01351845085860431,0.0,0.0007307270734380709,0.003941318151959711,0.005255090869279615,0.0021896211955331727
2012,116,116,0,0,60,27,28,5,0.021191085129704055,194,0.03544026306174644,0.02229911572472126,190,0.03652441368704344,0.0,0,0.0,0.0,4,0.042105263157894736,0.013137727173199037,112,0.024523757389971534,0.010219530658591975,45,0.01703255109765329,0.01707317073170732,52,0.03170731707317073,0.017543859649122806,15,0.05263157894736842,0.021191085129704055,0.0,0.0,0.005911977227939566,0.006130939347492884,0.0010948105977665863,0.034709535988308365,0.0,0.0007307270734380709,0.009853295379899277,0.011386030216772498,0.003284431793299759
2013,1240,1240,0,0,875,746,48,81,0.22652539276580197,1434,0.26196565582754844,0.23836985774702038,1430,0.2748942714340638,0.0,0,0.0,0.0,4,0.042105263157894736,0.19159185460915262,987,0.21611561199912416,0.28236184708554124,791,0.2993943981831946,0.02926829268292683,100,0.06097560975609756,0.28421052631578947,96,0.3368421052631579,0.22652539276580197,0.0,0.0,0.1633457411867747,0.01051018173855923,0.0177359316838187,0.26123492875411036,0.0,0.0007307270734380709,0.17319903656667396,0.02189621195533173,0.02102036347711846
2014,30,17,7,6,26,13,13,0,0.005480453050785532,1464,0.2674461088783339,0.0032679738562091504,1447,0.27816224529027295,0.03954802259887006,7,0.03954802259887006,0.06315789473684211,10,0.10526315789473684,0.005693015108386249,1013,0.2218086271075104,0.004920514761544285,804,0.30431491294473884,0.007926829268292683,113,0.06890243902439025,0.0,96,0.3368421052631579,0.003105590062111801,0.0012787723785166241,0.0010960906101571063,0.0028465075541931244,0.0028465075541931244,0.0,0.2643405188162221,0.0012787723785166241,0.001826817683595177,0.1760455441208671,0.024742719509524853,0.02102036347711846
2015,104,104,0,0,66,37,20,9,0.018998903909389842,1568,0.2864450127877238,0.019992310649750097,1551,0.29815455594002305,0.0,7,0.03954802259887006,0.0,10,0.10526315789473684,0.01445149989051894,1079,0.23626012699802934,0.014004542013626041,841,0.3183194549583649,0.012195121951219513,133,0.08109756097560976,0.031578947368421054,105,0.3684210526315789,0.018998903909389842,0.0,0.0,0.00810159842347274,0.004379242391066345,0.0019706590759798557,0.28333942272561197,0.0012787723785166241,0.001826817683595177,0.18414714254433984,0.029121961900591197,0.022991022553098314
2016,57,49,0,8,100,39,27,34,0.01041286079649251,1625,0.2968578735842163,0.009419454056132258,1600,0.3075740099961553,0.0,7,0.03954802259887006,0.08421052631578947,18,0.18947368421052632,0.02189621195533173,1179,0.25815633895336104,0.014761544284632853,880,0.3330809992429977,0.016463414634146342,160,0.0975609756097561,0.11929824561403508,139,0.48771929824561405,0.008951406649616368,0.0,0.0014614541468761417,0.008539522662579374,0.005911977227939566,0.007444712064812787,0.2922908293752284,0.0012787723785166241,0.003288271830471319,0.1926866652069192,0.03503393912853076,0.0304357346179111
2017,291,237,29,25,286,38,228,20,0.053160394592619654,1916,0.35001826817683596,0.04555940023068051,1837,0.3531334102268358,0.1638418079096045,36,0.2033898305084746,0.2631578947368421,43,0.45263157894736844,0.06262316619224874,1465,0.3207795051456098,0.014383043149129448,918,0.3474640423921272,0.13902439024390245,388,0.23658536585365852,0.07017543859649122,159,0.5578947368421052,0.0432955791012057,0.005297771282426014,0.004567044208987943,0.008320560543026056,0.04992336325815634,0.004379242391066345,0.33558640847643406,0.006576543660942638,0.007855316039459262,0.20100722574994526,0.0849573023866871,0.03481497700897745
2018,270,241,17,12,276,96,178,2,0.049324077457069786,2186,0.39934234563390575,0.04632833525567089,2078,0.39946174548250674,0.096045197740113,53,0.2994350282485876,0.12631578947368421,55,0.5789473684210527,0.06043354499671557,1741,0.38121305014232537,0.036336109008327025,1014,0.3838001514004542,0.10853658536585366,566,0.34512195121951217,0.007017543859649123,161,0.5649122807017544,0.04402630617464377,0.003105590062111801,0.0021921812203142127,0.02102036347711846,0.03897525728049048,0.0004379242391066346,0.3796127146510778,0.00968213372305444,0.010047497259773474,0.22202758922706373,0.12393255966717757,0.035252901248084084
