year,num_models,ratio
2005,1,0.006802721088435374
2007,1,0.006802721088435374
2011,1,0.006802721088435374
2012,2,0.013605442176870748
2013,39,0.2653061224489796
2014,2,0.013605442176870748
2015,3,0.02040816326530612
2016,3,0.02040816326530612
2017,7,0.047619047619047616
2018,10,0.06802721088435375
2019,7,0.047619047619047616
2020,16,0.10884353741496598
2021,18,0.12244897959183673
2022,17,0.11564625850340136
2023,15,0.10204081632653061
2024,5,0.034013605442176874
