year,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers,none,other
2005,0.0,0.0014285714285714286,0.0,0.0014285714285714286,0.0,0.0014285714285714286,0.0,0.0,0.0,0.0,0.0014285714285714286,0.0014285714285714286,0.0014285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0014285714285714286,0.0014285714285714286
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014285714285714286,0.0
2011,0.0,0.0,0.0,0.0014285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014285714285714286
2012,0.0,0.0,0.0,0.0,0.0,0.0014285714285714286,0.0,0.0,0.0,0.0,0.002857142857142857,0.002857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002857142857142857,0.0014285714285714286
2013,0.0,0.0,0.0,0.0014285714285714286,0.0,0.0014285714285714286,0.0,0.0,0.0,0.0,0.0014285714285714286,0.0014285714285714286,0.002857142857142857,0.0,0.0,0.002857142857142857,0.0,0.0,0.0,0.0,0.0014285714285714286
2014,0.0,0.0,0.0,0.0014285714285714286,0.0,0.0014285714285714286,0.0,0.0,0.0,0.0,0.0014285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014285714285714286,0.0
2015,0.0,0.008571428571428572,0.0,0.008571428571428572,0.0,0.005714285714285714,0.0014285714285714286,0.0,0.0,0.0,0.007142857142857143,0.01,0.007142857142857143,0.0,0.0,0.002857142857142857,0.002857142857142857,0.0,0.0,0.01,0.008571428571428572
2016,0.0,0.004285714285714286,0.0014285714285714286,0.0014285714285714286,0.0,0.0,0.0014285714285714286,0.0,0.0,0.0,0.0014285714285714286,0.004285714285714286,0.002857142857142857,0.0014285714285714286,0.0,0.0,0.0,0.0,0.0,0.004285714285714286,0.002857142857142857
2017,0.0,0.0014285714285714286,0.0,0.002857142857142857,0.0,0.0014285714285714286,0.0,0.0,0.0,0.0,0.007142857142857143,0.0014285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011428571428571429,0.002857142857142857
2018,0.0014285714285714286,0.005714285714285714,0.0,0.004285714285714286,0.0,0.0014285714285714286,0.0014285714285714286,0.0014285714285714286,0.0014285714285714286,0.0014285714285714286,0.004285714285714286,0.008571428571428572,0.002857142857142857,0.0014285714285714286,0.0,0.0,0.0,0.0,0.0014285714285714286,0.012857142857142857,0.002857142857142857
2019,0.0,0.005714285714285714,0.0,0.002857142857142857,0.0,0.004285714285714286,0.0,0.0014285714285714286,0.0014285714285714286,0.0014285714285714286,0.004285714285714286,0.008571428571428572,0.004285714285714286,0.0014285714285714286,0.0,0.0,0.0,0.0,0.0,0.01,0.007142857142857143
2020,0.0,0.008571428571428572,0.0,0.005714285714285714,0.002857142857142857,0.007142857142857143,0.002857142857142857,0.0,0.002857142857142857,0.0014285714285714286,0.005714285714285714,0.01,0.0,0.004285714285714286,0.0,0.0,0.0,0.0,0.002857142857142857,0.02142857142857143,0.008571428571428572
2021,0.005714285714285714,0.02,0.0014285714285714286,0.011428571428571429,0.004285714285714286,0.007142857142857143,0.008571428571428572,0.004285714285714286,0.005714285714285714,0.005714285714285714,0.012857142857142857,0.017142857142857144,0.005714285714285714,0.01,0.0014285714285714286,0.0,0.0014285714285714286,0.0,0.002857142857142857,0.022857142857142857,0.005714285714285714
2022,0.002857142857142857,0.017142857142857144,0.0,0.007142857142857143,0.008571428571428572,0.008571428571428572,0.01,0.011428571428571429,0.008571428571428572,0.002857142857142857,0.011428571428571429,0.018571428571428572,0.005714285714285714,0.01,0.002857142857142857,0.002857142857142857,0.0014285714285714286,0.0014285714285714286,0.002857142857142857,0.02142857142857143,0.002857142857142857
2023,0.004285714285714286,0.015714285714285715,0.002857142857142857,0.01,0.007142857142857143,0.011428571428571429,0.004285714285714286,0.0,0.002857142857142857,0.0014285714285714286,0.01,0.018571428571428572,0.01,0.007142857142857143,0.0,0.0,0.0,0.002857142857142857,0.002857142857142857,0.02,0.0014285714285714286
2024,0.004285714285714286,0.017142857142857144,0.002857142857142857,0.007142857142857143,0.01,0.004285714285714286,0.004285714285714286,0.01,0.005714285714285714,0.01,0.01,0.014285714285714285,0.002857142857142857,0.012857142857142857,0.0014285714285714286,0.0,0.0,0.002857142857142857,0.002857142857142857,0.018571428571428572,0.002857142857142857
2025,0.002857142857142857,0.005714285714285714,0.0014285714285714286,0.0,0.002857142857142857,0.0,0.005714285714285714,0.002857142857142857,0.002857142857142857,0.004285714285714286,0.0014285714285714286,0.002857142857142857,0.0,0.004285714285714286,0.0014285714285714286,0.0,0.0,0.0014285714285714286,0.0014285714285714286,0.005714285714285714,0.0
