stereotype1,stereotype2,geometric_mean_correlation
characterization,componentOf,0.2918893296123525
characterization,derivation,0.08730652977375541
characterization,externalDependence,0.3433244230092981
characterization,material,0.1898368809080165
characterization,mediation,0.3937764484187772
characterization,memberOf,0.22410942520376326
characterization,participation,0.31661823314813586
characterization,none,0.012787680301625595
characterization,other,0.08950744240204092
componentOf,derivation,0.130190846510197
componentOf,externalDependence,0.01013924794962239
componentOf,material,0.3470969196074201
componentOf,mediation,0.2681665407477784
componentOf,memberOf,0.43407050787274576
componentOf,participation,0.006091565587647088
componentOf,none,0.08572206458737273
componentOf,other,0.12277618570728561
derivation,externalDependence,0.10450115152302372
derivation,material,0.514827660314176
derivation,mediation,0.44522435279061673
derivation,memberOf,0.27348984927115744
derivation,participation,0.023859989999870004
derivation,none,0.02204025380409182
derivation,other,0.304405432435209
externalDependence,material,0.22465596429906695
externalDependence,mediation,0.08908804468222487
externalDependence,memberOf,0.11482259483779791
externalDependence,participation,0.34123609455787135
externalDependence,none,0.008818295688580169
externalDependence,other,0.07068423694543358
material,mediation,0.395964915881767
material,memberOf,0.3152150935868001
material,participation,0.03195136625065393
material,none,0.12295768332492625
material,other,0.18513494970751945
mediation,memberOf,0.40831024227045615
mediation,participation,0.10548077462350033
mediation,none,0.14373128512882596
mediation,other,0.1895923753383912
memberOf,participation,0.1603892021758001
memberOf,none,0.14455594098424224
memberOf,other,0.24995701660811098
participation,none,0.016545646166066543
participation,other,0.014856737834669958
none,other,0.0447016838020271
