model_id,type,count
heirbrant2023boekbazaar,Package,20
heirbrant2023boekbazaar,Generalization,16
heirbrant2023boekbazaar,GeneralizationSet,2
heirbrant2023boekbazaar,Diagram,2
heirbrant2023boekbazaar,Project,1
jacobs2022sdpontology,Point,113
jacobs2022sdpontology,Property,60
jacobs2022sdpontology,Literal,43
jacobs2022sdpontology,ClassView,41
jacobs2022sdpontology,Rectangle,41
jacobs2022sdpontology,Class,34
jacobs2022sdpontology,Path,30
jacobs2022sdpontology,Relation,22
jacobs2022sdpontology,Cardinality,11
jacobs2022sdpontology,Generalization,5
jacobs2022sdpontology,GeneralizationView,5
jacobs2022sdpontology,Diagram,3
jacobs2022sdpontology,Project,1
jacobs2022sdpontology,Package,1
junior2018o4c,Point,48
junior2018o4c,Property,17
junior2018o4c,Cardinality,17
junior2018o4c,Class,11
junior2018o4c,ClassView,11
junior2018o4c,Rectangle,11
junior2018o4c,Path,10
junior2018o4c,Generalization,5
junior2018o4c,Relation,5
junior2018o4c,GeneralizationView,5
junior2018o4c,Package,2
junior2018o4c,GeneralizationSet,2
junior2018o4c,Text,2
junior2018o4c,Project,1
junior2018o4c,Diagram,1
khantong2020ontology,Point,125
khantong2020ontology,Property,44
khantong2020ontology,Cardinality,44
khantong2020ontology,Path,39
khantong2020ontology,Class,30
khantong2020ontology,ClassView,30
khantong2020ontology,Rectangle,30
khantong2020ontology,Relation,22
khantong2020ontology,Generalization,17
khantong2020ontology,GeneralizationView,17
khantong2020ontology,Project,1
khantong2020ontology,Package,1
khantong2020ontology,Diagram,1
kostov2017towards,Point,351
kostov2017towards,Path,85
kostov2017towards,Property,70
kostov2017towards,Cardinality,70
kostov2017towards,ClassView,68
kostov2017towards,Rectangle,68
kostov2017towards,Class,58
kostov2017towards,GeneralizationView,50
kostov2017towards,Generalization,45
kostov2017towards,Relation,35
kostov2017towards,Diagram,3
kostov2017towards,Package,2
kostov2017towards,Project,1
kritz2020ontobg,Point,766
kritz2020ontobg,Path,220
kritz2020ontobg,Class,179
kritz2020ontobg,ClassView,179
kritz2020ontobg,Rectangle,179
kritz2020ontobg,Generalization,150
kritz2020ontobg,GeneralizationView,150
kritz2020ontobg,Property,140
kritz2020ontobg,Cardinality,140
kritz2020ontobg,Relation,70
kritz2020ontobg,Diagram,4
kritz2020ontobg,Project,1
kritz2020ontobg,Package,1
laurier2018rea,Point,121
laurier2018rea,Path,38
laurier2018rea,Property,36
laurier2018rea,Cardinality,36
laurier2018rea,ClassView,29
laurier2018rea,Rectangle,29
laurier2018rea,Class,23
laurier2018rea,GeneralizationView,20
laurier2018rea,Generalization,18
laurier2018rea,Relation,18
laurier2018rea,Diagram,3
laurier2018rea,Project,1
laurier2018rea,Package,1
lindeberg2022full-ontorights,Point,1256
lindeberg2022full-ontorights,Path,310
lindeberg2022full-ontorights,ClassView,255
lindeberg2022full-ontorights,Rectangle,255
lindeberg2022full-ontorights,Property,230
lindeberg2022full-ontorights,Cardinality,214
lindeberg2022full-ontorights,Class,190
lindeberg2022full-ontorights,GeneralizationView,170
lindeberg2022full-ontorights,Generalization,155
lindeberg2022full-ontorights,Relation,115
lindeberg2022full-ontorights,Text,34
lindeberg2022full-ontorights,GeneralizationSet,29
lindeberg2022full-ontorights,Package,17
lindeberg2022full-ontorights,Diagram,16
lindeberg2022full-ontorights,Literal,14
lindeberg2022full-ontorights,Project,1
lindeberg2022simple-ontorights,Point,440
lindeberg2022simple-ontorights,Property,344
lindeberg2022simple-ontorights,Cardinality,121
lindeberg2022simple-ontorights,Path,115
lindeberg2022simple-ontorights,ClassView,97
lindeberg2022simple-ontorights,Rectangle,97
lindeberg2022simple-ontorights,Relation,67
lindeberg2022simple-ontorights,Class,61
lindeberg2022simple-ontorights,Literal,55
lindeberg2022simple-ontorights,GeneralizationView,17
lindeberg2022simple-ontorights,Package,11
lindeberg2022simple-ontorights,Generalization,11
lindeberg2022simple-ontorights,Diagram,10
lindeberg2022simple-ontorights,Text,3
lindeberg2022simple-ontorights,GeneralizationSet,2
lindeberg2022simple-ontorights,Project,1
machacova2023gym,Property,51
machacova2023gym,Cardinality,42
machacova2023gym,Class,41
machacova2023gym,Generalization,25
machacova2023gym,Relation,21
machacova2023gym,GeneralizationSet,7
machacova2023gym,Diagram,2
machacova2023gym,Project,1
machacova2023gym,Package,1
maddalena2021ontocovid,Point,531
maddalena2021ontocovid,Property,147
maddalena2021ontocovid,Cardinality,144
maddalena2021ontocovid,Path,137
maddalena2021ontocovid,ClassView,84
maddalena2021ontocovid,Rectangle,84
maddalena2021ontocovid,Class,74
maddalena2021ontocovid,Relation,72
maddalena2021ontocovid,Generalization,61
maddalena2021ontocovid,GeneralizationView,61
maddalena2021ontocovid,GeneralizationSet,9
maddalena2021ontocovid,Text,9
maddalena2021ontocovid,Diagram,2
maddalena2021ontocovid,Project,1
maddalena2021ontocovid,Package,1
martinez2013human-genome,Point,75
martinez2013human-genome,Property,30
martinez2013human-genome,Cardinality,30
martinez2013human-genome,Path,21
martinez2013human-genome,Relation,15
martinez2013human-genome,ClassView,14
martinez2013human-genome,Rectangle,14
martinez2013human-genome,Class,10
martinez2013human-genome,GeneralizationView,5
martinez2013human-genome,Generalization,3
martinez2013human-genome,Package,2
martinez2013human-genome,Diagram,2
martinez2013human-genome,Text,2
martinez2013human-genome,Project,1
martinez2013human-genome,GeneralizationSet,1
mgic-antt2011,Property,6906
mgic-antt2011,Cardinality,6108
mgic-antt2011,Class,5231
mgic-antt2011,Generalization,3607
mgic-antt2011,Relation,3054
mgic-antt2011,Diagram,596
mgic-antt2011,Package,319
mgic-antt2011,Literal,51
mgic-antt2011,Project,1
moreira2018saref4health,Point,80
moreira2018saref4health,Property,26
moreira2018saref4health,Cardinality,24
moreira2018saref4health,ClassView,23
moreira2018saref4health,Rectangle,23
moreira2018saref4health,Path,23
moreira2018saref4health,Class,19
moreira2018saref4health,GeneralizationView,12
moreira2018saref4health,Generalization,11
moreira2018saref4health,Relation,10
moreira2018saref4health,Package,4
moreira2018saref4health,Diagram,2
moreira2018saref4health,Project,1
nardi2015ufo-s,Point,217
nardi2015ufo-s,Property,96
nardi2015ufo-s,Cardinality,96
nardi2015ufo-s,Path,67
nardi2015ufo-s,Relation,48
nardi2015ufo-s,ClassView,38
nardi2015ufo-s,Rectangle,38
nardi2015ufo-s,Class,27
nardi2015ufo-s,GeneralizationView,13
nardi2015ufo-s,Generalization,9
nardi2015ufo-s,Diagram,3
nardi2015ufo-s,Package,2
nardi2015ufo-s,Project,1
nascimento2023spacecon,Property,30
nascimento2023spacecon,Cardinality,30
nascimento2023spacecon,Class,18
nascimento2023spacecon,Relation,15
nascimento2023spacecon,Generalization,4
nascimento2023spacecon,Project,1
nascimento2023spacecon,Package,1
nascimento2023spacecon,Diagram,1
neves2020nwpontology,Point,172
neves2020nwpontology,Property,47
neves2020nwpontology,Cardinality,44
neves2020nwpontology,Path,41
neves2020nwpontology,Class,35
neves2020nwpontology,ClassView,35
neves2020nwpontology,Rectangle,35
neves2020nwpontology,Relation,22
neves2020nwpontology,Generalization,19
neves2020nwpontology,GeneralizationView,19
neves2020nwpontology,Project,1
neves2020nwpontology,Package,1
neves2020nwpontology,Diagram,1
neves2021grain-production,Point,69
neves2021grain-production,Property,32
neves2021grain-production,Cardinality,32
neves2021grain-production,Class,18
neves2021grain-production,ClassView,18
neves2021grain-production,Rectangle,18
neves2021grain-production,Path,18
neves2021grain-production,Relation,16
neves2021grain-production,Package,2
neves2021grain-production,Generalization,2
neves2021grain-production,GeneralizationView,2
neves2021grain-production,Project,1
neves2021grain-production,Diagram,1
niederkofler2019dssapple,Point,427
niederkofler2019dssapple,Path,112
niederkofler2019dssapple,ClassView,91
niederkofler2019dssapple,Rectangle,91
niederkofler2019dssapple,Property,88
niederkofler2019dssapple,Cardinality,86
niederkofler2019dssapple,Class,68
niederkofler2019dssapple,GeneralizationView,63
niederkofler2019dssapple,Generalization,51
niederkofler2019dssapple,Relation,43
niederkofler2019dssapple,Diagram,5
niederkofler2019dssapple,Package,2
niederkofler2019dssapple,Project,1
o3ontology2015,Property,440
o3ontology2015,Cardinality,440
o3ontology2015,Class,303
o3ontology2015,Generalization,295
o3ontology2015,Relation,220
o3ontology2015,Diagram,43
o3ontology2015,Package,12
o3ontology2015,Project,1
oliveira2007collaboration,Point,126
oliveira2007collaboration,Property,40
oliveira2007collaboration,Cardinality,40
oliveira2007collaboration,Path,33
oliveira2007collaboration,ClassView,24
oliveira2007collaboration,Rectangle,24
oliveira2007collaboration,Class,20
oliveira2007collaboration,Relation,20
oliveira2007collaboration,GeneralizationView,10
oliveira2007collaboration,Generalization,9
oliveira2007collaboration,Package,4
oliveira2007collaboration,Diagram,2
oliveira2007collaboration,Project,1
oliveira2022rose,Point,473
oliveira2022rose,Property,172
oliveira2022rose,Cardinality,170
oliveira2022rose,Path,138
oliveira2022rose,ClassView,94
oliveira2022rose,Rectangle,94
oliveira2022rose,Relation,86
oliveira2022rose,Class,63
oliveira2022rose,GeneralizationView,26
oliveira2022rose,Generalization,23
oliveira2022rose,Text,9
oliveira2022rose,GeneralizationSet,8
oliveira2022rose,Diagram,7
oliveira2022rose,Package,4
oliveira2022rose,Project,1
pereira2015doacao-orgaos,Point,106
pereira2015doacao-orgaos,Path,29
pereira2015doacao-orgaos,ClassView,28
pereira2015doacao-orgaos,Rectangle,28
pereira2015doacao-orgaos,Class,25
pereira2015doacao-orgaos,Generalization,20
pereira2015doacao-orgaos,GeneralizationView,20
pereira2015doacao-orgaos,Property,18
pereira2015doacao-orgaos,Cardinality,18
pereira2015doacao-orgaos,Relation,9
pereira2015doacao-orgaos,GeneralizationSet,3
pereira2015doacao-orgaos,Text,3
pereira2015doacao-orgaos,Package,2
pereira2015doacao-orgaos,Diagram,2
pereira2015doacao-orgaos,Project,1
pereira2020ontotrans,Point,228
pereira2020ontotrans,Property,134
pereira2020ontotrans,Cardinality,134
pereira2020ontotrans,Relation,67
pereira2020ontotrans,Path,67
pereira2020ontotrans,ClassView,39
pereira2020ontotrans,Rectangle,39
pereira2020ontotrans,Class,35
pereira2020ontotrans,Project,1
pereira2020ontotrans,Package,1
pereira2020ontotrans,Diagram,1
piest2024dsr-kb,Property,132
piest2024dsr-kb,Cardinality,132
piest2024dsr-kb,Class,84
piest2024dsr-kb,Relation,66
piest2024dsr-kb,Generalization,50
piest2024dsr-kb,Diagram,4
piest2024dsr-kb,Project,1
piest2024dsr-kb,Package,1
pinheiro2024api,Property,93
pinheiro2024api,Cardinality,67
pinheiro2024api,Relation,34
pinheiro2024api,Class,28
pinheiro2024api,Generalization,7
pinheiro2024api,Package,5
pinheiro2024api,Diagram,3
pinheiro2024api,Project,1
plato-ontology2019,Point,388
plato-ontology2019,Property,162
plato-ontology2019,Cardinality,140
plato-ontology2019,Path,115
plato-ontology2019,Rectangle,91
plato-ontology2019,ClassView,90
plato-ontology2019,Class,73
plato-ontology2019,Relation,70
plato-ontology2019,GeneralizationView,38
plato-ontology2019,Generalization,36
plato-ontology2019,Diagram,8
plato-ontology2019,Package,2
plato-ontology2019,Project,1
plato-ontology2019,GeneralizationSet,1
plato-ontology2019,PackageView,1
plato-ontology2019,Text,1
porello2020coex,Point,138
porello2020coex,Property,74
porello2020coex,Cardinality,74
porello2020coex,Path,41
porello2020coex,Relation,37
porello2020coex,ClassView,22
porello2020coex,Rectangle,22
porello2020coex,Class,17
porello2020coex,Package,3
porello2020coex,Generalization,2
porello2020coex,Diagram,2
porello2020coex,GeneralizationView,2
porello2020coex,Project,1
ppo-o2021,Point,277
ppo-o2021,Property,84
ppo-o2021,Cardinality,84
ppo-o2021,Path,77
ppo-o2021,ClassView,63
ppo-o2021,Rectangle,63
ppo-o2021,Class,59
ppo-o2021,Relation,42
ppo-o2021,Generalization,35
ppo-o2021,GeneralizationView,35
ppo-o2021,GeneralizationSet,11
ppo-o2021,Text,11
ppo-o2021,Package,5
ppo-o2021,Diagram,4
ppo-o2021,Project,1
public-expense-ontology2020,Point,203
public-expense-ontology2020,Property,52
public-expense-ontology2020,Cardinality,52
public-expense-ontology2020,Path,51
public-expense-ontology2020,ClassView,46
public-expense-ontology2020,Rectangle,46
public-expense-ontology2020,Class,42
public-expense-ontology2020,Relation,26
public-expense-ontology2020,Generalization,25
public-expense-ontology2020,GeneralizationView,25
public-expense-ontology2020,GeneralizationSet,9
public-expense-ontology2020,Text,9
public-expense-ontology2020,Diagram,3
public-expense-ontology2020,Project,1
public-expense-ontology2020,Package,1
quality-assurance-process-ontology2017,Point,231
quality-assurance-process-ontology2017,Path,61
quality-assurance-process-ontology2017,Property,56
quality-assurance-process-ontology2017,Cardinality,56
quality-assurance-process-ontology2017,Class,37
quality-assurance-process-ontology2017,ClassView,37
quality-assurance-process-ontology2017,Rectangle,37
quality-assurance-process-ontology2017,Generalization,33
quality-assurance-process-ontology2017,GeneralizationView,33
quality-assurance-process-ontology2017,Relation,28
quality-assurance-process-ontology2017,GeneralizationSet,3
quality-assurance-process-ontology2017,Text,3
quality-assurance-process-ontology2017,Project,1
quality-assurance-process-ontology2017,Package,1
quality-assurance-process-ontology2017,Diagram,1
ramirez2015userfeedback,Point,251
ramirez2015userfeedback,Property,72
ramirez2015userfeedback,Cardinality,72
ramirez2015userfeedback,Path,69
ramirez2015userfeedback,ClassView,62
ramirez2015userfeedback,Rectangle,62
ramirez2015userfeedback,Class,50
ramirez2015userfeedback,Relation,36
ramirez2015userfeedback,Generalization,26
ramirez2015userfeedback,GeneralizationView,26
ramirez2015userfeedback,Literal,12
ramirez2015userfeedback,Diagram,4
ramirez2015userfeedback,Package,2
ramirez2015userfeedback,Text,2
ramirez2015userfeedback,Project,1
ramirez2015userfeedback,GeneralizationSet,1
ramos2021bias,Point,244
ramos2021bias,Path,68
ramos2021bias,Property,60
ramos2021bias,Cardinality,60
ramos2021bias,ClassView,54
ramos2021bias,Rectangle,54
ramos2021bias,Class,49
ramos2021bias,Generalization,34
ramos2021bias,GeneralizationView,34
ramos2021bias,Relation,30
ramos2021bias,Package,3
ramos2021bias,Diagram,2
ramos2021bias,Project,1
repa2021public-administration,Point,134
repa2021public-administration,Path,31
repa2021public-administration,Class,25
repa2021public-administration,ClassView,25
repa2021public-administration,Rectangle,25
repa2021public-administration,Generalization,22
repa2021public-administration,GeneralizationView,22
repa2021public-administration,Property,18
repa2021public-administration,Cardinality,18
repa2021public-administration,Relation,9
repa2021public-administration,Project,1
repa2021public-administration,Package,1
repa2021public-administration,Diagram,1
rocha2023ciencia-aberta,Property,44
rocha2023ciencia-aberta,Class,24
rocha2023ciencia-aberta,Relation,22
rocha2023ciencia-aberta,Generalization,14
rocha2023ciencia-aberta,Cardinality,12
rocha2023ciencia-aberta,GeneralizationSet,3
rocha2023ciencia-aberta,Project,1
rocha2023ciencia-aberta,Package,1
rocha2023ciencia-aberta,Diagram,1
rodrigues2017urinary-profiles,Point,420
rodrigues2017urinary-profiles,Property,124
rodrigues2017urinary-profiles,Cardinality,124
rodrigues2017urinary-profiles,Path,117
rodrigues2017urinary-profiles,ClassView,81
rodrigues2017urinary-profiles,Rectangle,81
rodrigues2017urinary-profiles,Class,63
rodrigues2017urinary-profiles,Relation,62
rodrigues2017urinary-profiles,GeneralizationView,53
rodrigues2017urinary-profiles,Generalization,51
rodrigues2017urinary-profiles,Diagram,7
rodrigues2017urinary-profiles,Package,2
rodrigues2017urinary-profiles,Project,1
rodrigues2019ontocrime,Point,785
rodrigues2019ontocrime,Path,199
rodrigues2019ontocrime,ClassView,154
rodrigues2019ontocrime,Rectangle,154
rodrigues2019ontocrime,GeneralizationView,140
rodrigues2019ontocrime,Generalization,123
rodrigues2019ontocrime,Property,114
rodrigues2019ontocrime,Cardinality,114
rodrigues2019ontocrime,Class,106
rodrigues2019ontocrime,Relation,57
rodrigues2019ontocrime,Text,10
rodrigues2019ontocrime,GeneralizationSet,9
rodrigues2019ontocrime,Diagram,7
rodrigues2019ontocrime,Package,5
rodrigues2019ontocrime,Project,1
rodrigues2019turbidite,Point,589
rodrigues2019turbidite,Property,207
rodrigues2019turbidite,Cardinality,198
rodrigues2019turbidite,Path,161
rodrigues2019turbidite,Relation,99
rodrigues2019turbidite,ClassView,99
rodrigues2019turbidite,Rectangle,99
rodrigues2019turbidite,Class,69
rodrigues2019turbidite,GeneralizationView,38
rodrigues2019turbidite,Generalization,36
rodrigues2019turbidite,Diagram,5
rodrigues2019turbidite,Text,4
rodrigues2019turbidite,GeneralizationSet,3
rodrigues2019turbidite,Project,1
rodrigues2019turbidite,Package,1
romanenko2023what,Point,268
romanenko2023what,Path,68
romanenko2023what,Property,62
romanenko2023what,Cardinality,58
romanenko2023what,Class,55
romanenko2023what,ClassView,55
romanenko2023what,Rectangle,55
romanenko2023what,Generalization,37
romanenko2023what,GeneralizationView,37
romanenko2023what,Relation,31
romanenko2023what,GeneralizationSet,11
romanenko2023what,Text,11
romanenko2023what,Package,2
romanenko2023what,Project,1
romanenko2023what,Diagram,1
sales2018competition,Point,177
sales2018competition,Property,65
sales2018competition,Cardinality,65
sales2018competition,Path,47
sales2018competition,Relation,31
sales2018competition,ClassView,28
sales2018competition,Rectangle,28
sales2018competition,Class,27
sales2018competition,Generalization,16
sales2018competition,GeneralizationView,16
sales2018competition,GeneralizationSet,3
sales2018competition,Diagram,3
sales2018competition,Text,3
sales2018competition,Project,1
sales2018competition,Package,1
sales2018cover,Point,555
sales2018cover,Path,136
sales2018cover,Property,116
sales2018cover,Cardinality,116
sales2018cover,ClassView,111
sales2018cover,Rectangle,111
sales2018cover,GeneralizationView,68
sales2018cover,Class,63
sales2018cover,Generalization,59
sales2018cover,Relation,58
sales2018cover,Text,21
sales2018cover,GeneralizationSet,20
sales2018cover,Diagram,9
sales2018cover,Package,5
sales2018cover,Project,1
santos2020valuenetworks,Point,65
santos2020valuenetworks,Path,16
santos2020valuenetworks,Class,15
santos2020valuenetworks,ClassView,15
santos2020valuenetworks,Rectangle,15
santos2020valuenetworks,Property,12
santos2020valuenetworks,Cardinality,12
santos2020valuenetworks,Generalization,10
santos2020valuenetworks,GeneralizationView,10
santos2020valuenetworks,Relation,6
santos2020valuenetworks,Package,2
santos2020valuenetworks,Project,1
santos2020valuenetworks,Diagram,1
sariev2024maritime,Property,124
sariev2024maritime,Class,83
sariev2024maritime,Relation,62
sariev2024maritime,Cardinality,60
sariev2024maritime,Generalization,33
sariev2024maritime,GeneralizationSet,12
sariev2024maritime,Diagram,3
sariev2024maritime,Project,1
sariev2024maritime,Package,1
schoonderbeek2024eamon,Property,258
schoonderbeek2024eamon,Cardinality,257
schoonderbeek2024eamon,Relation,128
schoonderbeek2024eamon,Class,47
schoonderbeek2024eamon,Diagram,9
schoonderbeek2024eamon,Package,2
schoonderbeek2024eamon,Generalization,2
schoonderbeek2024eamon,Project,1
services2015,Property,182
services2015,Cardinality,182
services2015,Class,124
services2015,Generalization,101
services2015,Relation,91
services2015,Package,17
services2015,Diagram,10
services2015,Project,1
sikora2021online-education,Point,365
sikora2021online-education,Property,116
sikora2021online-education,Cardinality,116
sikora2021online-education,Path,109
sikora2021online-education,ClassView,107
sikora2021online-education,Rectangle,107
sikora2021online-education,Class,65
sikora2021online-education,Relation,58
sikora2021online-education,GeneralizationView,50
sikora2021online-education,Generalization,47
sikora2021online-education,Diagram,12
sikora2021online-education,Text,8
sikora2021online-education,GeneralizationSet,7
sikora2021online-education,Project,1
sikora2021online-education,Package,1
silva2012itarchitecture,Point,496
silva2012itarchitecture,Path,110
silva2012itarchitecture,ClassView,96
silva2012itarchitecture,Rectangle,96
silva2012itarchitecture,Class,84
silva2012itarchitecture,GeneralizationView,77
silva2012itarchitecture,Generalization,70
silva2012itarchitecture,Property,68
silva2012itarchitecture,Cardinality,68
silva2012itarchitecture,Relation,33
silva2012itarchitecture,Text,20
silva2012itarchitecture,GeneralizationSet,18
silva2012itarchitecture,Diagram,7
silva2012itarchitecture,Package,2
silva2012itarchitecture,Project,1
silva2021sebim,Property,53
silva2021sebim,Class,42
silva2021sebim,Generalization,22
silva2021sebim,Relation,22
silva2021sebim,Cardinality,18
silva2021sebim,Project,1
silva2021sebim,Package,1
silva2021sebim,Diagram,1
silva2023onto4caal,Class,193
silva2023onto4caal,Property,172
silva2023onto4caal,Generalization,127
silva2023onto4caal,Relation,86
silva2023onto4caal,Cardinality,46
silva2023onto4caal,Project,1
silva2023onto4caal,Package,1
silva2023onto4caal,Diagram,1
silva2023onto4elev,Class,197
silva2023onto4elev,Property,154
silva2023onto4elev,Generalization,120
silva2023onto4elev,Relation,77
silva2023onto4elev,Cardinality,2
silva2023onto4elev,Project,1
silva2023onto4elev,Package,1
silva2023onto4elev,Diagram,1
silveira2021oap,Point,159
silveira2021oap,Property,50
silveira2021oap,Cardinality,50
silveira2021oap,Path,40
silveira2021oap,Class,32
silveira2021oap,ClassView,32
silveira2021oap,Rectangle,32
silveira2021oap,Relation,25
silveira2021oap,Generalization,15
silveira2021oap,GeneralizationView,15
silveira2021oap,GeneralizationSet,3
silveira2021oap,Text,3
silveira2021oap,Diagram,2
silveira2021oap,Project,1
silveira2021oap,Package,1
spmo2017,Point,256
spmo2017,Property,80
spmo2017,Path,73
spmo2017,Cardinality,54
spmo2017,ClassView,50
spmo2017,Rectangle,50
spmo2017,GeneralizationView,39
spmo2017,Class,34
spmo2017,Generalization,32
spmo2017,Relation,27
spmo2017,Package,6
spmo2017,Diagram,3
spmo2017,Project,1
spmo2017,GeneralizationSet,1
spmo2017,Text,1
spo2017,Point,1073
spo2017,Path,304
spo2017,ClassView,221
spo2017,Rectangle,221
spo2017,GeneralizationView,188
spo2017,Property,186
spo2017,Cardinality,178
spo2017,Generalization,118
spo2017,Class,109
spo2017,Relation,89
spo2017,Diagram,15
spo2017,Package,5
spo2017,GeneralizationSet,4
spo2017,Text,4
spo2017,Project,1
tesolin2023hint,Property,125
tesolin2023hint,Cardinality,63
tesolin2023hint,Relation,53
tesolin2023hint,Class,38
tesolin2023hint,Generalization,21
tesolin2023hint,GeneralizationSet,4
tesolin2023hint,Diagram,3
tesolin2023hint,Project,1
tesolin2023hint,Package,1
valaski2020medical-appointment,Point,30
valaski2020medical-appointment,Property,14
valaski2020medical-appointment,Cardinality,14
valaski2020medical-appointment,Path,9
valaski2020medical-appointment,Class,7
valaski2020medical-appointment,Relation,7
valaski2020medical-appointment,ClassView,7
valaski2020medical-appointment,Rectangle,7
valaski2020medical-appointment,Generalization,2
valaski2020medical-appointment,GeneralizationView,2
valaski2020medical-appointment,Project,1
valaski2020medical-appointment,Package,1
valaski2020medical-appointment,Diagram,1
van-ee2021modular,Point,705
van-ee2021modular,Path,213
van-ee2021modular,Property,203
van-ee2021modular,ClassView,140
van-ee2021modular,Rectangle,140
van-ee2021modular,Cardinality,132
van-ee2021modular,Class,100
van-ee2021modular,GeneralizationView,98
van-ee2021modular,Generalization,78
van-ee2021modular,Relation,66
van-ee2021modular,Package,19
van-ee2021modular,Text,10
van-ee2021modular,Diagram,8
van-ee2021modular,GeneralizationSet,6
van-ee2021modular,Project,1
van-wingerde2020smart-contracts,Point,148
van-wingerde2020smart-contracts,Property,84
van-wingerde2020smart-contracts,Cardinality,84
van-wingerde2020smart-contracts,Path,49
van-wingerde2020smart-contracts,Relation,42
van-wingerde2020smart-contracts,Class,39
van-wingerde2020smart-contracts,ClassView,39
van-wingerde2020smart-contracts,Rectangle,39
van-wingerde2020smart-contracts,Generalization,7
van-wingerde2020smart-contracts,GeneralizationView,7
van-wingerde2020smart-contracts,Package,4
van-wingerde2020smart-contracts,Diagram,3
van-wingerde2020smart-contracts,Project,1
vieira2020weathering,Point,319
vieira2020weathering,Property,120
vieira2020weathering,Cardinality,120
vieira2020weathering,Path,91
vieira2020weathering,ClassView,68
vieira2020weathering,Rectangle,68
vieira2020weathering,Relation,60
vieira2020weathering,Class,39
vieira2020weathering,GeneralizationView,28
vieira2020weathering,Generalization,26
vieira2020weathering,Diagram,7
vieira2020weathering,Text,7
vieira2020weathering,GeneralizationSet,5
vieira2020weathering,Package,3
vieira2020weathering,Project,1
weigand2021artifact,Point,268
weigand2021artifact,Property,92
weigand2021artifact,Cardinality,92
weigand2021artifact,Path,79
weigand2021artifact,ClassView,66
weigand2021artifact,Rectangle,66
weigand2021artifact,Class,52
weigand2021artifact,Relation,46
weigand2021artifact,GeneralizationView,31
weigand2021artifact,Generalization,29
weigand2021artifact,GeneralizationSet,5
weigand2021artifact,Diagram,5
weigand2021artifact,Text,5
weigand2021artifact,Package,2
weigand2021artifact,Project,1
xhani2023xmlpo,Property,184
xhani2023xmlpo,Cardinality,166
xhani2023xmlpo,Class,119
xhani2023xmlpo,Relation,92
xhani2023xmlpo,Generalization,54
xhani2023xmlpo,GeneralizationSet,6
xhani2023xmlpo,Package,5
xhani2023xmlpo,Diagram,2
xhani2023xmlpo,Project,1
zanetti2019orm-o,Point,205
zanetti2019orm-o,Path,47
zanetti2019orm-o,Property,44
zanetti2019orm-o,Cardinality,44
zanetti2019orm-o,ClassView,38
zanetti2019orm-o,Rectangle,38
zanetti2019orm-o,Class,34
zanetti2019orm-o,GeneralizationView,25
zanetti2019orm-o,Generalization,24
zanetti2019orm-o,Relation,22
zanetti2019orm-o,Diagram,3
zanetti2019orm-o,Text,3
zanetti2019orm-o,GeneralizationSet,2
zanetti2019orm-o,Project,1
zanetti2019orm-o,Package,1
zhou2017hazard-ontology-robotic-strolling,Point,44
zhou2017hazard-ontology-robotic-strolling,Property,28
zhou2017hazard-ontology-robotic-strolling,Cardinality,28
zhou2017hazard-ontology-robotic-strolling,Relation,14
zhou2017hazard-ontology-robotic-strolling,Path,14
zhou2017hazard-ontology-robotic-strolling,Class,13
zhou2017hazard-ontology-robotic-strolling,ClassView,13
zhou2017hazard-ontology-robotic-strolling,Rectangle,13
zhou2017hazard-ontology-robotic-strolling,Package,2
zhou2017hazard-ontology-robotic-strolling,Project,1
zhou2017hazard-ontology-robotic-strolling,Diagram,1
zhou2017hazard-ontology-train-control,Point,142
zhou2017hazard-ontology-train-control,Property,60
zhou2017hazard-ontology-train-control,Cardinality,60
zhou2017hazard-ontology-train-control,ClassView,45
zhou2017hazard-ontology-train-control,Rectangle,45
zhou2017hazard-ontology-train-control,Path,44
zhou2017hazard-ontology-train-control,Relation,30
zhou2017hazard-ontology-train-control,Class,25
zhou2017hazard-ontology-train-control,Package,2
zhou2017hazard-ontology-train-control,Diagram,2
zhou2017hazard-ontology-train-control,Project,1
