model_id,element,count
bernasconi2023fair-principles,sourceView,43
bernasconi2023fair-principles,general,38
bernasconi2023fair-principles,specific,38
bernasconi2023fair-principles,sourceEnd,29
bernasconi2023fair-principles,targetEnd,29
bernasconi2023fair-principles,generalization,4
bernasconi2023fair-principles,diagram,3
bernasconi2023fair-principles,isComplete,2
bernasconi2023fair-principles,isDisjoint,2
bernasconi2023fair-principles,model,1
brazilian-governmental-organizational-structures,xCoordinate,98
brazilian-governmental-organizational-structures,yCoordinate,98
brazilian-governmental-organizational-structures,project,89
brazilian-governmental-organizational-structures,point,78
brazilian-governmental-organizational-structures,containsModelElement,43
brazilian-governmental-organizational-structures,containsView,42
brazilian-governmental-organizational-structures,isDerived,36
brazilian-governmental-organizational-structures,isViewOf,30
brazilian-governmental-organizational-structures,shape,30
brazilian-governmental-organizational-structures,name,30
brazilian-governmental-organizational-structures,stereotype,22
brazilian-governmental-organizational-structures,topLeftPosition,20
brazilian-governmental-organizational-structures,height,20
brazilian-governmental-organizational-structures,width,20
brazilian-governmental-organizational-structures,order,15
brazilian-governmental-organizational-structures,isPowertype,15
brazilian-governmental-organizational-structures,restrictedTo,15
brazilian-governmental-organizational-structures,isAbstract,15
brazilian-governmental-organizational-structures,isExtensional,15
brazilian-governmental-organizational-structures,targetView,15
brazilian-governmental-organizational-structures,general,15
brazilian-governmental-organizational-structures,specific,15
brazilian-governmental-organizational-structures,sourceView,15
brazilian-governmental-organizational-structures,aggregationKind,14
brazilian-governmental-organizational-structures,isReadOnly,14
brazilian-governmental-organizational-structures,isOrdered,14
brazilian-governmental-organizational-structures,cardinality,14
brazilian-governmental-organizational-structures,cardinalityValue,14
brazilian-governmental-organizational-structures,propertyType,14
brazilian-governmental-organizational-structures,relationEnd,14
brazilian-governmental-organizational-structures,generalization,11
brazilian-governmental-organizational-structures,upperBound,10
brazilian-governmental-organizational-structures,lowerBound,10
brazilian-governmental-organizational-structures,sourceEnd,7
brazilian-governmental-organizational-structures,targetEnd,7
brazilian-governmental-organizational-structures,isDisjoint,5
brazilian-governmental-organizational-structures,isComplete,5
brazilian-governmental-organizational-structures,model,1
brazilian-governmental-organizational-structures,diagram,1
buchtela2020connection,xCoordinate,118
buchtela2020connection,yCoordinate,118
buchtela2020connection,project,112
buchtela2020connection,point,93
buchtela2020connection,isDerived,58
buchtela2020connection,containsModelElement,52
buchtela2020connection,containsView,51
buchtela2020connection,name,39
buchtela2020connection,shape,32
buchtela2020connection,isViewOf,32
buchtela2020connection,aggregationKind,26
buchtela2020connection,relationEnd,26
buchtela2020connection,propertyType,26
buchtela2020connection,isOrdered,26
buchtela2020connection,cardinalityValue,26
buchtela2020connection,isReadOnly,26
buchtela2020connection,cardinality,26
buchtela2020connection,topLeftPosition,25
buchtela2020connection,width,25
buchtela2020connection,height,25
buchtela2020connection,restrictedTo,19
buchtela2020connection,isAbstract,19
buchtela2020connection,isExtensional,19
buchtela2020connection,order,19
buchtela2020connection,stereotype,19
buchtela2020connection,isPowertype,19
buchtela2020connection,upperBound,18
buchtela2020connection,lowerBound,18
buchtela2020connection,specific,13
buchtela2020connection,targetEnd,13
buchtela2020connection,targetView,13
buchtela2020connection,sourceView,13
buchtela2020connection,general,13
buchtela2020connection,generalization,13
buchtela2020connection,sourceEnd,13
buchtela2020connection,isComplete,6
buchtela2020connection,isDisjoint,6
buchtela2020connection,model,1
buchtela2020connection,diagram,1
buridan-ontology2021,project,414
buridan-ontology2021,xCoordinate,364
buridan-ontology2021,yCoordinate,364
buridan-ontology2021,point,272
buridan-ontology2021,isDerived,215
buridan-ontology2021,containsView,198
buridan-ontology2021,containsModelElement,162
buridan-ontology2021,shape,137
buridan-ontology2021,isViewOf,137
buridan-ontology2021,aggregationKind,108
buridan-ontology2021,isReadOnly,108
buridan-ontology2021,isOrdered,108
buridan-ontology2021,cardinalityValue,106
buridan-ontology2021,propertyType,106
buridan-ontology2021,cardinality,106
buridan-ontology2021,relationEnd,106
buridan-ontology2021,lowerBound,103
buridan-ontology2021,upperBound,103
buridan-ontology2021,height,92
buridan-ontology2021,topLeftPosition,92
buridan-ontology2021,width,92
buridan-ontology2021,stereotype,89
buridan-ontology2021,name,89
buridan-ontology2021,restrictedTo,54
buridan-ontology2021,isExtensional,54
buridan-ontology2021,isPowertype,54
buridan-ontology2021,order,54
buridan-ontology2021,isAbstract,54
buridan-ontology2021,sourceEnd,53
buridan-ontology2021,targetEnd,53
buridan-ontology2021,description,52
buridan-ontology2021,sourceView,50
buridan-ontology2021,targetView,50
buridan-ontology2021,specific,48
buridan-ontology2021,general,48
buridan-ontology2021,generalization,9
buridan-ontology2021,diagram,6
buridan-ontology2021,isComplete,4
buridan-ontology2021,isDisjoint,4
buridan-ontology2021,attribute,2
buridan-ontology2021,model,1
carolla2014campus-management,project,115
carolla2014campus-management,yCoordinate,90
carolla2014campus-management,xCoordinate,90
carolla2014campus-management,isDerived,86
carolla2014campus-management,point,73
carolla2014campus-management,isReadOnly,46
carolla2014campus-management,propertyType,46
carolla2014campus-management,upperBound,46
carolla2014campus-management,cardinality,46
carolla2014campus-management,aggregationKind,46
carolla2014campus-management,cardinalityValue,46
carolla2014campus-management,lowerBound,46
carolla2014campus-management,isOrdered,46
carolla2014campus-management,relationEnd,46
carolla2014campus-management,containsView,45
carolla2014campus-management,containsModelElement,45
carolla2014campus-management,stereotype,30
carolla2014campus-management,name,27
carolla2014campus-management,sourceEnd,23
carolla2014campus-management,targetEnd,23
carolla2014campus-management,isViewOf,22
carolla2014campus-management,shape,22
carolla2014campus-management,isAbstract,17
carolla2014campus-management,order,17
carolla2014campus-management,isExtensional,17
carolla2014campus-management,topLeftPosition,17
carolla2014campus-management,restrictedTo,17
carolla2014campus-management,height,17
carolla2014campus-management,width,17
carolla2014campus-management,isPowertype,17
carolla2014campus-management,sourceView,5
carolla2014campus-management,targetView,5
carolla2014campus-management,general,5
carolla2014campus-management,specific,5
carolla2014campus-management,diagram,1
carolla2014campus-management,model,1
castro2012cloudvulnerability,project,209
castro2012cloudvulnerability,xCoordinate,189
castro2012cloudvulnerability,yCoordinate,189
castro2012cloudvulnerability,point,142
castro2012cloudvulnerability,isDerived,113
castro2012cloudvulnerability,containsView,99
castro2012cloudvulnerability,containsModelElement,85
castro2012cloudvulnerability,name,80
castro2012cloudvulnerability,isViewOf,65
castro2012cloudvulnerability,shape,65
castro2012cloudvulnerability,stereotype,58
castro2012cloudvulnerability,cardinality,54
castro2012cloudvulnerability,propertyType,54
castro2012cloudvulnerability,isOrdered,54
castro2012cloudvulnerability,isReadOnly,54
castro2012cloudvulnerability,cardinalityValue,54
castro2012cloudvulnerability,relationEnd,54
castro2012cloudvulnerability,aggregationKind,54
castro2012cloudvulnerability,height,47
castro2012cloudvulnerability,topLeftPosition,47
castro2012cloudvulnerability,width,47
castro2012cloudvulnerability,upperBound,38
castro2012cloudvulnerability,lowerBound,38
castro2012cloudvulnerability,isPowertype,32
castro2012cloudvulnerability,isExtensional,32
castro2012cloudvulnerability,isAbstract,32
castro2012cloudvulnerability,order,32
castro2012cloudvulnerability,restrictedTo,32
castro2012cloudvulnerability,sourceEnd,27
castro2012cloudvulnerability,targetEnd,27
castro2012cloudvulnerability,targetView,22
castro2012cloudvulnerability,sourceView,22
castro2012cloudvulnerability,general,21
castro2012cloudvulnerability,specific,21
castro2012cloudvulnerability,generalization,7
castro2012cloudvulnerability,isComplete,4
castro2012cloudvulnerability,isDisjoint,4
castro2012cloudvulnerability,diagram,4
castro2012cloudvulnerability,model,1
cgts2021sebim,project,135
cgts2021sebim,xCoordinate,108
cgts2021sebim,yCoordinate,108
cgts2021sebim,point,79
cgts2021sebim,isDerived,66
cgts2021sebim,containsModelElement,59
cgts2021sebim,containsView,59
cgts2021sebim,isViewOf,48
cgts2021sebim,shape,48
cgts2021sebim,name,37
cgts2021sebim,stereotype,32
cgts2021sebim,isExtensional,29
cgts2021sebim,height,29
cgts2021sebim,topLeftPosition,29
cgts2021sebim,isAbstract,29
cgts2021sebim,order,29
cgts2021sebim,isPowertype,29
cgts2021sebim,width,29
cgts2021sebim,restrictedTo,29
cgts2021sebim,isOrdered,26
cgts2021sebim,isReadOnly,26
cgts2021sebim,aggregationKind,26
cgts2021sebim,cardinality,22
cgts2021sebim,relationEnd,22
cgts2021sebim,cardinalityValue,22
cgts2021sebim,propertyType,22
cgts2021sebim,sourceView,19
cgts2021sebim,general,19
cgts2021sebim,specific,19
cgts2021sebim,targetView,19
cgts2021sebim,lowerBound,18
cgts2021sebim,upperBound,18
cgts2021sebim,sourceEnd,11
cgts2021sebim,targetEnd,11
cgts2021sebim,attribute,4
cgts2021sebim,model,1
cgts2021sebim,diagram,1
cmpo2017,project,413
cmpo2017,xCoordinate,368
cmpo2017,yCoordinate,368
cmpo2017,point,310
cmpo2017,isDerived,253
cmpo2017,containsModelElement,174
cmpo2017,containsView,174
cmpo2017,relationEnd,132
cmpo2017,isOrdered,132
cmpo2017,isReadOnly,132
cmpo2017,cardinalityValue,132
cmpo2017,propertyType,132
cmpo2017,cardinality,132
cmpo2017,aggregationKind,132
cmpo2017,name,112
cmpo2017,shape,105
cmpo2017,isViewOf,105
cmpo2017,targetEnd,66
cmpo2017,sourceEnd,66
cmpo2017,stereotype,59
cmpo2017,width,58
cmpo2017,topLeftPosition,58
cmpo2017,height,58
cmpo2017,isAbstract,55
cmpo2017,isPowertype,55
cmpo2017,order,55
cmpo2017,isExtensional,55
cmpo2017,general,50
cmpo2017,sourceView,50
cmpo2017,specific,50
cmpo2017,targetView,50
cmpo2017,restrictedTo,46
cmpo2017,upperBound,27
cmpo2017,lowerBound,27
cmpo2017,generalization,7
cmpo2017,isDisjoint,2
cmpo2017,isComplete,2
cmpo2017,diagram,1
cmpo2017,model,1
core-o2023,project,248
core-o2023,xCoordinate,231
core-o2023,yCoordinate,231
core-o2023,point,193
core-o2023,isDerived,171
core-o2023,containsView,102
core-o2023,containsModelElement,102
core-o2023,relationEnd,94
core-o2023,propertyType,94
core-o2023,isOrdered,94
core-o2023,isReadOnly,94
core-o2023,aggregationKind,94
core-o2023,cardinalityValue,94
core-o2023,cardinality,94
core-o2023,upperBound,88
core-o2023,lowerBound,88
core-o2023,name,69
core-o2023,shape,49
core-o2023,stereotype,49
core-o2023,isViewOf,49
core-o2023,targetEnd,47
core-o2023,sourceEnd,47
core-o2023,topLeftPosition,38
core-o2023,height,38
core-o2023,width,38
core-o2023,isExtensional,30
core-o2023,isPowertype,30
core-o2023,order,30
core-o2023,isAbstract,30
core-o2023,restrictedTo,30
core-o2023,sourceView,17
core-o2023,targetView,17
core-o2023,specific,17
core-o2023,general,17
core-o2023,generalization,11
core-o2023,isDisjoint,6
core-o2023,isComplete,6
core-o2023,diagram,2
core-o2023,model,1
dcat-mlt-ufo2023,yCoordinate,269
dcat-mlt-ufo2023,xCoordinate,269
dcat-mlt-ufo2023,project,239
dcat-mlt-ufo2023,point,216
dcat-mlt-ufo2023,containsView,130
dcat-mlt-ufo2023,isDerived,129
dcat-mlt-ufo2023,name,103
dcat-mlt-ufo2023,shape,86
dcat-mlt-ufo2023,isViewOf,86
dcat-mlt-ufo2023,containsModelElement,81
dcat-mlt-ufo2023,isOrdered,68
dcat-mlt-ufo2023,aggregationKind,68
dcat-mlt-ufo2023,isReadOnly,68
dcat-mlt-ufo2023,cardinalityValue,62
dcat-mlt-ufo2023,relationEnd,62
dcat-mlt-ufo2023,propertyType,62
dcat-mlt-ufo2023,cardinality,62
dcat-mlt-ufo2023,topLeftPosition,53
dcat-mlt-ufo2023,height,53
dcat-mlt-ufo2023,width,53
dcat-mlt-ufo2023,lowerBound,34
dcat-mlt-ufo2023,upperBound,34
dcat-mlt-ufo2023,sourceView,33
dcat-mlt-ufo2023,stereotype,33
dcat-mlt-ufo2023,targetView,33
dcat-mlt-ufo2023,targetEnd,31
dcat-mlt-ufo2023,sourceEnd,31
dcat-mlt-ufo2023,isPowertype,30
dcat-mlt-ufo2023,isExtensional,30
dcat-mlt-ufo2023,order,30
dcat-mlt-ufo2023,isAbstract,30
dcat-mlt-ufo2023,restrictedTo,23
dcat-mlt-ufo2023,general,17
dcat-mlt-ufo2023,specific,17
dcat-mlt-ufo2023,attribute,6
dcat-mlt-ufo2023,diagram,3
dcat-mlt-ufo2023,description,1
dcat-mlt-ufo2023,model,1
demori2023miscon,project,129
demori2023miscon,isDerived,112
demori2023miscon,containsModelElement,73
demori2023miscon,containsView,73
demori2023miscon,name,63
demori2023miscon,isOrdered,54
demori2023miscon,propertyType,54
demori2023miscon,isReadOnly,54
demori2023miscon,relationEnd,54
demori2023miscon,aggregationKind,54
demori2023miscon,stereotype,44
demori2023miscon,isExtensional,31
demori2023miscon,restrictedTo,31
demori2023miscon,isPowertype,31
demori2023miscon,order,31
demori2023miscon,isAbstract,31
demori2023miscon,targetEnd,27
demori2023miscon,sourceEnd,27
demori2023miscon,cardinalityValue,23
demori2023miscon,lowerBound,23
demori2023miscon,upperBound,23
demori2023miscon,cardinality,23
demori2023miscon,specific,15
demori2023miscon,general,15
demori2023miscon,model,1
demori2023miscon,description,1
demori2023miscon,diagram,1
derave2019dpo,xCoordinate,3916
derave2019dpo,yCoordinate,3916
derave2019dpo,project,3033
derave2019dpo,point,2906
derave2019dpo,containsView,2193
derave2019dpo,shape,1422
derave2019dpo,isViewOf,1422
derave2019dpo,isDerived,1213
derave2019dpo,height,1010
derave2019dpo,width,1010
derave2019dpo,topLeftPosition,1010
derave2019dpo,containsModelElement,893
derave2019dpo,name,730
derave2019dpo,aggregationKind,655
derave2019dpo,isReadOnly,655
derave2019dpo,isOrdered,655
derave2019dpo,relationEnd,598
derave2019dpo,cardinality,598
derave2019dpo,cardinalityValue,598
derave2019dpo,propertyType,598
derave2019dpo,upperBound,537
derave2019dpo,lowerBound,537
derave2019dpo,sourceView,467
derave2019dpo,targetView,467
derave2019dpo,stereotype,403
derave2019dpo,targetEnd,299
derave2019dpo,sourceEnd,299
derave2019dpo,order,259
derave2019dpo,isAbstract,259
derave2019dpo,isExtensional,259
derave2019dpo,isPowertype,259
derave2019dpo,restrictedTo,255
derave2019dpo,general,250
derave2019dpo,specific,250
derave2019dpo,diagram,62
derave2019dpo,attribute,57
derave2019dpo,generalization,38
derave2019dpo,isDisjoint,18
derave2019dpo,isComplete,18
derave2019dpo,description,9
derave2019dpo,model,1
dpo2017,xCoordinate,312
dpo2017,project,312
dpo2017,yCoordinate,312
dpo2017,point,269
dpo2017,isDerived,193
dpo2017,containsModelElement,133
dpo2017,containsView,129
dpo2017,isOrdered,102
dpo2017,aggregationKind,102
dpo2017,relationEnd,102
dpo2017,cardinalityValue,102
dpo2017,isReadOnly,102
dpo2017,cardinality,102
dpo2017,propertyType,102
dpo2017,name,87
dpo2017,isViewOf,75
dpo2017,shape,75
dpo2017,targetEnd,51
dpo2017,sourceEnd,51
dpo2017,stereotype,47
dpo2017,topLeftPosition,43
dpo2017,height,43
dpo2017,width,43
dpo2017,isAbstract,40
dpo2017,isExtensional,40
dpo2017,isPowertype,40
dpo2017,order,40
dpo2017,restrictedTo,35
dpo2017,targetView,35
dpo2017,general,35
dpo2017,specific,35
dpo2017,sourceView,35
dpo2017,upperBound,32
dpo2017,lowerBound,32
dpo2017,generalization,9
dpo2017,isComplete,3
dpo2017,isDisjoint,3
dpo2017,model,1
dpo2017,diagram,1
duarte2020jogabilidade,project,118
duarte2020jogabilidade,xCoordinate,87
duarte2020jogabilidade,yCoordinate,87
duarte2020jogabilidade,isDerived,85
duarte2020jogabilidade,point,63
duarte2020jogabilidade,containsView,50
duarte2020jogabilidade,propertyType,45
duarte2020jogabilidade,isReadOnly,45
duarte2020jogabilidade,cardinality,45
duarte2020jogabilidade,aggregationKind,45
duarte2020jogabilidade,cardinalityValue,45
duarte2020jogabilidade,isOrdered,45
duarte2020jogabilidade,lowerBound,43
duarte2020jogabilidade,upperBound,43
duarte2020jogabilidade,relationEnd,42
duarte2020jogabilidade,containsModelElement,42
duarte2020jogabilidade,stereotype,34
duarte2020jogabilidade,name,32
duarte2020jogabilidade,isViewOf,28
duarte2020jogabilidade,shape,28
duarte2020jogabilidade,width,24
duarte2020jogabilidade,height,24
duarte2020jogabilidade,topLeftPosition,24
duarte2020jogabilidade,targetEnd,21
duarte2020jogabilidade,sourceEnd,21
duarte2020jogabilidade,order,19
duarte2020jogabilidade,isExtensional,19
duarte2020jogabilidade,restrictedTo,19
duarte2020jogabilidade,isAbstract,19
duarte2020jogabilidade,isPowertype,19
duarte2020jogabilidade,targetView,4
duarte2020jogabilidade,sourceView,4
duarte2020jogabilidade,attribute,3
duarte2020jogabilidade,diagram,2
duarte2020jogabilidade,specific,2
duarte2020jogabilidade,general,2
duarte2020jogabilidade,model,1
elghosh2020cargos,project,71
elghosh2020cargos,isDerived,55
elghosh2020cargos,xCoordinate,52
elghosh2020cargos,yCoordinate,52
elghosh2020cargos,point,42
elghosh2020cargos,isOrdered,30
elghosh2020cargos,aggregationKind,30
elghosh2020cargos,lowerBound,30
elghosh2020cargos,propertyType,30
elghosh2020cargos,upperBound,30
elghosh2020cargos,isReadOnly,30
elghosh2020cargos,cardinality,30
elghosh2020cargos,cardinalityValue,30
elghosh2020cargos,relationEnd,30
elghosh2020cargos,containsView,27
elghosh2020cargos,containsModelElement,27
elghosh2020cargos,name,24
elghosh2020cargos,stereotype,20
elghosh2020cargos,sourceEnd,15
elghosh2020cargos,targetEnd,15
elghosh2020cargos,shape,12
elghosh2020cargos,isViewOf,12
elghosh2020cargos,height,10
elghosh2020cargos,topLeftPosition,10
elghosh2020cargos,isAbstract,10
elghosh2020cargos,order,10
elghosh2020cargos,width,10
elghosh2020cargos,isPowertype,10
elghosh2020cargos,isExtensional,10
elghosh2020cargos,restrictedTo,7
elghosh2020cargos,targetView,2
elghosh2020cargos,specific,2
elghosh2020cargos,sourceView,2
elghosh2020cargos,general,2
elghosh2020cargos,diagram,1
elghosh2020cargos,model,1
elghosh2024eucaim,project,159
elghosh2024eucaim,isDerived,128
elghosh2024eucaim,containsModelElement,98
elghosh2024eucaim,name,68
elghosh2024eucaim,stereotype,68
elghosh2024eucaim,cardinality,60
elghosh2024eucaim,aggregationKind,60
elghosh2024eucaim,isOrdered,60
elghosh2024eucaim,isReadOnly,60
elghosh2024eucaim,relationEnd,60
elghosh2024eucaim,upperBound,60
elghosh2024eucaim,cardinalityValue,60
elghosh2024eucaim,lowerBound,60
elghosh2024eucaim,propertyType,60
elghosh2024eucaim,order,38
elghosh2024eucaim,isPowertype,38
elghosh2024eucaim,isAbstract,38
elghosh2024eucaim,isExtensional,38
elghosh2024eucaim,restrictedTo,38
elghosh2024eucaim,targetEnd,30
elghosh2024eucaim,sourceEnd,30
elghosh2024eucaim,general,27
elghosh2024eucaim,specific,27
elghosh2024eucaim,generalization,7
elghosh2024eucaim,isDisjoint,3
elghosh2024eucaim,isComplete,3
elghosh2024eucaim,model,1
elikan2018brand-identity,project,174
elikan2018brand-identity,xCoordinate,126
elikan2018brand-identity,yCoordinate,126
elikan2018brand-identity,isDerived,123
elikan2018brand-identity,point,93
elikan2018brand-identity,containsModelElement,70
elikan2018brand-identity,containsView,70
elikan2018brand-identity,aggregationKind,62
elikan2018brand-identity,isReadOnly,62
elikan2018brand-identity,relationEnd,62
elikan2018brand-identity,cardinalityValue,62
elikan2018brand-identity,cardinality,62
elikan2018brand-identity,propertyType,62
elikan2018brand-identity,isOrdered,62
elikan2018brand-identity,stereotype,54
elikan2018brand-identity,name,53
elikan2018brand-identity,lowerBound,45
elikan2018brand-identity,upperBound,45
elikan2018brand-identity,isViewOf,39
elikan2018brand-identity,shape,39
elikan2018brand-identity,height,33
elikan2018brand-identity,width,33
elikan2018brand-identity,topLeftPosition,33
elikan2018brand-identity,targetEnd,31
elikan2018brand-identity,sourceEnd,31
elikan2018brand-identity,isAbstract,30
elikan2018brand-identity,isExtensional,30
elikan2018brand-identity,isPowertype,30
elikan2018brand-identity,order,30
elikan2018brand-identity,restrictedTo,28
elikan2018brand-identity,targetView,6
elikan2018brand-identity,sourceView,6
elikan2018brand-identity,general,6
elikan2018brand-identity,specific,6
elikan2018brand-identity,diagram,2
elikan2018brand-identity,model,1
eu-rent-refactored2022,project,410
eu-rent-refactored2022,xCoordinate,390
eu-rent-refactored2022,yCoordinate,390
eu-rent-refactored2022,point,313
eu-rent-refactored2022,isDerived,224
eu-rent-refactored2022,containsModelElement,181
eu-rent-refactored2022,containsView,180
eu-rent-refactored2022,name,169
eu-rent-refactored2022,isViewOf,119
eu-rent-refactored2022,shape,119
eu-rent-refactored2022,stereotype,114
eu-rent-refactored2022,aggregationKind,108
eu-rent-refactored2022,isReadOnly,108
eu-rent-refactored2022,isOrdered,108
eu-rent-refactored2022,propertyType,100
eu-rent-refactored2022,relationEnd,100
eu-rent-refactored2022,cardinalityValue,100
eu-rent-refactored2022,cardinality,100
eu-rent-refactored2022,lowerBound,87
eu-rent-refactored2022,upperBound,87
eu-rent-refactored2022,height,77
eu-rent-refactored2022,topLeftPosition,77
eu-rent-refactored2022,width,77
eu-rent-refactored2022,restrictedTo,66
eu-rent-refactored2022,isExtensional,66
eu-rent-refactored2022,order,66
eu-rent-refactored2022,isAbstract,66
eu-rent-refactored2022,isPowertype,66
eu-rent-refactored2022,targetView,53
eu-rent-refactored2022,specific,53
eu-rent-refactored2022,sourceView,53
eu-rent-refactored2022,general,53
eu-rent-refactored2022,sourceEnd,50
eu-rent-refactored2022,targetEnd,50
eu-rent-refactored2022,generalization,27
eu-rent-refactored2022,isDisjoint,11
eu-rent-refactored2022,isComplete,11
eu-rent-refactored2022,attribute,8
eu-rent-refactored2022,model,1
eu-rent-refactored2022,diagram,1
falduci2022non-consensual-pornography,project,243
falduci2022non-consensual-pornography,yCoordinate,241
falduci2022non-consensual-pornography,xCoordinate,241
falduci2022non-consensual-pornography,point,183
falduci2022non-consensual-pornography,isDerived,141
falduci2022non-consensual-pornography,containsView,126
falduci2022non-consensual-pornography,shape,81
falduci2022non-consensual-pornography,isViewOf,81
falduci2022non-consensual-pornography,containsModelElement,80
falduci2022non-consensual-pornography,upperBound,76
falduci2022non-consensual-pornography,isOrdered,76
falduci2022non-consensual-pornography,propertyType,76
falduci2022non-consensual-pornography,relationEnd,76
falduci2022non-consensual-pornography,lowerBound,76
falduci2022non-consensual-pornography,cardinalityValue,76
falduci2022non-consensual-pornography,isReadOnly,76
falduci2022non-consensual-pornography,cardinality,76
falduci2022non-consensual-pornography,aggregationKind,76
falduci2022non-consensual-pornography,stereotype,58
falduci2022non-consensual-pornography,width,58
falduci2022non-consensual-pornography,height,58
falduci2022non-consensual-pornography,topLeftPosition,58
falduci2022non-consensual-pornography,name,57
falduci2022non-consensual-pornography,targetEnd,38
falduci2022non-consensual-pornography,sourceEnd,38
falduci2022non-consensual-pornography,targetView,30
falduci2022non-consensual-pornography,sourceView,30
falduci2022non-consensual-pornography,isPowertype,27
falduci2022non-consensual-pornography,isAbstract,27
falduci2022non-consensual-pornography,order,27
falduci2022non-consensual-pornography,isExtensional,27
falduci2022non-consensual-pornography,restrictedTo,22
falduci2022non-consensual-pornography,specific,13
falduci2022non-consensual-pornography,general,13
falduci2022non-consensual-pornography,generalization,5
falduci2022non-consensual-pornography,diagram,5
falduci2022non-consensual-pornography,isDisjoint,2
falduci2022non-consensual-pornography,isComplete,2
falduci2022non-consensual-pornography,model,1
fernandez-cejas2022curie-o,project,155
fernandez-cejas2022curie-o,yCoordinate,146
fernandez-cejas2022curie-o,xCoordinate,146
fernandez-cejas2022curie-o,point,114
fernandez-cejas2022curie-o,isDerived,92
fernandez-cejas2022curie-o,containsModelElement,68
fernandez-cejas2022curie-o,containsView,67
fernandez-cejas2022curie-o,stereotype,47
fernandez-cejas2022curie-o,shape,43
fernandez-cejas2022curie-o,isViewOf,43
fernandez-cejas2022curie-o,propertyType,42
fernandez-cejas2022curie-o,relationEnd,42
fernandez-cejas2022curie-o,upperBound,42
fernandez-cejas2022curie-o,isReadOnly,42
fernandez-cejas2022curie-o,isOrdered,42
fernandez-cejas2022curie-o,lowerBound,42
fernandez-cejas2022curie-o,aggregationKind,42
fernandez-cejas2022curie-o,cardinality,42
fernandez-cejas2022curie-o,cardinalityValue,42
fernandez-cejas2022curie-o,name,39
fernandez-cejas2022curie-o,topLeftPosition,32
fernandez-cejas2022curie-o,height,32
fernandez-cejas2022curie-o,width,32
fernandez-cejas2022curie-o,restrictedTo,29
fernandez-cejas2022curie-o,isExtensional,29
fernandez-cejas2022curie-o,isPowertype,29
fernandez-cejas2022curie-o,order,29
fernandez-cejas2022curie-o,isAbstract,29
fernandez-cejas2022curie-o,targetEnd,21
fernandez-cejas2022curie-o,sourceEnd,21
fernandez-cejas2022curie-o,general,14
fernandez-cejas2022curie-o,generalization,14
fernandez-cejas2022curie-o,sourceView,14
fernandez-cejas2022curie-o,specific,14
fernandez-cejas2022curie-o,targetView,14
fernandez-cejas2022curie-o,isDisjoint,3
fernandez-cejas2022curie-o,isComplete,3
fernandez-cejas2022curie-o,diagram,1
fernandez-cejas2022curie-o,model,1
ferreira2015ontoemergeplan,project,980
ferreira2015ontoemergeplan,xCoordinate,917
ferreira2015ontoemergeplan,yCoordinate,917
ferreira2015ontoemergeplan,point,705
ferreira2015ontoemergeplan,name,620
ferreira2015ontoemergeplan,isDerived,515
ferreira2015ontoemergeplan,containsView,459
ferreira2015ontoemergeplan,containsModelElement,408
ferreira2015ontoemergeplan,shape,315
ferreira2015ontoemergeplan,isViewOf,315
ferreira2015ontoemergeplan,stereotype,254
ferreira2015ontoemergeplan,isReadOnly,247
ferreira2015ontoemergeplan,cardinalityValue,247
ferreira2015ontoemergeplan,aggregationKind,247
ferreira2015ontoemergeplan,isOrdered,247
ferreira2015ontoemergeplan,cardinality,247
ferreira2015ontoemergeplan,propertyType,242
ferreira2015ontoemergeplan,relationEnd,242
ferreira2015ontoemergeplan,width,212
ferreira2015ontoemergeplan,topLeftPosition,212
ferreira2015ontoemergeplan,height,212
ferreira2015ontoemergeplan,lowerBound,209
ferreira2015ontoemergeplan,upperBound,209
ferreira2015ontoemergeplan,order,147
ferreira2015ontoemergeplan,isPowertype,147
ferreira2015ontoemergeplan,isAbstract,147
ferreira2015ontoemergeplan,isExtensional,147
ferreira2015ontoemergeplan,restrictedTo,130
ferreira2015ontoemergeplan,targetView,122
ferreira2015ontoemergeplan,sourceView,122
ferreira2015ontoemergeplan,targetEnd,121
ferreira2015ontoemergeplan,sourceEnd,121
ferreira2015ontoemergeplan,specific,117
ferreira2015ontoemergeplan,general,117
ferreira2015ontoemergeplan,generalization,38
ferreira2015ontoemergeplan,isComplete,19
ferreira2015ontoemergeplan,isDisjoint,19
ferreira2015ontoemergeplan,diagram,9
ferreira2015ontoemergeplan,subsetsProperty,6
ferreira2015ontoemergeplan,attribute,5
ferreira2015ontoemergeplan,redefinesProperty,2
ferreira2015ontoemergeplan,model,1
fischer2018ontorea,yCoordinate,136
fischer2018ontorea,project,136
fischer2018ontorea,xCoordinate,136
fischer2018ontorea,point,114
fischer2018ontorea,isDerived,87
fischer2018ontorea,containsModelElement,58
fischer2018ontorea,containsView,57
fischer2018ontorea,relationEnd,46
fischer2018ontorea,isOrdered,46
fischer2018ontorea,isReadOnly,46
fischer2018ontorea,cardinality,46
fischer2018ontorea,propertyType,46
fischer2018ontorea,aggregationKind,46
fischer2018ontorea,cardinalityValue,46
fischer2018ontorea,lowerBound,44
fischer2018ontorea,upperBound,44
fischer2018ontorea,name,39
fischer2018ontorea,stereotype,37
fischer2018ontorea,shape,30
fischer2018ontorea,isViewOf,30
fischer2018ontorea,targetEnd,23
fischer2018ontorea,sourceEnd,23
fischer2018ontorea,topLeftPosition,22
