Stereotype,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers
bringsAbout,0.5806988892327293,0.29254885126589214,0.0845784340359282,0.14278781940421856,0.053653698598569534,0.04583991549252763,0.16880011895586888,0.18630741599760425,0.17072981837587486,0.15903249302736722,0.24143663566351203,0.24849658165726707,0.03636415186120035,0.360077022032369,0.038505067919939316,0.0,0.0,0.04856562448045422,0.25735955140033034
characterization,0.29254885126589214,2.221179959370643,0.11526541621991857,0.5566084542950638,0.3542115335135724,0.2644901757557975,0.5685685249294461,0.34612679982875627,0.4406302423770949,0.35302392691377316,0.719307314163489,0.8559756857556073,0.2748663961159839,0.6230758781466149,0.09725297446367218,0.0,0.0,0.029001049520736594,0.28085174398143337
comparative,0.0845784340359282,0.11526541621991857,0.27232142022306693,0.15846319063986006,0.06322945752632622,0.05912206842767635,0.01652011630718367,0.0676867440848675,0.012401118332767025,0.048423401886469375,0.25306733187417985,0.15821904903284617,0.05994115214789066,0.11672915339943205,0.0024341714331414244,0.0,0.0,0.0737940996238925,0.006744347437330017
componentOf,0.14278781940421856,0.5566084542950638,0.15846319063986006,1.280610986501832,0.20433307545160664,0.15218757507590217,0.307528450819958,0.17830053706601545,0.39455582888516444,0.27765250278760145,0.5320026406466596,0.5516854784870355,0.25250987511288975,0.28900812006741966,0.0155888716793132,0.0,0.0,0.05884782778603304,0.056427957330332706
creation,0.053653698598569534,0.3542115335135724,0.06322945752632622,0.20433307545160664,0.833130066904524,0.11542200360989674,0.1618324137488569,0.16272179211237822,0.25237886072161486,0.21124973072989595,0.22184825713286543,0.39871454923099264,0.15028565101078806,0.5547459346575009,0.0950566345518507,0.0,0.0,0.07668429708776331,0.03454328633888277
derivation,0.04583991549252763,0.2644901757557975,0.05912206842767635,0.15218757507590217,0.11542200360989674,1.0339591058852273,0.11655847381116982,0.06761731695425029,0.07522352159503023,0.04968435115040723,0.5529248601173433,0.5267848375788278,0.14052699719914938,0.13516620951267963,0.017344100944871432,0.0,0.0,0.026721053377660037,0.05189883001696566
externalDependence,0.16880011895586888,0.5685685249294461,0.01652011630718367,0.307528450819958,0.1618324137488569,0.11655847381116982,1.0383829439538252,0.2128386120929523,0.4648990731009788,0.2722418961320941,0.1873448969838333,0.49967385474337966,0.19337149621796867,0.34664806001057713,0.083827666105147,0.0,0.0,0.04227242238613314,0.1545510653703216
historicalDependence,0.18630741599760425,0.34612679982875627,0.0676867440848675,0.17830053706601545,0.16272179211237822,0.06761731695425029,0.2128386120929523,0.7210078241142496,0.30764179049544316,0.24157916286222533,0.20893282154885762,0.3388543131367095,0.08040264499828366,0.43323924875024467,0.06525545908330216,0.0,0.0,0.0382348860244146,0.1321170767227665
instantiation,0.17072981837587486,0.4406302423770949,0.012401118332767025,0.39455582888516444,0.25237886072161486,0.07522352159503023,0.4648990731009788,0.30764179049544316,0.8829618284302747,0.49734928124462713,0.20217378556740545,0.38198007525569344,0.1143148551020393,0.4559839257090086,0.03312187438078903,0.0,0.0,0.0494997052179646,0.12800694571309948
manifestation,0.15903249302736722,0.35302392691377316,0.048423401886469375,0.27765250278760145,0.21124973072989595,0.04968435115040723,0.2722418961320941,0.24157916286222533,0.49734928124462713,0.6517964747636138,0.1324541368681588,0.292247526042298,0.0672872601841933,0.4094402412132302,0.0070694534592414746,0.0,0.0,0.004676348632865368,0.13633553428784356
