stereotype1,stereotype2,geometric_mean_correlation
bringsAbout,characterization,0.23391746366689403
bringsAbout,componentOf,0.08393314957796953
bringsAbout,creation,0.09229503034316262
bringsAbout,derivation,0.03241181863635437
bringsAbout,externalDependence,0.14845448762003602
bringsAbout,historicalDependence,0.35031823166840054
bringsAbout,instantiation,0.22531546877585085
bringsAbout,manifestation,0.2915410498700281
bringsAbout,material,0.17938963567277774
bringsAbout,mediation,0.24383303758295038
bringsAbout,memberOf,0.09483100233087328
bringsAbout,participation,0.4887078002909843
characterization,componentOf,0.25806828444262647
characterization,creation,0.06349562892027645
characterization,derivation,0.09645803026136167
characterization,externalDependence,0.32985777381918224
characterization,historicalDependence,0.16066662838634294
characterization,instantiation,0.24583557368650824
characterization,manifestation,0.2907392636259895
characterization,material,0.189655510330528
characterization,mediation,0.16904692361332238
characterization,memberOf,0.02673862327149078
characterization,participation,0.2336938241884865
componentOf,creation,0.030604733896484666
componentOf,derivation,0.13745020115053663
componentOf,externalDependence,0.0519901329244237
componentOf,historicalDependence,0.1354721731279149
componentOf,instantiation,0.26973647130356665
componentOf,manifestation,0.27060185709598944
componentOf,material,0.2320826634891749
componentOf,mediation,0.1718578898038357
componentOf,memberOf,0.2819819156796198
componentOf,participation,0.008207161552666946
creation,derivation,0.0034064154201373727
creation,externalDependence,0.16735242888966054
creation,historicalDependence,0.2891046016957048
creation,instantiation,0.34092816134115206
creation,manifestation,0.36042609661057357
creation,material,0.0602684850760144
creation,mediation,0.08949438326788377
creation,memberOf,0.17690325668433607
creation,participation,0.6702845057390597
derivation,externalDependence,0.1259182714761267
derivation,historicalDependence,0.1685235356997779
derivation,instantiation,0.2007086358724769
derivation,manifestation,0.21859555476851963
derivation,material,0.3768779674508925
derivation,mediation,0.32653626477958525
derivation,memberOf,0.15653265293503385
derivation,participation,0.11252238456942397
externalDependence,historicalDependence,0.30969799710999213
externalDependence,instantiation,0.5078675141572503
externalDependence,manifestation,0.39166866368952125
externalDependence,material,0.27333986982788533
externalDependence,mediation,0.02383120919440496
externalDependence,memberOf,0.1280225180068241
externalDependence,participation,0.21971412978892876
historicalDependence,instantiation,0.5156560754008901
historicalDependence,manifestation,0.5069998517062716
historicalDependence,material,0.00974923851648026
historicalDependence,mediation,0.011621070568440493
historicalDependence,memberOf,0.13157179354769644
historicalDependence,participation,0.48596070183185924
instantiation,manifestation,0.7680853494444031
instantiation,material,0.16610290156056337
instantiation,mediation,0.04189187783710586
instantiation,memberOf,0.03108380612993327
instantiation,participation,0.43740182964264357
manifestation,material,0.1052262506794867
manifestation,mediation,0.044140774839949284
manifestation,memberOf,0.07289055413630173
manifestation,participation,0.49364581996247636
material,mediation,0.32500521004648664
material,memberOf,0.22966462608870228
material,participation,0.06747127571135732
mediation,memberOf,0.33225856402384296
mediation,participation,0.05343594840317549
memberOf,participation,0.12274028043298726
