Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.00013319126265316994,0.009615384615384616,0.009616307046586142,43,Q3
category,0.037559936068193925,0.6730769230769231,0.6741240933063771,5,Q1
collective,0.006526371870005328,0.2403846153846154,0.24047319360667846,18,Q2
datatype,0.009456579648375067,0.20192307692307693,0.2021443936712787,20,Q1
enumeration,0.006393180607352157,0.0673076923076923,0.06761063675240166,36,Q3
event,0.041022908897176344,0.4326923076923077,0.43463261749491455,9,Q1
historicalRole,0.003063399041022909,0.038461538461538464,0.03858334296704917,37,Q3
historicalRoleMixin,0.0011987213638785296,0.028846153846153848,0.028871049939761376,39,Q3
kind,0.08564198188598827,0.8076923076923077,0.8122200520589758,2,Q1
mixin,0.002663825253063399,0.15384615384615385,0.15386921400407977,27,Q3
mode,0.02384123601491742,0.4326923076923077,0.4333486329398233,10,Q1
phase,0.02317527970165157,0.3076923076923077,0.30856385044633394,14,Q1
phaseMixin,0.002663825253063399,0.07692307692307693,0.07696918687560932,34,Q3
quality,0.019179541822056473,0.34615384615384615,0.34668478482853066,13,Q1
quantity,0.002131060202450719,0.07692307692307693,0.07695259047556541,35,Q3
relator,0.0403569525839105,0.7403846153846154,0.7414836898543925,3,Q1
role,0.05327650506126798,0.6634615384615384,0.6655971747305534,6,Q1
roleMixin,0.030767181672882258,0.41346153846153844,0.41460470722734727,11,Q1
situation,0.009456579648375067,0.18269230769230768,0.18293689127288373,23,Q4
subkind,0.08670751198721365,0.7019230769230769,0.7072582262173925,4,Q1
type,0.009456579648375067,0.18269230769230768,0.18293689127288373,23,Q4
none_c,0.02357485348961108,0.15384615384615385,0.1556419376977525,26,Q4
other_c,0.012653169952051145,0.16346153846153846,0.16395053298494797,25,Q4
bringsAbout,0.0034629728289824187,0.10576923076923077,0.10582590589420467,32,Q3
characterization,0.04075652637187001,0.5288461538461539,0.530414318132317,8,Q1
comparative,0.0017314864144912093,0.038461538461538464,0.03850049332192992,38,Q3
componentOf,0.021044219499200854,0.3076923076923077,0.30841111424095646,15,Q1
creation,0.004528502930207778,0.1346153846153846,0.13469153319320717,30,Q3
derivation,0.010388918486947256,0.28846153846153844,0.2886485558580296,16,Q1
externalDependence,0.009456579648375067,0.19230769230769232,0.1925400618555944,21,Q1
historicalDependence,0.004661694192860949,0.1346153846153846,0.13469607703231629,29,Q3
instantiation,0.008391049547149707,0.14423076923076922,0.1444746500442279,28,Q3
manifestation,0.004528502930207778,0.11538461538461539,0.11547344632531119,31,Q3
material,0.03649440596696857,0.3942307692307692,0.39591633090233336,12,Q1
mediation,0.06166755460841769,0.6153846153846154,0.6184667429566874,7,Q1
memberOf,0.006126798082045818,0.19230769230769232,0.1924052654566611,22,Q2
participation,0.015450186467767715,0.23076923076923078,0.23128585372156094,19,Q1
participational,0.0002663825253063399,0.019230769230769232,0.019232614093172284,42,Q3
subCollectionOf,0.0009323388385721897,0.019230769230769232,0.019253356614289643,40,Q3
subQuantityOf,0.0,0.0,0.0,44,Q3
termination,0.00039957378795950983,0.019230769230769232,0.01923491992234761,41,Q3
triggers,0.001997868939797549,0.08653846153846154,0.08656152035254691,33,Q3
none_r,0.20937666489078316,0.8557692307692307,0.8810105357668251,1,Q1
other_r,0.02743740010655301,0.2692307692307692,0.27062523538132727,17,Q1
