Group,DistanceFromOrigin,Rank
sortal,4689.785735758576,1
rigid,3266.9405648072866,2
rigid_sortal,2981.771174004813,3
non_rigid,1950.158395347443,4
non_rigid_sortal,1571.9337296515305,5
non_sortal,663.3940564983862,6
non_rigid_non_sortal,378.2246656959125,7
undef,286.1699851561666,8
rigid_non_sortal,285.16939080247374,9
none,228.13551264197898,10
temporal,139.08261516331174,11
other,58.034472514187634,12
abstracts,33.01961367186538,13
