Group,DistanceFromOrigin
sortal,100.52977386827813
non_sortal,75.39733040120858
rigid,100.52977386827813
non_rigid,93.34907573482968
abstracts,28.722792533793744
temporal,43.084188800690626
other,25.132443467069532
none,25.132443467069532
rigid_sortal,100.52977386827813
rigid_non_sortal,71.80698133448438
non_rigid_sortal,82.57802853465702
non_rigid_non_sortal,61.03593413431171
undef,39.493839733966404
