Group,x_value,y_value,quadrant
sortal,4687,161.6206896551724,Q1
non_sortal,663,22.86206896551724,Q1
rigid,3265,112.58620689655172,Q1
non_rigid,1949,67.20689655172414,Q1
abstracts,33,1.137931034482759,Q3
temporal,139,4.793103448275862,Q3
other,58,2.0,Q3
none,228,7.862068965517241,Q3
rigid_sortal,2980,102.75862068965516,Q1
rigid_non_sortal,285,9.827586206896552,Q3
non_rigid_sortal,1571,54.172413793103445,Q1
non_rigid_non_sortal,378,13.03448275862069,Q1
undef,286,9.862068965517242,Q3
