Group,x_value,y_value,quadrant
sortal,28,161.6206896551724,Q1
non_sortal,21,22.86206896551724,Q1
rigid,28,112.58620689655172,Q1
non_rigid,26,67.20689655172414,Q1
abstracts,8,1.137931034482759,Q3
temporal,12,4.793103448275862,Q3
other,7,2.0,Q3
none,7,7.862068965517241,Q3
rigid_sortal,28,102.75862068965516,Q1
rigid_non_sortal,20,9.827586206896552,Q4
non_rigid_sortal,23,54.172413793103445,Q1
non_rigid_non_sortal,17,13.03448275862069,Q2
undef,11,9.862068965517242,Q3
