Group,DistanceFromOrigin
sortal,3553.1400197571725
non_sortal,612.4867345502269
rigid,3144.317095968535
non_rigid,943.3138396101268
abstracts,121.2023102090055
temporal,447.8805644365471
other,53.36665625650534
none,152.8397853963424
rigid_sortal,2847.3601809395313
rigid_non_sortal,304.2449670906653
non_rigid_sortal,632.5582977085985
non_rigid_non_sortal,314.5313974788527
undef,205.65018842685265
