Group,DistanceFromOrigin
sortal,3553.3468650399477
non_sortal,613.2974435404961
rigid,3144.5560561341777
non_rigid,943.9139697189696
abstracts,121.59769734661919
temporal,448.22099303929775
other,53.61093475347895
none,152.99169084273404
rigid_sortal,2847.606949418106
rigid_non_sortal,305.5413275410362
non_rigid_sortal,633.2018942970708
non_rigid_non_sortal,315.16801412366397
undef,205.94823803223525
