Group,DistanceFromOrigin
sortal,132.92833892449326
non_sortal,109.29663422680558
rigid,134.40532046809872
non_rigid,116.68154194483299
abstracts,33.97057550292606
temporal,60.55624328782471
other,17.72377852326577
none,23.63170469768769
rigid_sortal,129.9743758372823
rigid_non_sortal,97.48078187796173
non_rigid_sortal,98.95776342156721
non_rigid_non_sortal,69.4181325494576
undef,38.4015201337425
