Group,DistanceFromOrigin
sortal,3552.209823670325
non_sortal,608.035915763389
rigid,3143.1856632308086
non_rigid,940.0555276605028
abstracts,119.00702956553172
temporal,446.0263461027492
other,52.00307174292143
none,152.00897894084724
rigid_sortal,2846.1681188529687
rigid_non_sortal,297.01754437783967
non_rigid_sortal,629.0371562749534
non_rigid_non_sortal,311.0183713855493
undef,204.01205068376868
