year,category,period,predicted,slope,intercept
2015,none (occurrence),2015-2018,0.2627545434638705,1.4779943069848913,-2977.895774031092
2016,none (occurrence),2015-2018,1.7407488504486537,1.4779943069848913,-2977.895774031092
2017,none (occurrence),2015-2018,3.2187431574338916,1.4779943069848913,-2977.895774031092
2018,none (occurrence),2015-2018,4.696737464418675,1.4779943069848913,-2977.895774031092
2015,none (model-wise),2015-2018,0.2706766917292498,0.3458646616541352,-696.6466165413532
2016,none (model-wise),2015-2018,0.6165413533833544,0.3458646616541352,-696.6466165413532
2017,none (model-wise),2015-2018,0.9624060150375726,0.3458646616541352,-696.6466165413532
2018,none (model-wise),2015-2018,1.3082706766916772,0.3458646616541352,-696.6466165413532
2019,none (occurrence),2019-2024,5.011104507491609,-0.4366730269949013,886.6539460101973
2020,none (occurrence),2019-2024,4.574431480496628,-0.4366730269949013,886.6539460101973
2021,none (occurrence),2019-2024,4.13775845350176,-0.4366730269949013,886.6539460101973
2022,none (occurrence),2019-2024,3.701085426506893,-0.4366730269949013,886.6539460101973
2023,none (occurrence),2019-2024,3.2644123995119116,-0.4366730269949013,886.6539460101973
2024,none (occurrence),2019-2024,2.827739372517044,-0.4366730269949013,886.6539460101973
2019,none (model-wise),2019-2024,1.997851772287845,-0.13748657357679914,279.5832438238453
2020,none (model-wise),2019-2024,1.8603651987110652,-0.13748657357679914,279.5832438238453
2021,none (model-wise),2019-2024,1.7228786251342285,-0.13748657357679914,279.5832438238453
2022,none (model-wise),2019-2024,1.5853920515574487,-0.13748657357679914,279.5832438238453
2023,none (model-wise),2019-2024,1.447905477980612,-0.13748657357679914,279.5832438238453
2024,none (model-wise),2019-2024,1.3104189044038321,-0.13748657357679914,279.5832438238453
2015,other (occurrence),2015-2018,0.4707685570396052,-0.07663674184366107,154.89380337201666
2016,other (occurrence),2015-2018,0.39413181519594787,-0.07663674184366107,154.89380337201666
2017,other (occurrence),2015-2018,0.31749507335229055,-0.07663674184366107,154.89380337201666
2018,other (occurrence),2015-2018,0.24085833150863323,-0.07663674184366107,154.89380337201666
2015,other (model-wise),2015-2018,0.1954887218045087,0.045112781954887216,-90.70676691729324
2016,other (model-wise),2015-2018,0.24060150375939315,0.045112781954887216,-90.70676691729324
2017,other (model-wise),2015-2018,0.2857142857142776,0.045112781954887216,-90.70676691729324
2018,other (model-wise),2015-2018,0.33082706766916203,0.045112781954887216,-90.70676691729324
2019,other (occurrence),2019-2024,0.9967989823474568,-0.2177109074415841,440.5551211069058
2020,other (occurrence),2019-2024,0.7790880749058715,-0.2177109074415841,440.5551211069058
2021,other (occurrence),2019-2024,0.5613771674642862,-0.2177109074415841,440.5551211069058
2022,other (occurrence),2019-2024,0.34366626002270095,-0.2177109074415841,440.5551211069058
2023,other (occurrence),2019-2024,0.12595535258111568,-0.2177109074415841,440.5551211069058
2024,other (occurrence),2019-2024,-0.09175555486041276,-0.2177109074415841,440.5551211069058
2019,other (model-wise),2019-2024,0.8163265306122298,-0.1460794844253491,295.7508055853921
2020,other (model-wise),2019-2024,0.670247046186887,-0.1460794844253491,295.7508055853921
2021,other (model-wise),2019-2024,0.5241675617615442,-0.1460794844253491,295.7508055853921
2022,other (model-wise),2019-2024,0.3780880773362014,-0.1460794844253491,295.7508055853921
2023,other (model-wise),2019-2024,0.23200859291085862,-0.1460794844253491,295.7508055853921
2024,other (model-wise),2019-2024,0.08592910848551583,-0.1460794844253491,295.7508055853921
