year,category,period,predicted,a (quad),b (linear),intercept
2015,none (occurrence),2015-2018,24.10447451286018,-2.981123956880765,12038.401863061605,-12153321.631768417
2016,none (occurrence),2015-2018,45.59566738829017,-2.981123956880765,12038.401863061605,-12153321.631768417
2017,none (occurrence),2015-2018,61.12461234815419,-2.981123956880765,12038.401863061605,-12153321.631768417
2018,none (occurrence),2015-2018,70.69130939617753,-2.981123956880765,12038.401863061605,-12153321.631768417
2015,none (model-wise),2015-2018,29.77682227396872,0.146737643633287,-592.4249124052943,597978.1261979793
2016,none (model-wise),2015-2018,28.851351354504004,0.146737643633287,-592.4249124052943,597978.1261979793
2017,none (model-wise),2015-2018,28.219355722307228,0.146737643633287,-592.4249124052943,597978.1261979793
2018,none (model-wise),2015-2018,27.880835377261974,0.146737643633287,-592.4249124052943,597978.1261979793
2019,none (occurrence),2019-2024,40.46847098879516,-2.278555002167195,9207.563214773141,-9301816.914966714
2020,none (occurrence),2019-2024,44.94803200662136,-2.278555002167195,9207.563214773141,-9301816.914966714
2021,none (occurrence),2019-2024,44.870483024045825,-2.278555002167195,9207.563214773141,-9301816.914966714
2022,none (occurrence),2019-2024,40.23582403361797,-2.278555002167195,9207.563214773141,-9301816.914966714
2023,none (occurrence),2019-2024,31.044055042788386,-2.278555002167195,9207.563214773141,-9301816.914966714
2024,none (occurrence),2019-2024,17.295176044106483,-2.278555002167195,9207.563214773141,-9301816.914966714
2019,none (model-wise),2019-2024,20.88298439211212,-0.4094241695195251,1652.901449397461,-1668226.4262623007
2020,none (model-wise),2019-2024,20.12021310045384,-0.4094241695195251,1652.901449397461,-1668226.4262623007
2021,none (model-wise),2019-2024,18.538593469187617,-0.4094241695195251,1652.901449397461,-1668226.4262623007
2022,none (model-wise),2019-2024,16.13812549947761,-0.4094241695195251,1652.901449397461,-1668226.4262623007
2023,none (model-wise),2019-2024,12.918809190159664,-0.4094241695195251,1652.901449397461,-1668226.4262623007
2024,none (model-wise),2019-2024,8.880644542397931,-0.4094241695195251,1652.901449397461,-1668226.4262623007
2015,other (occurrence),2015-2018,17.041826281696558,-6.658001421834342,26845.145517178207,-27059967.352320466
2016,other (occurrence),2015-2018,23.783612046390772,-6.658001421834342,26845.145517178207,-27059967.352320466
2017,other (occurrence),2015-2018,17.209394965320826,-6.658001421834342,26845.145517178207,-27059967.352320466
2018,other (occurrence),2015-2018,-2.6808249577879906,-6.658001421834342,26845.145517178207,-27059967.352320466
2015,other (model-wise),2015-2018,11.886431891471148,-3.194103196308788,12879.399408289257,-12983200.271038113
2016,other (model-wise),2015-2018,15.855855859816074,-3.194103196308788,12879.399408289257,-12983200.271038113
2017,other (model-wise),2015-2018,13.437073435634375,-3.194103196308788,12879.399408289257,-12983200.271038113
2018,other (model-wise),2015-2018,4.630084617063403,-3.194103196308788,12879.399408289257,-12983200.271038113
2019,other (occurrence),2019-2024,22.866558438166976,2.520819687470066,-10194.995668915859,10307948.060064392
2020,other (occurrence),2019-2024,9.461607215926051,2.520819687470066,-10194.995668915859,10307948.060064392
2021,other (occurrence),2019-2024,1.0982953645288944,2.520819687470066,-10194.995668915859,10307948.060064392
2022,other (occurrence),2019-2024,-2.2233771085739136,2.520819687470066,-10194.995668915859,10307948.060064392
2023,other (occurrence),2019-2024,-0.5034102089703083,2.520819687470066,-10194.995668915859,10307948.060064392
2024,other (occurrence),2019-2024,6.2581960670650005,2.520819687470066,-10194.995668915859,10307948.060064392
2019,other (model-wise),2019-2024,13.844096103683114,0.8703102521294568,-3520.875129066744,3560961.960001176
2020,other (model-wise),2019-2024,8.152075388468802,0.8703102521294568,-3520.875129066744,3560961.960001176
2021,other (model-wise),2019-2024,4.200675176922232,0.8703102521294568,-3520.875129066744,3560961.960001176
2022,other (model-wise),2019-2024,1.9898954690434039,0.8703102521294568,-3520.875129066744,3560961.960001176
2023,other (model-wise),2019-2024,1.5197362662293017,0.8703102521294568,-3520.875129066744,3560961.960001176
2024,other (model-wise),2019-2024,2.790197568014264,0.8703102521294568,-3520.875129066744,3560961.960001176
