year,category,period,predicted,a (quad),b (linear),intercept
2015,none (occurrence),2015-2018,-0.04926647734828293,-0.31202102109182306,1259.8587723699427,-1271739.9252293643
2016,none (occurrence),2015-2018,2.0527698716614395,-0.31202102109182306,1259.8587723699427,-1271739.9252293643
2017,none (occurrence),2015-2018,3.5307641783729196,-0.31202102109182306,1259.8587723699427,-1271739.9252293643
2018,none (occurrence),2015-2018,4.384716442786157,-0.31202102109182306,1259.8587723699427,-1271739.9252293643
2015,none (model-wise),2015-2018,0.3834586465964094,0.1127819549283231,-454.5037595641988,457905.34603165643
2016,none (model-wise),2015-2018,0.5037593984161504,0.1127819549283231,-454.5037595641988,457905.34603165643
2017,none (model-wise),2015-2018,0.8496240600943565,0.1127819549283231,-454.5037595641988,457905.34603165643
2018,none (model-wise),2015-2018,1.4210526317474432,0.1127819549283231,-454.5037595641988,457905.34603165643
2019,none (occurrence),2019-2024,3.0873658820055425,-0.5771215866266175,2332.865901705603,-2357497.2401948646
2020,none (occurrence),2019-2024,4.959179203025997,-0.5771215866266175,2332.865901705603,-2357497.2401948646
2021,none (occurrence),2019-2024,5.676749350968748,-0.5771215866266175,2332.865901705603,-2357497.2401948646
2022,none (occurrence),2019-2024,5.240076325368136,-0.5771215866266175,2332.865901705603,-2357497.2401948646
2023,none (occurrence),2019-2024,3.64916012622416,-0.5771215866266175,2332.865901705603,-2357497.2401948646
2024,none (occurrence),2019-2024,0.9040007530711591,-0.5771215866266175,2332.865901705603,-2357497.2401948646
2019,none (model-wise),2019-2024,1.1117078422103077,-0.2658431794777698,1074.6664880545522,-1086077.7587351177
2020,none (model-wise),2019-2024,2.037593985674903,-0.2658431794777698,1074.6664880545522,-1086077.7587351177
2021,none (model-wise),2019-2024,2.431793770752847,-0.2658431794777698,1074.6664880545522,-1086077.7587351177
2022,none (model-wise),2019-2024,2.294307196745649,-0.2658431794777698,1074.6664880545522,-1086077.7587351177
2023,none (model-wise),2019-2024,1.6251342638861388,-0.2658431794777698,1074.6664880545522,-1086077.7587351177
2024,none (model-wise),2019-2024,0.4242749714758247,-0.2658431794777698,1074.6664880545522,-1086077.7587351177
2015,other (occurrence),2015-2018,0.23538427741732448,-0.23538427869925727,949.2281592528888,-956981.3725286017
2016,other (occurrence),2015-2018,0.6295160935260355,-0.23538427869925727,949.2281592528888,-956981.3725286017
2017,other (occurrence),2015-2018,0.5528793522389606,-0.23538427869925727,949.2281592528888,-956981.3725286017
2018,other (occurrence),2015-2018,0.005474053672514856,-0.23538427869925727,949.2281592528888,-956981.3725286017
2015,other (model-wise),2015-2018,0.15789473676704802,-0.03759398498982591,151.66165424593666,-152958.03770550966
2016,other (model-wise),2015-2018,0.278195488761412,-0.03759398498982591,151.66165424593666,-152958.03770550966
2017,other (model-wise),2015-2018,0.3233082707156427,-0.03759398498982591,151.66165424593666,-152958.03770550966
2018,other (model-wise),2015-2018,0.2932330826879479,-0.03759398498982591,151.66165424593666,-152958.03770550966
2019,other (occurrence),2019-2024,1.4920704435789958,0.14858143829962955,-600.9324659529094,607612.5604208515
2020,other (occurrence),2019-2024,0.6800337829627097,0.14858143829962955,-600.9324659529094,607612.5604208515
2021,other (occurrence),2019-2024,0.16515999869443476,0.14858143829962955,-600.9324659529094,607612.5604208515
2022,other (occurrence),2019-2024,-0.05255090876016766,0.14858143829962955,-600.9324659529094,607612.5604208515
2023,other (occurrence),2019-2024,0.02690106024965644,0.14858143829962955,-600.9324659529094,607612.5604208515
2024,other (occurrence),2019-2024,0.403515906073153,0.14858143829962955,-600.9324659529094,607612.5604208515
2019,other (model-wise),2019-2024,0.8163265306384915,7.865347262381306e-12,-0.14607951622497506,295.7508377268683
2020,other (model-wise),2019-2024,0.6702470461816574,7.865347262381306e-12,-0.14607951622497506,295.7508377268683
2021,other (model-wise),2019-2024,0.524167561740569,7.865347262381306e-12,-0.14607951622497506,295.7508377268683
2022,other (model-wise),2019-2024,0.37808807731516936,7.865347262381306e-12,-0.14607951622497506,295.7508377268683
2023,other (model-wise),2019-2024,0.23200859290551534,7.865347262381306e-12,-0.14607951622497506,295.7508377268683
2024,other (model-wise),2019-2024,0.08592910851160696,7.865347262381306e-12,-0.14607951622497506,295.7508377268683
