Stereotype,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type,none_c,other_c,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers,none_r,other_r
abstract,0.05422661272163697,0.04089685924933063,0.002658421730228594,0.002180534150013097,0.0006733575878305684,0.03586562709774862,0.0003789835342832143,0.040896859249331195,0.01605060438589228,0.001614753576123347,0.02032794109140696,0.0035565233060358137,0.054226612721637,0.025244292624988555,0.0007735196556668267,0.013100791629729693,0.010563878921829688,0.05422661272163757,0.03016880389768562,0.011748902248801874,0.040896859249330356,0.05422661272163697,0.0017252776721451563,0.0325983379286059,0.022968634510920717,0.0003789835342832143,0.03016880389768626,0.03016880389768562,0.0032912502862908755,0.0020646833397074543,0.054226612721637014,0.04089685924933033,0.0325983379286059,0.03016880389768508,0.009262439976432828,0.0020646833397075792,0.0408968592493303,0.0001876247021324398,0.0001876247021324398,0.0,0.0001876247021324398,0.0008747360998011336,0.035865627097748244,0.003033099774157229
category,0.04089685924933063,2.053046091506557,0.21397840375871535,0.32581270119591343,0.10695481235560689,0.5806066277999965,0.08698430243323707,0.06309065190706081,0.7566249452910692,0.10633206258484222,0.4576220257420595,0.41883156446029784,0.15319953684633886,0.47991052699883097,0.10819420436993589,0.5212279049342785,0.5202762005310415,0.48205952953735437,0.29845082772615195,0.8512883947689331,0.3852020786826872,0.2797917109621774,0.23303926227824823,0.24754979855633003,0.6998015011001408,0.06260474964572194,0.3747050363954343,0.1677802422363029,0.24986034071121213,0.30049252737598475,0.26282146953072594,0.33128017771053153,0.22987909982701038,0.45545175675885835,0.5797682695662906,0.19495069747072458,0.4143728010295994,0.029692603668543885,0.021891515464892985,0.0,0.02969260366854387,0.1722412485563874,1.1827629669727489,0.308801314802043
collective,0.002658421730228594,0.21397840375871535,0.8603679434067402,0.14464939223773668,0.040676318661065095,0.158774226936866,0.051826884347786366,0.03178177134188106,0.2929976875980934,0.027798296874094686,0.1325229770336439,0.21438132426557788,0.04499731604011931,0.08679946584998283,0.05311343902763855,0.21510986670517362,0.22230050190901252,0.09559130249298825,0.05639990478324238,0.3942818423234423,0.08760483828749996,0.06041124888307655,0.08925437958499698,0.031010040908947656,0.20902552221349668,0.014781079020156136,0.19473534872533804,0.052126231843412474,0.11657505578357813,0.09730440592324188,0.04290275945432771,0.09067930979022978,0.043995867745301065,0.22174308056971503,0.3020400372615609,0.37389850345639497,0.1724860263870997,0.0053467662840971375,0.09503011725564645,0.0,0.0053467662840971375,0.025063801992421315,0.4395780987038474,0.19211902113650473
datatype,0.002180534150013097,0.32581270119591343,0.14464939223773668,0.8561456251302675,0.16821026386010338,0.20627497858486743,0.036499837701879534,0.023465937033561216,0.3310485607480043,0.052686404619934415,0.1638172295973286,0.18408457922219515,0.1054545515275146,0.17957148738343026,0.0511910616211815,0.2248944201379941,0.23075292474855796,0.16612556885671453,0.12383769477107026,0.37953556857714643,0.1368506661543798,0.09769640249498121,0.08644385118282041,0.09841820210294452,0.19568521565096608,0.11861048119498574,0.25506910229329066,0.0690889980095571,0.07215869648113807,0.09023767013763934,0.13466856015705095,0.16566814208862155,0.05691301890148188,0.23638537735983708,0.2860413126793301,0.13404411023308432,0.17520040971484402,0.04579785950089488,0.05631379215632861,0.0,0.08673159593492136,0.05646653040384764,0.4898981553023344,0.15250591370921573
enumeration,0.0006733575878305684,0.10695481235560689,0.040676318661065095,0.16821026386010338,0.3642634061034107,0.09834890621155842,0.0027348351953678587,0.002040633925844422,0.1859267073584953,0.030509571161415915,0.09464432048816583,0.09902196043812775,0.05841473600659798,0.10416236371835419,0.07396318104985419,0.13369293764530427,0.16298992220183592,0.09923698050860591,0.06925421473775294,0.1828785648489905,0.07234933981715347,0.01167721586788436,0.012478971604195345,0.03867886035668576,0.12747928138848405,0.05598441856197871,0.17495378163761802,0.03820593510863594,0.03962797320802128,0.03972862742869856,0.0362698280364543,0.0834021723706555,0.02599396197662872,0.17334518315830455,0.14189228050487934,0.04545685888627222,0.05095030975181021,0.0013535225281758045,0.0013535225281757907,0.0,0.05480661559414593,0.006317534306782266,0.21045423669416122,0.07027182719816563
event,0.03586562709774862,0.5806066277999965,0.158774226936866,0.20627497858486743,0.09834890621155842,1.7943477958049823,0.16302362949436605,0.1123471340273726,0.6697100985427783,0.09662954120987914,0.42801125321200467,0.3668337821114144,0.08984732958116359,0.36492238839331165,0.16546887195888846,0.44682334469296064,0.5121804733289134,0.579480174511515,0.4841860375076168,0.6880400325885171,0.4052231016011717,0.31639663676045743,0.2882572519623099,0.2902067402220673,0.5895412083338892,0.09497764305774417,0.3193867165770455,0.39115252878570184,0.2345766982884263,0.36679292636605815,0.3778553918327018,0.3787323507541874,0.3186702143921335,0.4693559400661754,0.5540311376356983,0.18715325856898252,0.6613764026851937,0.05830814600786885,0.011044611844606075,0.0,0.06239490214234447,0.24290000229153444,1.1803573867443686,0.40282502155616945
historicalRole,0.0003789835342832143,0.08698430243323707,0.051826884347786366,0.036499837701879534,0.0027348351953678587,0.16302362949436605,0.21634264338359194,0.05480072712156255,0.13636412254975253,0.006563522506246977,0.022387027973481625,0.03874669141106482,0.0031419001874328917,0.04806481729086846,0.11720346670063937,0.11805790363042093,0.10841352903937437,0.10168946360672465,0.11190431305129145,0.08799793104977244,0.059858234479667566,0.04047893783272917,0.059175381651760624,0.00438960533462656,0.06280432867164769,0.04176237371915981,0.04311233251416669,0.11782739223234584,0.10781105866191354,0.04687606708079735,0.06643744709778507,0.05850832195706509,0.04420604200406136,0.07040143335445323,0.132201666462239,0.055953326624412526,0.12466347499536631,0.0007617391020588726,0.0007617391020588449,0.0,0.0007617391020588449,0.0035533202199576966,0.1472643419911391,0.08282584820506268
historicalRoleMixin,0.040896859249331195,0.06309065190706081,0.03178177134188106,0.023465937033561216,0.002040633925844422,0.1123471340273726,0.05480072712156255,0.1490691052751502,0.06492487406068706,0.004896138820483752,0.017855174761572758,0.010796822671061995,0.07398773741614978,0.01999725654166274,0.0315360802356995,0.08051713028195831,0.04775225440366369,0.08164435060081952,0.020572966118898965,0.0644342565306138,0.1097454359067114,0.04395591108014546,0.005231597015626213,0.021252967306932324,0.02413557584281948,0.0011483425553322282,0.05271293224256597,0.10095348762724828,0.009989766178464601,0.05951961359696202,0.09901738055506673,0.11737836617895553,0.06106940397636712,0.026413392142597455,0.07271708860366083,0.03219693489776992,0.11168154297889155,0.0277565791472048,0.0005684569044643317,0.0,0.04108633261951145,0.0026512086172679264,0.09901738055506604,0.02888206356892823
kind,0.01605060438589228,0.7566249452910692,0.2929976875980934,0.3310485607480043,0.1859267073584953,0.6697100985427783,0.13636412254975253,0.06492487406068706,2.6695489511460635,0.13815925081289887,0.5529523229894197,0.5561530762621152,0.1391623543424787,0.5221332164421166,0.14787496509533585,0.8772846676184252,1.0015315240595504,0.5147308198351785,0.29243247130513084,1.220433921023269,0.30055679286349635,0.3520390257805741,0.35444648985360167,0.1504813480396008,0.7531080882070197,0.11540143880520178,0.6125556880422366,0.20456456909013876,0.41226723243114693,0.3382007418292215,0.19438601860452187,0.27296945906170234,0.19737184481168368,0.7636749432427298,0.8176211939821175,0.22883490664598993,0.39007673486134464,0.032514160834214004,0.053383634735171076,0.0,0.044189946496075244,0.12187992391244007,1.6132081481695577,0.4154184862659123
mixin,0.001614753576123347,0.10633206258484222,0.027798296874094686,0.052686404619934415,0.030509571161415915,0.09662954120987914,0.006563522506246977,0.004896138820483752,0.13815925081289887,0.51583612110274,0.09245984024948248,0.17523841757102668,0.018804257945980986,0.134639898568493,0.038376742678239845,0.15957303492054858,0.1657623217619654,0.08863605865923399,0.02152764617288088,0.16578124414732534,0.04629014464182877,0.07720022917909006,0.030069988303895824,0.015492087307756856,0.14654006916783163,0.037211648663587005,0.1304034200281654,0.018227962574568095,0.06924297274210262,0.058055254313480215,0.046595017168820384,0.03780885541987525,0.04679973731037645,0.09540681917263695,0.2015285497467716,0.030780327700190603,0.07064270421379755,0.003246676532946899,0.003246676532946871,0.0,0.003246676532946871,0.012148726282024687,0.2672807744114999,0.10197261795987697
