year,category,period,predicted,a (quad),b (linear),intercept
2019,none (occurrence),2019-2024,0.8008100150036626,-0.09895066268182973,399.8715940237985,-403981.32524366805
2020,none (occurrence),2019-2024,1.0106774668674916,-0.09895066268182973,399.8715940237985,-403981.32524366805
2021,none (occurrence),2019-2024,1.0226435933145694,-0.09895066268182973,399.8715940237985,-403981.32524366805
2022,none (occurrence),2019-2024,0.8367083945777267,-0.09895066268182973,399.8715940237985,-403981.32524366805
2023,none (occurrence),2019-2024,0.45287187036592513,-0.09895066268182973,399.8715940237985,-403981.32524366805
2024,none (occurrence),2019-2024,-0.12886597920442,-0.09895066268182973,399.8715940237985,-403981.32524366805
2019,none (model-wise),2019-2024,0.14880952378734946,-0.07440476191681,300.792572512471,-303999.3854011856
2020,none (model-wise),2019-2024,0.42054865427780896,-0.07440476191681,300.792572512471,-303999.3854011856
2021,none (model-wise),2019-2024,0.5434782608645037,-0.07440476191681,300.792572512471,-303999.3854011856
2022,none (model-wise),2019-2024,0.5175983437220566,-0.07440476191681,300.792572512471,-303999.3854011856
2023,none (model-wise),2019-2024,0.34290890267584473,-0.07440476191681,300.792572512471,-303999.3854011856
2024,none (model-wise),2019-2024,0.019409937842283398,-0.07440476191681,300.792572512471,-303999.3854011856
2019,other (occurrence),2019-2024,0.3509296759875724,-0.007478829163982681,30.172473320288926,-30431.46517426575
2020,other (occurrence),2019-2024,0.3164120029468904,-0.007478829163982681,30.172473320288926,-30431.46517426575
2021,other (occurrence),2019-2024,0.26693667158542667,-0.007478829163982681,30.172473320288926,-30431.46517426575
2022,other (occurrence),2019-2024,0.2025036818922672,-0.007478829163982681,30.172473320288926,-30431.46517426575
2023,other (occurrence),2019-2024,0.12311303386741201,-0.007478829163982681,30.172473320288926,-30431.46517426575
2024,other (occurrence),2019-2024,0.028764727521775058,-0.007478829163982681,30.172473320288926,-30431.46517426575
2019,other (model-wise),2019-2024,0.27820910938316956,-0.04852484472831975,196.11865945204912,-198158.51064299955
2020,other (model-wise),2019-2024,0.40502070376533084,-0.04852484472831975,196.11865945204912,-198158.51064299955
2021,other (model-wise),2019-2024,0.4347826086450368,-0.04852484472831975,196.11865945204912,-198158.51064299955
2022,other (model-wise),2019-2024,0.367494824109599,-0.04852484472831975,196.11865945204912,-198158.51064299955
2023,other (model-wise),2019-2024,0.20315735012991354,-0.04852484472831975,196.11865945204912,-198158.51064299955
2024,other (model-wise),2019-2024,-0.05822981338133104,-0.04852484472831975,196.11865945204912,-198158.51064299955
