stereotype,total_correlation,rank
category,2.478823777751757,5
collective,1.7637088294720296,12
datatype,1.6333781980675846,13
enumeration,1.5235047503248351,15
event,2.419292948703525,7
kind,3.169411990007406,1
mode,1.6001305037147988,14
phase,2.2650828673981613,9
quality,2.035359149353012,10
relator,2.485143445102383,4
role,2.443593800114039,6
roleMixin,2.0148243139840893,11
situation,2.808746981785153,2
subkind,2.3808181459529494,8
type,2.6889018484480722,3
