Percentage,Top k Stereotypes,Coverage
10.0,2,0.36993273950190875
20.0,4,0.5386293401199782
30.0,6,0.6715142701327032
40.0,9,0.8234866387929467
50.0,11,0.8996546082530449
60.0,13,0.9345573532085075
70.0,16,0.9750954371932375
80.0,18,0.9872750409016543
90.0,20,0.995091801490638
100.0,23,1.0
