Stereotype,average_quantity,rank,proportion
abstract,0,15,0.0
category,8,6,0.05
collective,1,12,0.00625
datatype,0,15,0.0
enumeration,0,15,0.0
event,4,9,0.025
historicalRole,0,15,0.0
historicalRoleMixin,0,15,0.0
kind,18,4,0.1125
mixin,1,12,0.00625
mode,7,7,0.04375
phase,3,10,0.01875
phaseMixin,0,15,0.0
quality,0,15,0.0
quantity,0,15,0.0
relator,24,3,0.15
role,48,1,0.3
roleMixin,9,5,0.05625
situation,0,15,0.0
subkind,27,2,0.16875
type,3,10,0.01875
none,6,8,0.0375
other,1,12,0.00625
