Percentage,Top k Stereotypes,Coverage
10.0,2,0.3786588350465002
20.0,4,0.6559960841899168
30.0,6,0.7693587860988742
40.0,8,0.868918257464513
50.0,10,0.9259911894273127
60.0,12,0.9597650513950073
70.0,14,0.9766030347528145
80.0,16,0.9905041605482134
90.0,18,0.9970631424375918
100.0,21,1.0
