Group,DistanceFromOrigin,Rank
sortal,105.16926675216074,1
rigid,104.64656568578764,2
rigid_sortal,100.53009076559303,3
non_rigid,86.4752988759795,4
non_sortal,80.70581832514426,5
non_rigid_sortal,73.14631170386527,6
rigid_non_sortal,71.81172956962335,7
non_rigid_non_sortal,51.19867640841446,8
temporal,44.828116388083835,9
undef,28.347726060106265,10
abstracts,25.033439356415695,11
none,17.469606336653836,12
other,13.05571889407894,13
