year,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type,none,other
2005,0.0000000,0.0006539,0.0000934,0.0001868,0.0000000,0.0000000,0.0000000,0.0000000,0.0008407,0.0001868,0.0003737,0.0003737,0.0000000,0.0000000,0.0000934,0.0002802,0.0006539,0.0000000,0.0000000,0.0002802,0.0000000,0.0000000,0.0000000
2007,0.0000000,0.0002802,0.0000000,0.0000934,0.0000000,0.0001868,0.0000000,0.0000000,0.0003737,0.0000000,0.0000934,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000934,0.0000000,0.0003737,0.0000000,0.0000000,0.0003737
2011,0.0000000,0.0003737,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0004671,0.0000000,0.0000000,0.0002802,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0002802,0.0000000,0.0000000,0.0000000
2012,0.0000000,0.0010276,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0035497,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0014946,0.0008407,0.0000000,0.0000000,0.0039234,0.0000000,0.0000000,0.0000000
2013,0.0000000,0.0000000,0.0008407,0.0002802,0.0000000,0.0000000,0.0000000,0.0000000,0.0010276,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0001868,0.0002802,0.0000000,0.0000000,0.0025222,0.0000000,0.0000000,0.0000000
2014,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0006539,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0004671,0.0004671,0.0000000,0.0000000,0.0000000,0.0000000,0.0006539,0.0005605
2015,0.0000000,0.0188697,0.0047641,0.0002802,0.0021485,0.0017749,0.0000000,0.0000000,0.0511910,0.0051378,0.0221392,0.0113031,0.0000000,0.0001868,0.0024288,0.0789351,0.1257356,0.0269967,0.0005605,0.0815507,0.0099019,0.0147595,0.0014012
2016,0.0000000,0.0038300,0.0003737,0.0000934,0.0000000,0.0006539,0.0000000,0.0000000,0.0008407,0.0008407,0.0020551,0.0000000,0.0000000,0.0006539,0.0002802,0.0017749,0.0013078,0.0008407,0.0000934,0.0038300,0.0008407,0.0000000,0.0007473
2017,0.0000000,0.0015880,0.0000000,0.0000000,0.0000000,0.0093414,0.0000000,0.0000000,0.0040168,0.0000934,0.0013078,0.0006539,0.0000000,0.0000000,0.0002802,0.0014012,0.0048575,0.0011210,0.0003737,0.0021485,0.0019617,0.0058851,0.0023354
2018,0.0000000,0.0025222,0.0004671,0.0000000,0.0001868,0.0024288,0.0000000,0.0000000,0.0031761,0.0000934,0.0016815,0.0001868,0.0000000,0.0003737,0.0000000,0.0028024,0.0008407,0.0028958,0.0005605,0.0040168,0.0002802,0.0015880,0.0011210
2019,0.0000000,0.0020551,0.0008407,0.0005605,0.0000000,0.0014012,0.0015880,0.0000000,0.0042971,0.0000934,0.0012144,0.0012144,0.0000000,0.0013078,0.0000934,0.0032695,0.0028958,0.0003737,0.0007473,0.0057917,0.0005605,0.0000000,0.0010276
2020,0.0000000,0.0028958,0.0002802,0.0007473,0.0000000,0.0013078,0.0001868,0.0000000,0.0210182,0.0002802,0.0015880,0.0021485,0.0002802,0.0018683,0.0002802,0.0030827,0.0055114,0.0056049,0.0014946,0.0082205,0.0003737,0.0081270,0.0008407
2021,0.0000934,0.0056049,0.0006539,0.0013078,0.0001868,0.0066324,0.0000000,0.0003737,0.0177487,0.0001868,0.0064456,0.0028958,0.0006539,0.0030827,0.0002802,0.0040168,0.0077534,0.0014946,0.0012144,0.0245680,0.0011210,0.0009341,0.0010276
2022,0.0000000,0.0074731,0.0020551,0.0027090,0.0014946,0.0123307,0.0002802,0.0004671,0.0105558,0.0000934,0.0020551,0.0050444,0.0006539,0.0014946,0.0003737,0.0065390,0.0080336,0.0085007,0.0007473,0.0166277,0.0034563,0.0007473,0.0001868
2023,0.0000000,0.0060719,0.0015880,0.0015880,0.0018683,0.0037366,0.0000000,0.0000000,0.0214853,0.0005605,0.0109295,0.0044839,0.0002802,0.0100887,0.0000000,0.0055114,0.0108361,0.0025222,0.0012144,0.0268099,0.0010276,0.0028024,0.0006539
2024,0.0000000,0.0011210,0.0003737,0.0003737,0.0000000,0.0044839,0.0000934,0.0000000,0.0069127,0.0002802,0.0008407,0.0024288,0.0000000,0.0043905,0.0000000,0.0067258,0.0023354,0.0033629,0.0003737,0.0080336,0.0003737,0.0000000,0.0000000
