year,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type,none,other
2005,0.0000000,0.1627907,0.0232558,0.0465116,0.0000000,0.0000000,0.0000000,0.0000000,0.2093023,0.0465116,0.0930233,0.0930233,0.0000000,0.0000000,0.0232558,0.0697674,0.1627907,0.0000000,0.0000000,0.0697674,0.0000000,0.0000000,0.0000000
2007,0.0000000,0.1500000,0.0000000,0.0500000,0.0000000,0.1000000,0.0000000,0.0000000,0.2000000,0.0000000,0.0500000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0500000,0.0000000,0.2000000,0.0000000,0.0000000,0.2000000
2011,0.0000000,0.2666667,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.3333333,0.0000000,0.0000000,0.2000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.2000000,0.0000000,0.0000000,0.0000000
2012,0.0000000,0.0948276,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.3275862,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.1379310,0.0775862,0.0000000,0.0000000,0.3620690,0.0000000,0.0000000,0.0000000
2013,0.0000000,0.0000000,0.1636364,0.0545455,0.0000000,0.0000000,0.0000000,0.0000000,0.2000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0363636,0.0545455,0.0000000,0.0000000,0.4909091,0.0000000,0.0000000,0.0000000
2014,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.2333333,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.1666667,0.1666667,0.0000000,0.0000000,0.0000000,0.0000000,0.2333333,0.2000000
2015,0.0000000,0.0410152,0.0103553,0.0006091,0.0046701,0.0038579,0.0000000,0.0000000,0.1112690,0.0111675,0.0481218,0.0245685,0.0000000,0.0004061,0.0052792,0.1715736,0.2732995,0.0586802,0.0012183,0.1772589,0.0215228,0.0320812,0.0030457
2016,0.0000000,0.2009804,0.0196078,0.0049020,0.0000000,0.0343137,0.0000000,0.0000000,0.0441176,0.0441176,0.1078431,0.0000000,0.0000000,0.0343137,0.0147059,0.0931373,0.0686275,0.0441176,0.0049020,0.2009804,0.0441176,0.0000000,0.0392157
2017,0.0000000,0.0425000,0.0000000,0.0000000,0.0000000,0.2500000,0.0000000,0.0000000,0.1075000,0.0025000,0.0350000,0.0175000,0.0000000,0.0000000,0.0075000,0.0375000,0.1300000,0.0300000,0.0100000,0.0575000,0.0525000,0.1575000,0.0625000
2018,0.0000000,0.1000000,0.0185185,0.0000000,0.0074074,0.0962963,0.0000000,0.0000000,0.1259259,0.0037037,0.0666667,0.0074074,0.0000000,0.0148148,0.0000000,0.1111111,0.0333333,0.1148148,0.0222222,0.1592593,0.0111111,0.0629630,0.0444444
2019,0.0000000,0.0700637,0.0286624,0.0191083,0.0000000,0.0477707,0.0541401,0.0000000,0.1464968,0.0031847,0.0414013,0.0414013,0.0000000,0.0445860,0.0031847,0.1114650,0.0987261,0.0127389,0.0254777,0.1974522,0.0191083,0.0000000,0.0350318
2020,0.0000000,0.0437853,0.0042373,0.0112994,0.0000000,0.0197740,0.0028249,0.0000000,0.3177966,0.0042373,0.0240113,0.0324859,0.0042373,0.0282486,0.0042373,0.0466102,0.0833333,0.0847458,0.0225989,0.1242938,0.0056497,0.1228814,0.0127119
2021,0.0010582,0.0634921,0.0074074,0.0148148,0.0021164,0.0751323,0.0000000,0.0042328,0.2010582,0.0021164,0.0730159,0.0328042,0.0074074,0.0349206,0.0031746,0.0455026,0.0878307,0.0169312,0.0137566,0.2783069,0.0126984,0.0105820,0.0116402
2022,0.0000000,0.0813008,0.0223577,0.0294715,0.0162602,0.1341463,0.0030488,0.0050813,0.1148374,0.0010163,0.0223577,0.0548780,0.0071138,0.0162602,0.0040650,0.0711382,0.0873984,0.0924797,0.0081301,0.1808943,0.0376016,0.0081301,0.0020325
2023,0.0000000,0.0532351,0.0139230,0.0139230,0.0163800,0.0327600,0.0000000,0.0000000,0.1883702,0.0049140,0.0958231,0.0393120,0.0024570,0.0884521,0.0000000,0.0483210,0.0950041,0.0221130,0.0106470,0.2350532,0.0090090,0.0245700,0.0057330
2024,0.0000000,0.0263736,0.0087912,0.0087912,0.0000000,0.1054945,0.0021978,0.0000000,0.1626374,0.0065934,0.0197802,0.0571429,0.0000000,0.1032967,0.0000000,0.1582418,0.0549451,0.0791209,0.0087912,0.1890110,0.0087912,0.0000000,0.0000000
