Stereotype,characterization,componentOf,derivation,material,mediation,memberOf,subCollectionOf,none,other
characterization,1.0,0.1143230762267085,-0.20680476505560721,-0.4311239909182913,-0.2195175913660582,0.2634078856355648,-0.1796053020267749,0.20447131584993636,0.1143230762267085
componentOf,0.1143230762267085,1.0,-0.2465426358859398,-0.17545378532260505,-0.2010075630518424,0.1372327569296688,0.0335012605086404,0.005627131459910662,0.29292929292929293
derivation,-0.20680476505560721,-0.2465426358859398,1.0,0.6882472016116853,0.3504383220252312,-0.19494670478207318,0.15018785229652765,-0.08689202219528216,-0.1459129885855562
material,-0.4311239909182913,-0.17545378532260505,0.6882472016116853,1.0,0.5091750772173156,-0.209679308115649,0.21821789023599236,0.036653568749915634,-0.28511240114923325
mediation,-0.2195175913660582,-0.2010075630518424,0.3504383220252312,0.5091750772173156,1.0,-0.21914608621714188,0.1111111111111111,0.018663083698528475,-0.2010075630518424
memberOf,0.2634078856355648,0.1372327569296688,-0.19494670478207318,-0.209679308115649,-0.21914608621714188,1.0,-0.11800173873230717,0.03680947574347911,0.23888665095164566
subCollectionOf,-0.1796053020267749,0.0335012605086404,0.15018785229652765,0.21821789023599236,0.1111111111111111,-0.11800173873230717,1.0,-0.20529392068381325,0.0335012605086404
none,0.20447131584993636,0.005627131459910662,-0.08689202219528216,0.036653568749915634,0.018663083698528475,0.03680947574347911,-0.20529392068381325,1.0,0.005627131459910662
other,0.1143230762267085,0.29292929292929293,-0.1459129885855562,-0.28511240114923325,-0.2010075630518424,0.23888665095164566,0.0335012605086404,0.005627131459910662,1.0
